error_type	priority	herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
COUNTRY	1000	ASU	706959	ASU	S. Tucker	Louisiana	Mobile	NA	county_not_matched_no_match	county_not_matched	30.2575,-88.1327	NA	Gulf side of Dauphin Island, Mobile Bay	https://lichenportal.org/portal/collections/individual/index.php?occid=706959
COUNTRY	1000	DAV	4374545	DAV	Shirley C. Tucker	Louisiana	East Baton Rouge	8044.69	outside_boundary_exact	not_found_in_US	41.403389,2.174028	DAV236054	East Baton Rouge Parish: Baird Drive, southeast Baton Rouge.	https://lichenportal.org/portal/collections/individual/index.php?occid=4374545
COUNTRY	1000	FTU	1558570	FTU	Elizabeth M. Harris	Louisiana	Pope	NA	county_not_matched_no_match	county_not_matched	31.43694,-92.73444	FTU L123	Pope, sandstone rock	https://lichenportal.org/portal/collections/individual/index.php?occid=1558570
COUNTRY	1000	FTU	1558776	FTU	Walter M. Thomson	Louisiana	Seminole	NA	county_not_matched_no_match	county_not_matched	28.714228,-81.450449	FTU L326	Wekiva Springs State Park, within a 120 ac hardwood/cypress swamp on the south side of Wekiva Springs Run. S. 1/4 of sect. 30 and N. 1/4 of sect 32; T20S, R29E	https://lichenportal.org/portal/collections/individual/index.php?occid=1558776
COUNTRY	1000	LSU	1520931	LSU	Shirley C. Tucker	Louisiana	Washington	6214.68	outside_boundary_exact	not_found_in_US	89.861111,-30.905556	LSU00107366	Pushepatapa Creek, 1 mi. W of Varnado.	https://lichenportal.org/portal/collections/individual/index.php?occid=1520931
COUNTRY	1000	LSU	3769054	LSU	Shirley C. Tucker	Louisiana	East Baton Rouge	5624.39	outside_boundary_exact	not_found_in_US	30.379167,-31.125	LSU00163495	Baird Drive, south Baton Rouge	https://lichenportal.org/portal/collections/individual/index.php?occid=3769054
COUNTRY	1000	MAINE	1783817	MAINE	J. W. Hinds	Louisiana	IBERVILLE	1955.56	outside_boundary_exact	not_found_in_US	30.417,-70.6	MAINE-L-0003504	GROSSE TETE. I-10 REST STOP, 30 25N/91 26W	https://lichenportal.org/portal/collections/individual/index.php?occid=1783817
COUNTRY	1000	OMA	802806	OMA	NA	Louisiana	Desoto	NA	county_not_matched_no_match	county_not_matched	31.860778,-93.555583	17079	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=802806
COUNTRY	1000	OMA	802807	OMA	NA	Louisiana	Desoto	NA	county_not_matched_no_match	county_not_matched	31.860778,-93.555583	17063	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=802807
COUNTRY	1000	OMA	802808	OMA	NA	Louisiana	Desoto	NA	county_not_matched_no_match	county_not_matched	31.860778,-93.555583	17051	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=802808
COUNTRY	1000	OMA	802809	OMA	NA	Louisiana	Desoto	NA	county_not_matched_no_match	county_not_matched	31.860778,-93.555583	17064	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=802809
COUNTRY	1000	OMA	802810	OMA	NA	Louisiana	Desoto	NA	county_not_matched_no_match	county_not_matched	31.860778,-93.555583	17052	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=802810
COUNTRY	1000	OMA	802811	OMA	NA	Louisiana	Desoto	NA	county_not_matched_no_match	county_not_matched	31.860778,-93.555583	17078	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=802811
COUNTRY	1000	OMA	802812	OMA	NA	Louisiana	Desoto	NA	county_not_matched_no_match	county_not_matched	31.860778,-93.555583	17081	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=802812
COUNTRY	1000	OMA	802813	OMA	NA	Louisiana	Desoto	NA	county_not_matched_no_match	county_not_matched	31.860778,-93.555583	17077	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=802813
COUNTRY	1000	OMA	802814	OMA	NA	Louisiana	Desoto	NA	county_not_matched_no_match	county_not_matched	31.860778,-93.555583	17067	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=802814
COUNTRY	1000	OMA	802816	OMA	NA	Louisiana	Desoto	NA	county_not_matched_no_match	county_not_matched	31.860778,-93.555583	17073	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=802816
COUNTRY	1000	OMA	802884	OMA	NA	Louisiana	Desoto	NA	county_not_matched_no_match	county_not_matched	31.853444,-93.513917	17080	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=802884
COUNTRY	1000	PH	1797191	PH	Rev. A.B. Langlois	Louisiana	St. Martin and Plaquemines	NA	county_not_matched_no_match	county_not_matched	30.1167,-91.8333	PH00117517	St. Martinsville in 1888-1894; Pointe a la Heche om 1886,	https://lichenportal.org/portal/collections/individual/index.php?occid=1797191
COUNTRY	1000	SBBG	1315115	SBBG	S. C. Tucker	Louisiana	Washington Parish	6211.81	outside_boundary_exact	not_found_in_US	89.733333,-30.983333	SBBG016021L	E of Angie, on barks of Pearl River, Pope property E of LA hwy 438	https://lichenportal.org/portal/collections/individual/index.php?occid=1315115
COUNTRY	1000	SBBG	1315500	SBBG	NA	Louisiana	DeSoto Parish	NA	county_not_matched_no_match	county_not_matched	32.183611,-93.613056	NA	Nr New Friendship Cemetery, N end of Clear Lake, 6.5 mi SE of Frierson	https://lichenportal.org/portal/collections/individual/index.php?occid=1315500
COUNTRY	1000	SBBG	1315944	SBBG	S. C. Tucker	Louisiana	Assumption Parish	3805.33	outside_boundary_exact	not_found_in_US	65.495,-91.033333	NA	Bayou L'Ourse cypress swamap, with adjoining bottomland hardwood forest along oilfield road, east side of 662, 3.5 miles N of jct of state routes 90 and 662, Amelia gas field, sect. 65.	https://lichenportal.org/portal/collections/individual/index.php?occid=1315944
COUNTRY	1000	SBBG	145126	SBBG	S. C. Tucker	Louisiana	Washington Parish	6212.9	outside_boundary_exact	not_found_in_US	89.908333,-30.955556	SBBG014287L	Bottomland hardwood forest along Thomas Creek, Sect 41. 4 mi. NW of Varnado.	https://lichenportal.org/portal/collections/individual/index.php?occid=145126
COUNTRY	1000	SBBG	145568	SBBG	S. C. Tucker	Louisiana	Assumption Parish	3805.33	outside_boundary_exact	not_found_in_US	65.495,-91.033333	NA	oilfield rd. on east side of La Hwy 662, 3.5 mi N of jct of 90 and 662, Amelia gas field, Sec 65.	https://lichenportal.org/portal/collections/individual/index.php?occid=145568
COUNTRY	1000	SBBG	149325	SBBG	S. C. Tucker	Louisiana	Assumption Parish	3805.33	outside_boundary_exact	not_found_in_US	65.495,-91.033333	NA	Bayou L'Ourse cypress swamp; oilfield road, east side of 662, 3.5 miles N of jct of state routes 90 and 662, Amelia gas field, sec 65.	https://lichenportal.org/portal/collections/individual/index.php?occid=149325
COUNTRY	1000	SBBG	151138	SBBG	S. C. Tucker	Louisiana	St Tammany Parish	293.84	outside_boundary_standardized_exact	not_found_in_US	27.5,-90.088889	SBBG013509L	Abita River at Tulane Primate Research center, 1.5 mi.. N of I12 on US 190; turn west on hardtop road, go about 0.75 mi. Near Covington.	https://lichenportal.org/portal/collections/individual/index.php?occid=151138
