error_type	priority	herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
COUNTRY	1000	ASU	101814	ASU	Clifford M. Wetmore	Texas	Brewster	9.99	outside_boundary_exact	not_found_in_US	29,-103	NA	Big Bend National Park, along Lost Mine Trail to Lost Mine Ridge	https://lichenportal.org/portal/collections/individual/index.php?occid=101814
COUNTRY	1000	ASU	104112	ASU	T.A. McGoldrick	Texas	Hudspeth	48.62	outside_boundary_exact	not_found_in_US	30.7466667,-105.9813889	NA	Indio Mts., Indio Ranch, sandstone outcrop	https://lichenportal.org/portal/collections/individual/index.php?occid=104112
COUNTRY	1000	ASU	59427	ASU	Clifford M. Wetmore	Texas	Brewster	9.99	outside_boundary_exact	not_found_in_US	29,-103	NA	Big Bend National Park, around Boulder Meadows S of The Basin	https://lichenportal.org/portal/collections/individual/index.php?occid=59427
COUNTRY	1000	ASU	72967	ASU	Clifford M. Wetmore	Texas	Brewster	9.99	outside_boundary_exact	not_found_in_US	29,-103	ASUL030581	Big Bend National Park, along Lost Mine Trail to Lost Mine Ridge	https://lichenportal.org/portal/collections/individual/index.php?occid=72967
COUNTRY	1000	ASU	76397	ASU	Clifford M. Wetmore	Texas	Brewster	9.99	outside_boundary_exact	not_found_in_US	29,-103	ASUL032492	Big Bend National Park, around Boulder Meadows S of The Basin	https://lichenportal.org/portal/collections/individual/index.php?occid=76397
COUNTRY	1000	ASU	76868	ASU	Clifford M. Wetmore	Texas	Brewster	9.99	outside_boundary_exact	not_found_in_US	29,-103	NA	Big Bend National Park, around Boulder Meadows S of The Basin	https://lichenportal.org/portal/collections/individual/index.php?occid=76868
COUNTRY	1000	ASU	77902	ASU	Clifford M. Wetmore	Texas	Brewster	9.99	outside_boundary_exact	not_found_in_US	29,-103	NA	Big Bend National Park, along Lost Mine Trail from Panther Pass	https://lichenportal.org/portal/collections/individual/index.php?occid=77902
COUNTRY	1000	ASU	82652	ASU	Clifford M. Wetmore	Texas	Brewster	9.99	outside_boundary_exact	not_found_in_US	29,-103	NA	Big Bend National Park, around Boulder Meadows S of The Basin	https://lichenportal.org/portal/collections/individual/index.php?occid=82652
COUNTRY	1000	ASU	85624	ASU	Clifford M. Wetmore	Texas	Brewster	9.99	outside_boundary_exact	not_found_in_US	29,-103	ASUL019302	Big Bend National Park, around Boulder Meadows S of The Basin	https://lichenportal.org/portal/collections/individual/index.php?occid=85624
COUNTRY	1000	ASU	85784	ASU	Clifford M. Wetmore	Texas	Brewster	9.99	outside_boundary_exact	not_found_in_US	29,-103	ASUL019395	Big Bend National Park, around Boulder Meadows S of The Basin	https://lichenportal.org/portal/collections/individual/index.php?occid=85784
