herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link	COUNTRY	1000
OSC	4660733	OSC	Clifford M. Wetmore	Michigan	Keweenaw	11686.31	outside_boundary_exact	not_found_in_US	48.05988,88.57924	93308	Isle Royale National Park. Saginaw Point	https://lichenportal.org/portal/collections/individual/index.php?occid=4660733	COUNTRY	1000
SBBG	5031421	SBBG	S. C. Tucker	Michigan	Keweenaw	11683.12	outside_boundary_exact	not_found_in_US	48.133333,88.5	SBBG008078L	Raspberry Island Isle Royale National Park, Lake Superior	https://lichenportal.org/portal/collections/individual/index.php?occid=5031421	COUNTRY	1000
MSC	231406	MSC	Harris, R.	Michigan	Lake	9557.91	outside_boundary_exact	not_found_in_US	44.146536,44.146536	MSC0037997	Bear Track U.S. Forest campground west of Irons	https://lichenportal.org/portal/collections/individual/index.php?occid=231406	COUNTRY	1000
US	2803805	US	R. C. Harris	Michigan	Ingham	9134.74	outside_boundary_exact	not_found_in_US	4,-1	NA	Michigan State University campus.	https://lichenportal.org/portal/collections/individual/index.php?occid=2803805	COUNTRY	1000
US	3372029	US	R. C. Harris	Michigan	Ingham	9134.74	outside_boundary_exact	not_found_in_US	4,-1	NA	Michigan State University campus. Sanford Woodlot.	https://lichenportal.org/portal/collections/individual/index.php?occid=3372029	COUNTRY	1000
US	2803810	US	R. C. Harris	Michigan	Ingham	9127.36	outside_boundary_exact	not_found_in_US	3,-2	NA	Holt Bog.	https://lichenportal.org/portal/collections/individual/index.php?occid=2803810	COUNTRY	1000
US	2803806	US	R. C. Harris	Michigan	Clinton	9077.55	outside_boundary_exact	not_found_in_US	5,-1	NA	Rose Lake Wildlife Area.	https://lichenportal.org/portal/collections/individual/index.php?occid=2803806	COUNTRY	1000
US	2811745	US	F. Erbisch	Michigan	Eaton	8927.18	outside_boundary_exact	not_found_in_US	4,-4	NA	Fitzgerald Park, Grand Ledge.	https://lichenportal.org/portal/collections/individual/index.php?occid=2811745	COUNTRY	1000
US	2946486	US	F. Erbisch	Michigan	Eaton	8927.18	outside_boundary_exact	not_found_in_US	4,-4	NA	Fitzgerald Park, Grand Ledge.	https://lichenportal.org/portal/collections/individual/index.php?occid=2946486	COUNTRY	1000
US	3373136	US	F. Erbisch	Michigan	Eaton	8927.18	outside_boundary_exact	not_found_in_US	4,-4	NA	Fitzgerald Park, Grand Ledge.	https://lichenportal.org/portal/collections/individual/index.php?occid=3373136	COUNTRY	1000
