error_type	priority	herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
COUNTRY	1000	ASU	90910	ASU	H.A. Imshaug	Michigan	Chippewa	97.55	outside_boundary_exact	not_found_in_US	45.0158333,-83.0094444	NA	Beech-maple forest, south of Beaver pond, Sec. 16, T. 41 N., R. &E	https://lichenportal.org/portal/collections/individual/index.php?occid=90910
COUNTRY	1000	ASU	95865	ASU	H.A. Imshaug	Michigan	Chippewa	4.1	outside_boundary_exact	not_found_in_US	45.7833333,-83.5666667	NA	Drummond Island; S of Beaver Pond; sec. 16, T 41N. R7E	https://lichenportal.org/portal/collections/individual/index.php?occid=95865
COUNTRY	1000	CHRB	5780282	CHRB	Natalie Howe	Michigan	Cheboygan	48.06	outside_boundary_exact	not_found_in_US	45.4275,-85.344167	CHRB-L-0002774	Gaylord State Forest, Waveland Rd, E of junction of Loren Hill Rd, and Waveland Rd., 5 miles N of MI-68, west shore of Black River	https://lichenportal.org/portal/collections/individual/index.php?occid=5780282
COUNTRY	1000	CHRB	5780285	CHRB	Natalie Howe	Michigan	Cheboygan	48.06	outside_boundary_exact	not_found_in_US	45.4275,-85.344167	CHRB-L-0002778	Gaylord State Forest, Waveland Rd, 3.4 mi N of junction w/ MI-68	https://lichenportal.org/portal/collections/individual/index.php?occid=5780285
COUNTRY	1000	CHRB	5780286	CHRB	Natalie Howe	Michigan	Cheboygan	48.06	outside_boundary_exact	not_found_in_US	45.4275,-85.344167	CHRB-L-0002779	Gaylord State Forest, E. of Waveland Rd, 3.4 mi N of junction w/ MI-68	https://lichenportal.org/portal/collections/individual/index.php?occid=5780286
COUNTRY	1000	CHRB	5780288	CHRB	Natalie Howe	Michigan	Cheboygan	48.06	outside_boundary_exact	not_found_in_US	45.4275,-85.344167	CHRB-L-0002781	Gaylord State Forest, E. of Waveland Rd, 3.4 mi N of junction w/ MI-68	https://lichenportal.org/portal/collections/individual/index.php?occid=5780288
COUNTRY	1000	CHRB	5780289	CHRB	Natalie Howe	Michigan	Cheboygan	48.06	outside_boundary_exact	not_found_in_US	45.4275,-85.344167	CHRB-L-0002782	Gaylord State Forest, E. of Waveland Rd, 3.4 mi N of junction w/ MI-68	https://lichenportal.org/portal/collections/individual/index.php?occid=5780289
COUNTRY	1000	CHRB	5780290	CHRB	Natalie Howe	Michigan	Cheboygan	48.06	outside_boundary_exact	not_found_in_US	45.4275,-85.344167	CHRB-L-0002783	Gaylord State Forest, E. of Waveland Rd, 3.4 mi N of junction w/ MI-68	https://lichenportal.org/portal/collections/individual/index.php?occid=5780290
COUNTRY	1000	CHRB	5780291	CHRB	Natalie Howe	Michigan	Cheboygan	48.06	outside_boundary_exact	not_found_in_US	45.4275,-85.344167	CHRB-L-0002784	Gaylord State Forest, E. of Waveland Rd, 3.4 mi N of junction w/ MI-68	https://lichenportal.org/portal/collections/individual/index.php?occid=5780291
COUNTRY	1000	CHRB	5780293	CHRB	Natalie Howe	Michigan	Cheboygan	48.06	outside_boundary_exact	not_found_in_US	45.4275,-85.344167	CHRB-L-0002786	Gaylord State Forest, E. of Waveland Rd, 3.4 mi N of junction w/ MI-68	https://lichenportal.org/portal/collections/individual/index.php?occid=5780293
