error_type	priority	herbarium	id	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
STATE	100	ASU	78709	D.B. Jackson	Michigan	Van Buren	67.75	outside_boundary_exact	Indiana, Porter County	41.631882,-86.933125	NA	Johnston Propert, County Line Road S of I-94	https://lichenportal.org/portal/collections/individual/index.php?occid=78709
STATE	100	CHRB	5780324	Natalie Howe	Michigan	Mackinac	629.04	outside_boundary_exact	Indiana, Randolph County	40.073611,-84.961944	CHRB-L-0002818	Hiawatha National Forest, Carp River, W of FS3458, 1.3 mi N of junction w/ FS-3124	https://lichenportal.org/portal/collections/individual/index.php?occid=5780324
STATE	100	CHRB	5780325	Natalie Howe	Michigan	Mackinac	625.31	outside_boundary_exact	Indiana, Randolph County	40.106944,-84.961944	CHRB-L-0002819	Hiawatha National Forest, Carp River, W of FS3458, 1.3 mi N of junction w/ FS-3124	https://lichenportal.org/portal/collections/individual/index.php?occid=5780325
STATE	100	CHRB	5780337	Natalie Howe	Michigan	Mackinac	625.31	outside_boundary_exact	Indiana, Randolph County	40.106944,-84.961944	CHRB-L-0002832	Hiawatha National Forest, Carp River, W of FS3458, 1.3 mi N of junction w/ FS-3124	https://lichenportal.org/portal/collections/individual/index.php?occid=5780337
STATE	100	CHRB	5780338	Natalie Howe	Michigan	Mackinac	625.31	outside_boundary_exact	Indiana, Randolph County	40.106944,-84.961944	CHRB-L-0002833	Hiawatha National Forest, Carp River, W of FS3458, 1.3 mi N of junction w/ FS-3124	https://lichenportal.org/portal/collections/individual/index.php?occid=5780338
STATE	100	COLO	1629017	Clifford M. Wetmore	Michigan	Lake	563.1	outside_boundary_exact	Minnesota, Lake County	47.810669,-91.097001	COLO-L-0013585	Two miles S. of Kawishiwi Lake, 25 miles NW of Tofte	https://lichenportal.org/portal/collections/individual/index.php?occid=1629017
STATE	100	COLO	1684812	Clifford M. Wetmore	Michigan	Houghton	437.62	outside_boundary_exact	Minnesota, Stearns County	45.6166667,-94.5166667	COLO-L-0026685	Upper entrance to Keweenaw Waterway, on west side of channel	https://lichenportal.org/portal/collections/individual/index.php?occid=1684812
STATE	100	CUP	4889296	Jolanta Miadlikowska	Michigan	Marquette	1112.14	outside_boundary_exact	Missouri, Ozark County	36.7833333,-92.7166667	CUP-L-0010917	Michigan Upper Peninsula. Huron Mountains, Huron Mountain Club area, Mountain Lake trail at base of Tokiahok Head, between Lake Ann and Lumberman Bay on Mountain Lake. Cliff Cluster 1.	https://lichenportal.org/portal/collections/individual/index.php?occid=4889296
STATE	100	CUP	4889299	Jolanta Miadlikowska	Michigan	Marquette	1112.14	outside_boundary_exact	Missouri, Ozark County	36.7833333,-92.7166667	CUP-L-0010918	Michigan Upper Peninsula. Huron Mountains, Huron Mountain Club area, Mountain Lake trail at base of Tokiahok Head, between Lake Ann and Lumberman Bay on Mountain Lake. Cliff Cluster 3.	https://lichenportal.org/portal/collections/individual/index.php?occid=4889299
STATE	100	KANU	3133814	Edward M Smith	Michigan	Muskegon	995.24	outside_boundary_exact	Alabama, Marshall County	34.23,-86.34	346407	City of Muskegon	https://lichenportal.org/portal/collections/individual/index.php?occid=3133814
STATE	100	MIN	321330	Tucker, S.	Michigan	Jackson	1355.18	outside_boundary_exact	Mississippi, Jackson County	30.393819,-88.797294	666495	Ocean Springs	https://lichenportal.org/portal/collections/individual/index.php?occid=321330
STATE	100	MIN	3512359	James Malchowski	Michigan	Marquette	757.17	outside_boundary_exact	North Dakota, Barnes County	46.873611,-97.992222	957986	Huron Mountain, north end of Mountain Lake	https://lichenportal.org/portal/collections/individual/index.php?occid=3512359
STATE	100	MSC	203074	Smith, Edward M	Michigan	Gogebic	10.83	outside_boundary_exact	Wisconsin, Vilas County	46,-89	MSC0140685	Porcupine Mountains Wilderness State Park, ca. 14 mi north of Wakefield, Wakefield Twp.	https://lichenportal.org/portal/collections/individual/index.php?occid=203074
STATE	100	MSC	277179	Smith, Edward M	Michigan	Gogebic	10.83	outside_boundary_exact	Wisconsin, Vilas County	46,-89	MSC0081540	Porcupine Mountains Wilderness State Park, ca. 14 mi north of Wakefield, Wakefield Twp.	https://lichenportal.org/portal/collections/individual/index.php?occid=277179
STATE	100	WIS	1122411	D.B. Jackson	Michigan	Van Buren	67.75	outside_boundary_exact	Indiana, Porter County	41.631882,-86.933125	WIS-L-0049489	Johnston Property, County Line Road S of I-94	https://lichenportal.org/portal/collections/individual/index.php?occid=1122411
