herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link	COUNTRY	1000
ILLS	2708787	ILLS	J.L. Crane	Indiana	Crawford	13692.39	outside_boundary_exact	not_found_in_US	38.27705,86.535	ILLS00095544	Hoosier National Forest, Hemlock Cliffs.	https://lichenportal.org/portal/collections/individual/index.php?occid=2708787	COUNTRY	1000
ILLS	2707037	ILLS	J.L. Crane	Indiana	Orange	7464.03	outside_boundary_exact	not_found_in_US	38.656482,-176.600168	ILLS00095180	Hoosier National Forest, Shirly Creek Trail.	https://lichenportal.org/portal/collections/individual/index.php?occid=2707037	COUNTRY	1000
ISC	5639945	ISC	M. O'Grady	Indiana	Owen	4924.93	outside_boundary_exact	not_found_in_US	86.733333,-39.316667	ISC0874782	Romona Quarry	https://lichenportal.org/portal/collections/individual/index.php?occid=5639945	COUNTRY	1000
ISC	5639946	ISC	M. O'Grady	Indiana	Owen	4924.93	outside_boundary_exact	not_found_in_US	86.733333,-39.316667	ISC0874723	Romona Quarry	https://lichenportal.org/portal/collections/individual/index.php?occid=5639946	COUNTRY	1000
ISC	5639947	ISC	M. O'Grady	Indiana	Owen	4924.93	outside_boundary_exact	not_found_in_US	86.733333,-39.316667	ISC0874758	Romona Quarry	https://lichenportal.org/portal/collections/individual/index.php?occid=5639947	COUNTRY	1000
ISC	5639948	ISC	M. O'Grady	Indiana	Owen	4924.93	outside_boundary_exact	not_found_in_US	86.733333,-39.316667	ISC0874777	Romona Quarry	https://lichenportal.org/portal/collections/individual/index.php?occid=5639948	COUNTRY	1000
ISC	5639949	ISC	M. O'Grady	Indiana	Owen	4924.93	outside_boundary_exact	not_found_in_US	86.733333,-39.316667	ISC0874734	Romona Quarry	https://lichenportal.org/portal/collections/individual/index.php?occid=5639949	COUNTRY	1000
ISC	5639950	ISC	M. O'Grady	Indiana	Parke	4876.93	outside_boundary_exact	not_found_in_US	87.233333,-39.866667	ISC0874775	Roaring Creek	https://lichenportal.org/portal/collections/individual/index.php?occid=5639950	COUNTRY	1000
ISC	5639951	ISC	M. O'Grady	Indiana	Parke	4876.93	outside_boundary_exact	not_found_in_US	87.233333,-39.866667	ISC0874770	Roaring Creek	https://lichenportal.org/portal/collections/individual/index.php?occid=5639951	COUNTRY	1000
ISC	5639952	ISC	M. O'Grady	Indiana	Parke	4876.93	outside_boundary_exact	not_found_in_US	87.233333,-39.866667	ISC0874768	Roaring Creek	https://lichenportal.org/portal/collections/individual/index.php?occid=5639952	COUNTRY	1000
PH	1831997	PH	S. & W. Rapp	Indiana	Champaign	NA	county_not_matched_no_match	county_not_matched	40.192671,-88.410614	PH00146484	Mahomet	https://lichenportal.org/portal/collections/individual/index.php?occid=1831997	COUNTRY	1000
ILL	1509086	ILL	Bruce Fink	Indiana	Montgomery	189.85	outside_boundary_exact	Indiana, Switzerland County	38.896393,-84.870133	ILL00038862	near north side of Nutt barn	https://lichenportal.org/portal/collections/individual/index.php?occid=1509086	COUNTY	10
ILLS	2713949	ILLS	Richard Fried	Indiana	Brown County	171.57	outside_boundary_exact	Indiana, Miami County	40.875515,-86.093585	ILLS00096128	Mt. Zion Cemetery.	https://lichenportal.org/portal/collections/individual/index.php?occid=2713949	COUNTY	10
ILLS	2714145	ILLS	Richard Fried	Indiana	Brown County	171.57	outside_boundary_exact	Indiana, Miami County	40.875515,-86.093585	ILLS00095740	Mt. Zion Cemetery.	https://lichenportal.org/portal/collections/individual/index.php?occid=2714145	COUNTY	10
ILLS	2714154	ILLS	Richard Fried	Indiana	Brown County	171.57	outside_boundary_exact	Indiana, Miami County	40.875515,-86.093585	ILLS00095772	Mt. Zion Cemetery.	https://lichenportal.org/portal/collections/individual/index.php?occid=2714154	COUNTY	10
ILLS	2704556	ILLS	J.D. Schoknecht	Indiana	Fountain	120.35	outside_boundary_exact	Indiana, Daviess County	38.885603,-86.935006	ILLS00098639	Rocky Branch Nature Preserve.	https://lichenportal.org/portal/collections/individual/index.php?occid=2704556	COUNTY	10
MOR	1415729	MOR	Gerould Wilhelm	Indiana	La Grange	81.53	outside_boundary_similarity_0.667	Indiana, Wells County	40.800153,-85.121986	L-0000391-MOR	Northwest of Monroe, just east of 525E Road, along the south side of 400N Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1415729	COUNTY	10
MOR	5364067	MOR	Gerould Wilhelm	Indiana	La Grange	81.53	outside_boundary_similarity_0.667	Indiana, Wells County	40.800153,-85.121986	L-0018496-MOR	Northwest of Monroe, just east of 525E Road, along the south side of 400N Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=5364067	COUNTY	10
MIN	302548	MIN	Fink, B.	Indiana	Tippecanoe	40.53	outside_boundary_exact	Indiana, Boone County	39.9314,-86.3969	437769	Near Lafayette	https://lichenportal.org/portal/collections/individual/index.php?occid=302548	COUNTY	10
ALA	1453453	ALA	unknown, Larry P. Gough	Indiana	Clark County	19.94	outside_boundary_exact	Indiana, Washington County	38.533333,-86.216667	UAMb:Herb:2251	Clark County State Forest, 6 miles west of Henryville.	https://lichenportal.org/portal/collections/individual/index.php?occid=1453453	COUNTY	10
ALA	1664237	ALA	unknown, Larry P. Gough	Indiana	Clark County	19.94	outside_boundary_exact	Indiana, Washington County	38.533333,-86.216667	UAMb:Herb:18800	Clark County State Forest, 6 miles west of Henryville.	https://lichenportal.org/portal/collections/individual/index.php?occid=1664237	COUNTY	10
ALA	5341997	ALA	unknown	Indiana	Clark County	19.94	outside_boundary_exact	Indiana, Washington County	38.533333,-86.216667	UAMb:Herb:7950	Clark County State Forest, 6 miles west of Henryville.	https://lichenportal.org/portal/collections/individual/index.php?occid=5341997	COUNTY	10
ALA	5342051	ALA	unknown	Indiana	Clark County	19.94	outside_boundary_exact	Indiana, Washington County	38.533333,-86.216667	UAMb:Herb:8621	Clark County State Forest, 6 miles west of Henryville.	https://lichenportal.org/portal/collections/individual/index.php?occid=5342051	COUNTY	10
ALA	5342144	ALA	unknown	Indiana	Clark County	19.94	outside_boundary_exact	Indiana, Washington County	38.533333,-86.216667	UAMb:Herb:8781	Clark County State Forest, 6 miles west of Henryville.	https://lichenportal.org/portal/collections/individual/index.php?occid=5342144	COUNTY	10
ALA	5342246	ALA	unknown	Indiana	Clark County	19.94	outside_boundary_exact	Indiana, Washington County	38.533333,-86.216667	UAMb:Herb:7898	Clark County State Forest, 6 miles west of Henryville.	https://lichenportal.org/portal/collections/individual/index.php?occid=5342246	COUNTY	10
ALA	5342262	ALA	unknown	Indiana	Clark County	19.94	outside_boundary_exact	Indiana, Washington County	38.533333,-86.216667	UAMb:Herb:8654	Clark County State Forest, 6 miles west of Henryville.	https://lichenportal.org/portal/collections/individual/index.php?occid=5342262	COUNTY	10
ALA	5342263	ALA	unknown	Indiana	Clark County	19.94	outside_boundary_exact	Indiana, Washington County	38.533333,-86.216667	UAMb:Herb:8653	Clark County State Forest, 6 miles west of Henryville.	https://lichenportal.org/portal/collections/individual/index.php?occid=5342263	COUNTY	10
ALA	5342337	ALA	unknown	Indiana	Clark County	19.94	outside_boundary_exact	Indiana, Washington County	38.533333,-86.216667	UAMb:Herb:8655	Clark County State Forest, 6 miles west of Henryville.	https://lichenportal.org/portal/collections/individual/index.php?occid=5342337	COUNTY	10
ALA	5342469	ALA	unknown	Indiana	Clark County	19.94	outside_boundary_exact	Indiana, Washington County	38.533333,-86.216667	UAMb:Herb:7951	Clark County State Forest, 6 miles west of Henryville.	https://lichenportal.org/portal/collections/individual/index.php?occid=5342469	COUNTY	10
ILLS	2714604	ILLS	Charles Mertz	Indiana	Montgomery County	9.86	outside_boundary_exact	Indiana, Parke County	39.884899,-87.207668	ILLS00098568	Turkey Run State Park.	https://lichenportal.org/portal/collections/individual/index.php?occid=2714604	COUNTY	10
ILLS	2714605	ILLS	Charles Mertz	Indiana	Montgomery County	9.86	outside_boundary_exact	Indiana, Parke County	39.884899,-87.207668	ILLS00098569	Turkey Run State Park.	https://lichenportal.org/portal/collections/individual/index.php?occid=2714605	COUNTY	10
ILLS	2714650	ILLS	Charles Mertz	Indiana	Montgomery County	9.86	outside_boundary_exact	Indiana, Parke County	39.884899,-87.207668	ILLS00098570	Turkey Run State Park. Camels Back, in damp ravine.	https://lichenportal.org/portal/collections/individual/index.php?occid=2714650	COUNTY	10
ILLS	2714660	ILLS	Charles Mertz	Indiana	Montgomery County	9.86	outside_boundary_exact	Indiana, Parke County	39.884899,-87.207668	ILLS00098257	Turkey Run State Park.	https://lichenportal.org/portal/collections/individual/index.php?occid=2714660	COUNTY	10
ILLS	2714663	ILLS	Charles Mertz	Indiana	Montgomery County	9.86	outside_boundary_exact	Indiana, Parke County	39.884899,-87.207668	ILLS00098326	Turkey Run State Park.	https://lichenportal.org/portal/collections/individual/index.php?occid=2714663	COUNTY	10
IND	1790325	IND	Charles C. Deam	Indiana	Harrison	4.34	outside_boundary_exact	Indiana, Crawford County	38.236033,-86.344144	IND-L-0000583	about 2 1/2 miles north of Leavenworth, or the first woods east of the Elisha Esary	https://lichenportal.org/portal/collections/individual/index.php?occid=1790325	COUNTY	10
MOR	1433590	MOR	Gerould Wilhelm	Indiana	Lake	2.39	outside_boundary_exact	Indiana, Porter County	41.612518,-87.193578	L-0005010-MOR	East of Miller, north of Rt.20, south of Rt.12, in the south Tolleston unit of the Indiana Dunes National Lakeshore.	https://lichenportal.org/portal/collections/individual/index.php?occid=1433590	COUNTY	10
MOR	1433912	MOR	Gerould Wilhelm	Indiana	Lake	2.39	outside_boundary_exact	Indiana, Porter County	41.612518,-87.193578	L-0005342-MOR	East of Miller, north of Rt.20, south of Rt.12, in the south Tolleston unit of the Indiana Dunes National Lakeshore.	https://lichenportal.org/portal/collections/individual/index.php?occid=1433912	COUNTY	10
COLO	1691433	COLO	Sam Shushan	Indiana	Crawford	1.41	outside_boundary_exact	Indiana, Harrison County	38.17,-86.3	COLO-L-0032694	Hoosier National Forest, 4 miles west of Grantsburg (3 miles southeast of Taswell)	https://lichenportal.org/portal/collections/individual/index.php?occid=1691433	COUNTY	10
MOR	2236755	MOR	Clifford M. Wetmore	Indiana	Lake	0.55	outside_boundary_exact	Indiana, Porter County	41.614636,-87.215914	L-0012843-MOR	Indiana Dunes National Lakeshore. East Tolleston Dunes near eastern edge of county.	https://lichenportal.org/portal/collections/individual/index.php?occid=2236755	COUNTY	10
ILLS	2712222	ILLS	Randy Vogel	Indiana	Montgomery County	0.05	outside_boundary_exact	Indiana, Parke County	39.94171,-87.091677	ILLS00010026	Shades State Park, moss covered rock.	https://lichenportal.org/portal/collections/individual/index.php?occid=2712222	COUNTY	10
ILLS	2712472	ILLS	A.S. Methven	Indiana	Montgomery County	0.05	outside_boundary_exact	Indiana, Parke County	39.94171,-87.091677	ILLS00089418	Shades Stae Park. Tsuga and mixed hardwood forest.	https://lichenportal.org/portal/collections/individual/index.php?occid=2712472	COUNTY	10
ILLS	2712484	ILLS	A.S. Methven	Indiana	Montgomery County	0.05	outside_boundary_exact	Indiana, Parke County	39.94171,-87.091677	ILLS00089419	Shades State Park. In Tsuga and mixed hardwood forest.	https://lichenportal.org/portal/collections/individual/index.php?occid=2712484	COUNTY	10
ILLS	2712615	ILLS	A.S. Methven	Indiana	Montgomery County	0.05	outside_boundary_exact	Indiana, Parke County	39.94171,-87.091677	ILLS00089836	Trail through preserve, Pine Hills Nature Preserve. Growing in mixed hadwoods with hemlock and Pinus.	https://lichenportal.org/portal/collections/individual/index.php?occid=2712615	COUNTY	10
ILLS	2712934	ILLS	A.S. Methven	Indiana	Montgomery County	0.05	outside_boundary_exact	Indiana, Parke County	39.94171,-87.091677	ILLS00091388	Shades State Park.	https://lichenportal.org/portal/collections/individual/index.php?occid=2712934	COUNTY	10
ILLS	2713188	ILLS	James Knop	Indiana	Montgomery County	0.05	outside_boundary_exact	Indiana, Parke County	39.94171,-87.091677	ILLS00092708	Turkey Backbone, Pine Hills Nature Preserve. In mixed deciduous forest with white pine, hemlock, and red cedar.	https://lichenportal.org/portal/collections/individual/index.php?occid=2713188	COUNTY	10
ILLS	2713994	ILLS	James Knop	Indiana	Montgomery County	0.05	outside_boundary_exact	Indiana, Parke County	39.94171,-87.091677	ILLS00096348	Turkey Backbone, Pine Hills Nature Preserve. Growing in mixed deciduous forest with white pine, hemlock, and red cedar.	https://lichenportal.org/portal/collections/individual/index.php?occid=2713994	COUNTY	10
ILLS	2714087	ILLS	A.S. Methven	Indiana	Montgomery County	0.05	outside_boundary_exact	Indiana, Parke County	39.94171,-87.091677	ILLS00096638	Shades State Park. Growing with Tsuga and mixed hardwood forest.	https://lichenportal.org/portal/collections/individual/index.php?occid=2714087	COUNTY	10
ILLS	2714108	ILLS	Randy Vogel	Indiana	Montgomery County	0.05	outside_boundary_exact	Indiana, Parke County	39.94171,-87.091677	ILLS00095666	Shades State Park.	https://lichenportal.org/portal/collections/individual/index.php?occid=2714108	COUNTY	10
ILLS	2714165	ILLS	David Ayer	Indiana	Montgomery County	0.05	outside_boundary_exact	Indiana, Parke County	39.94171,-87.091677	ILLS00095818	Turkey Backbone, Pine Hills Nature Preserve.	https://lichenportal.org/portal/collections/individual/index.php?occid=2714165	COUNTY	10
MIN	361597	MIN	Wetmore, C.	Indiana	LaPorte	0.01	outside_boundary_exact	Indiana, Porter County	41.70777778,-86.93277778	777020	Mt. Baldy; Indiana Dunes National Lakeshore	https://lichenportal.org/portal/collections/individual/index.php?occid=361597	COUNTY	10
MIN	361598	MIN	Wetmore, C.	Indiana	LaPorte	0.01	outside_boundary_exact	Indiana, Porter County	41.70777778,-86.93277778	777021	Mt. Baldy; Indiana Dunes National Lakeshore	https://lichenportal.org/portal/collections/individual/index.php?occid=361598	COUNTY	10
MIN	361599	MIN	Wetmore, C.	Indiana	LaPorte	0.01	outside_boundary_exact	Indiana, Porter County	41.70777778,-86.93277778	777022	Mt. Baldy; Indiana Dunes National Lakeshore	https://lichenportal.org/portal/collections/individual/index.php?occid=361599	COUNTY	10
MIN	361600	MIN	Wetmore, C.	Indiana	LaPorte	0.01	outside_boundary_exact	Indiana, Porter County	41.70777778,-86.93277778	777023	Mt. Baldy; Indiana Dunes National Lakeshore	https://lichenportal.org/portal/collections/individual/index.php?occid=361600	COUNTY	10
MIN	361601	MIN	Wetmore, C.	Indiana	LaPorte	0.01	outside_boundary_exact	Indiana, Porter County	41.70777778,-86.93277778	777024	Mt. Baldy; Indiana Dunes National Lakeshore	https://lichenportal.org/portal/collections/individual/index.php?occid=361601	COUNTY	10
MIN	361602	MIN	Wetmore, Clifford M.	Indiana	LaPorte	0.01	outside_boundary_exact	Indiana, Porter County	41.70777778,-86.93277778	777025	Indiana Dunes National Lakeshore. Around Mt. Baldy, just W of Michigan City.	https://lichenportal.org/portal/collections/individual/index.php?occid=361602	COUNTY	10
MIN	361603	MIN	Wetmore, C.	Indiana	LaPorte	0.01	outside_boundary_exact	Indiana, Porter County	41.70777778,-86.93277778	777026	Mt. Baldy; Indiana Dunes National Lakeshore	https://lichenportal.org/portal/collections/individual/index.php?occid=361603	COUNTY	10
MIN	361604	MIN	Wetmore, C.	Indiana	LaPorte	0.01	outside_boundary_exact	Indiana, Porter County	41.70777778,-86.93277778	777027	Mt. Baldy; Indiana Dunes National Lakeshore	https://lichenportal.org/portal/collections/individual/index.php?occid=361604	COUNTY	10
MIN	361605	MIN	Wetmore, C.	Indiana	LaPorte	0.01	outside_boundary_exact	Indiana, Porter County	41.70777778,-86.93277778	777028	Mt. Baldy; Indiana Dunes National Lakeshore	https://lichenportal.org/portal/collections/individual/index.php?occid=361605	COUNTY	10
MIN	361606	MIN	Wetmore, C.	Indiana	LaPorte	0.01	outside_boundary_exact	Indiana, Porter County	41.70777778,-86.93277778	777029	Mt. Baldy; Indiana Dunes National Lakeshore	https://lichenportal.org/portal/collections/individual/index.php?occid=361606	COUNTY	10
MIN	361607	MIN	Wetmore, C.	Indiana	LaPorte	0.01	outside_boundary_exact	Indiana, Porter County	41.70777778,-86.93277778	777030	Mt. Baldy; Indiana Dunes National Lakeshore	https://lichenportal.org/portal/collections/individual/index.php?occid=361607	COUNTY	10
MIN	361608	MIN	Wetmore, C.	Indiana	LaPorte	0.01	outside_boundary_exact	Indiana, Porter County	41.70777778,-86.93277778	777031	Mt. Baldy; Indiana Dunes National Lakeshore	https://lichenportal.org/portal/collections/individual/index.php?occid=361608	COUNTY	10
