error_type	priority	herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
COUNTRY	1000	ASU	49308	ASU	T.H. Nash III	Florida	Pinellas	1.24	outside_boundary_exact	not_found_in_US	28.1833333,-82.85	NA	Anclote Keys	https://lichenportal.org/portal/collections/individual/index.php?occid=49308
COUNTRY	1000	ASU	49318	ASU	T.H. Nash III	Florida	Pinellas	1.78	outside_boundary_exact	not_found_in_US	28.187789,-82.84566	NA	Anclote Keys	https://lichenportal.org/portal/collections/individual/index.php?occid=49318
COUNTRY	1000	ASU	59720	ASU	T.H. Nash III	Florida	Charlton	NA	county_not_matched_no_match	county_not_matched	30.6666667,-82.3333333	NA	Okefenokee Swamp	https://lichenportal.org/portal/collections/individual/index.php?occid=59720
COUNTRY	1000	CMN	3326372	CMN	Sharnoff, Sylvia D. | Sharnoff, Stephen	Florida	Liberty Co. (FL)	68.79	outside_boundary_reverse_partial	not_found_in_US	30.05,-85.8667	CANL 115942	Apalachicola National Forest, small Taxodium swamp, FL 379, 2.7 miles nw of Sumatra	https://lichenportal.org/portal/collections/individual/index.php?occid=3326372
COUNTRY	1000	CMN	3327364	CMN	Shchepanek, Michael J.	Florida	Palm Beach Co.	1.4	outside_boundary_exact	not_found_in_US	26.9833,-80.0833	CANL 123725	Coastal Pine Forest. One mile north of Juno Beach.	https://lichenportal.org/portal/collections/individual/index.php?occid=3327364
COUNTRY	1000	CMN	3330235	CMN	Sharnoff, Stephen | Sharnoff, Sylvia D.	Florida	Liberty Co. (FL)	68.79	outside_boundary_reverse_partial	not_found_in_US	30.05,-85.8667	CANL 118685	Apalachicola National Forest, small Taxodium swamp. FL 379, 2.7 miles NW of Sumatra.	https://lichenportal.org/portal/collections/individual/index.php?occid=3330235
COUNTRY	1000	CMN	452096	CMN	Brodo, Irwin M.	Florida	Marion Co. (FL)	1033.37	outside_boundary_reverse_partial	not_found_in_US	19.4861,-81.6167	CANL 116075	Ocala National Forest. Along Florida Hwy 40 ca. 2 miles E of Florida Hwy 19.	https://lichenportal.org/portal/collections/individual/index.php?occid=452096
COUNTRY	1000	CMN	452814	CMN	Sharnoff, Sylvia D. | Sharnoff, Stephen	Florida	Liberty Co. (FL)	68.79	outside_boundary_reverse_partial	not_found_in_US	30.05,-85.8667	CANL 116809	Apalachicola National Forest, small Taxodium swamp, FL 379, 2.7 miles nw of Sumatra	https://lichenportal.org/portal/collections/individual/index.php?occid=452814
COUNTRY	1000	CMN	454527	CMN	Sharnoff, Stephen | Sharnoff, Sylvia D.	Florida	Leon Co. (FL)	1911.33	outside_boundary_reverse_partial	not_found_in_US	47.8,-84.9	CANL 118795	Katherine Cove. Hwy 17, coastal trail to N.	https://lichenportal.org/portal/collections/individual/index.php?occid=454527
COUNTRY	1000	CMN	460528	CMN	Brodo, Irwin M.	Florida	Gillespie Co. (FL)	NA	county_not_matched_no_match	county_not_matched	45.1833,-75.95	CANL 36059	4.7 miles west of Richmond.	https://lichenportal.org/portal/collections/individual/index.php?occid=460528
COUNTRY	1000	FLAS	1322509	FLAS	[W.W. Calkins]	Florida	[n/a]	NA	county_not_matched_multi_county_insufficient	county_not_matched	28.033987,-81.496094	FLAS L9151	[n/a]	https://lichenportal.org/portal/collections/individual/index.php?occid=1322509
COUNTRY	1000	FLAS	1323872	FLAS	Richard C. Harris	Florida	Taylor	9.76	outside_boundary_exact	not_found_in_US	29.75,-83.933333	FLAS L3007	Aucilla Wildlife Management Area, Aucilla Sinks, S of Goose Pasture Road along Florida Trail, ca. 4 mi N of US 98	https://lichenportal.org/portal/collections/individual/index.php?occid=1323872
COUNTRY	1000	FLAS	1323934	FLAS	Richard C. Harris	Florida	Taylor	9.76	outside_boundary_exact	not_found_in_US	29.75,-83.933333	FLAS L3042	Aucilla Wildlife Management Area, Aucilla Sinks, S of Goose Pasture Road along Florida Trail, ca. 4 mi N of US 98	https://lichenportal.org/portal/collections/individual/index.php?occid=1323934
