herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link	COUNTRY	1000
OSC	4938626	OSC	M. E. Dorris	Florida	Jackson	15212.23	outside_boundary_exact	not_found_in_US	30.75,85.2	124328	"Spring Creek" from "Blue Springs"	https://lichenportal.org/portal/collections/individual/index.php?occid=4938626	COUNTRY	1000
FLAS	4908711	FLAS	J. Richard Abbott	Florida	Levy County	14110.49	outside_boundary_exact	not_found_in_US	29.1866667,82.8883333	L6041	loop road trail, from Kelly Creek to Jack's Creek;	https://lichenportal.org/portal/collections/individual/index.php?occid=4908711	COUNTRY	1000
FLAS	4908717	FLAS	J. Richard Abbott	Florida	Levy County	14110.49	outside_boundary_exact	not_found_in_US	29.1866667,82.8883333	L6030	near Jack's Creek;	https://lichenportal.org/portal/collections/individual/index.php?occid=4908717	COUNTRY	1000
FLAS	4908756	FLAS	J. Richard Abbott	Florida	Levy County	14110.49	outside_boundary_exact	not_found_in_US	29.1866667,82.8883333	L6037	loop road trail, from Kelly Creek to Jack's Creek;	https://lichenportal.org/portal/collections/individual/index.php?occid=4908756	COUNTRY	1000
FLAS	4908767	FLAS	J. Richard Abbott	Florida	Levy County	14110.49	outside_boundary_exact	not_found_in_US	29.1866667,82.8883333	L6039	loop road trail, from Kelly Creek to Jack's Creek;	https://lichenportal.org/portal/collections/individual/index.php?occid=4908767	COUNTRY	1000
FLAS	4908768	FLAS	J. Richard Abbott	Florida	Levy County	14110.49	outside_boundary_exact	not_found_in_US	29.1866667,82.8883333	L6033	loop road trail, from Kelly Creek to Jack's Creek;	https://lichenportal.org/portal/collections/individual/index.php?occid=4908768	COUNTRY	1000
FLAS	4908778	FLAS	J. Richard Abbott	Florida	Levy County	14110.49	outside_boundary_exact	not_found_in_US	29.1866667,82.8883333	L6035	loop road trail, from Kelly Creek to Jack's Creek;	https://lichenportal.org/portal/collections/individual/index.php?occid=4908778	COUNTRY	1000
FLAS	4908802	FLAS	J. Richard Abbott	Florida	Levy County	14110.49	outside_boundary_exact	not_found_in_US	29.1866667,82.8883333	L6031	loop road trail, from Kelly Creek to Jack's Creek;	https://lichenportal.org/portal/collections/individual/index.php?occid=4908802	COUNTRY	1000
FLAS	4908862	FLAS	J. Richard Abbott	Florida	Levy County	14110.49	outside_boundary_exact	not_found_in_US	29.1866667,82.8883333	L6032	loop road trail, from Kelly Creek to Jack's Creek;	https://lichenportal.org/portal/collections/individual/index.php?occid=4908862	COUNTRY	1000
FLAS	4908864	FLAS	J. Richard Abbott	Florida	Levy County	14110.49	outside_boundary_exact	not_found_in_US	29.1866667,82.8883333	L6034	loop road trail, from Kelly Creek to Jack's Creek;	https://lichenportal.org/portal/collections/individual/index.php?occid=4908864	COUNTRY	1000
FLAS	4908865	FLAS	J. Richard Abbott	Florida	Levy County	14110.49	outside_boundary_exact	not_found_in_US	29.1866667,82.8883333	L6036	loop road trail, from Kelly Creek to Jack's Creek;	https://lichenportal.org/portal/collections/individual/index.php?occid=4908865	COUNTRY	1000
FLAS	4908814	FLAS	J. Richard Abbott	Florida	Levy County	14109.81	outside_boundary_exact	not_found_in_US	29.07,82.72	L6049	ex-Northcut property, north of junction with C-40 on C-40A;	https://lichenportal.org/portal/collections/individual/index.php?occid=4908814	COUNTRY	1000
FLAS	4908836	FLAS	J. Richard Abbott	Florida	Levy County	14109.81	outside_boundary_exact	not_found_in_US	29.07,82.72	L6048	ex-Northcut property, north of junction with C-40 on C-40A;	https://lichenportal.org/portal/collections/individual/index.php?occid=4908836	COUNTRY	1000
FLAS	4908856	FLAS	J. Richard Abbott	Florida	Levy County	14109.81	outside_boundary_exact	not_found_in_US	29.07,82.72	L6050	ex-Northcut property, north of junction with C-40 on C-40A;	https://lichenportal.org/portal/collections/individual/index.php?occid=4908856	COUNTRY	1000
FLAS	4908709	FLAS	J. Richard Abbott	Florida	Levy County	14109.6	outside_boundary_exact	not_found_in_US	29.1083333,82.7683333	L6020	north of Turtle Creek;	https://lichenportal.org/portal/collections/individual/index.php?occid=4908709	COUNTRY	1000
FLAS	4908710	FLAS	J. Richard Abbott	Florida	Levy County	14109.6	outside_boundary_exact	not_found_in_US	29.1083333,82.7683333	L6042	north of Turtle Creek;	https://lichenportal.org/portal/collections/individual/index.php?occid=4908710	COUNTRY	1000
FLAS	4908718	FLAS	J. Richard Abbott	Florida	Levy County	14109.6	outside_boundary_exact	not_found_in_US	29.1083333,82.7683333	L6023	north of Turtle Creek;	https://lichenportal.org/portal/collections/individual/index.php?occid=4908718	COUNTRY	1000
FLAS	4908734	FLAS	J. Richard Abbott	Florida	Levy County	14109.6	outside_boundary_exact	not_found_in_US	29.1083333,82.7683333	L6019	north of Turtle Creek;	https://lichenportal.org/portal/collections/individual/index.php?occid=4908734	COUNTRY	1000
FLAS	4908741	FLAS	J. Richard Abbott	Florida	Levy County	14109.6	outside_boundary_exact	not_found_in_US	29.1083333,82.7683333	L6028	north of Turtle Creek;	https://lichenportal.org/portal/collections/individual/index.php?occid=4908741	COUNTRY	1000
FLAS	4908762	FLAS	J. Richard Abbott	Florida	Levy County	14109.6	outside_boundary_exact	not_found_in_US	29.1083333,82.7683333	L6021	north of Turtle Creek;	https://lichenportal.org/portal/collections/individual/index.php?occid=4908762	COUNTRY	1000
FLAS	4908763	FLAS	J. Richard Abbott	Florida	Levy County	14109.6	outside_boundary_exact	not_found_in_US	29.1083333,82.7683333	L6027	north of Turtle Creek;	https://lichenportal.org/portal/collections/individual/index.php?occid=4908763	COUNTRY	1000
FLAS	4908788	FLAS	J. Richard Abbott	Florida	Levy County	14109.6	outside_boundary_exact	not_found_in_US	29.1083333,82.7683333	L6026	north of Turtle Creek;	https://lichenportal.org/portal/collections/individual/index.php?occid=4908788	COUNTRY	1000
FLAS	4908805	FLAS	J. Richard Abbott	Florida	Levy County	14109.6	outside_boundary_exact	not_found_in_US	29.1083333,82.7683333	L6018	north of Turtle Creek;	https://lichenportal.org/portal/collections/individual/index.php?occid=4908805	COUNTRY	1000
FLAS	4908826	FLAS	J. Richard Abbott	Florida	Levy County	14109.6	outside_boundary_exact	not_found_in_US	29.1083333,82.7683333	L6025	north of Turtle Creek;	https://lichenportal.org/portal/collections/individual/index.php?occid=4908826	COUNTRY	1000
FLAS	4908849	FLAS	J. Richard Abbott	Florida	Levy County	14109.6	outside_boundary_exact	not_found_in_US	29.1083333,82.7683333	L6029	north of Turtle Creek;	https://lichenportal.org/portal/collections/individual/index.php?occid=4908849	COUNTRY	1000
