error_type	priority	herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
COUNTY	10	CHRB	1386949	CHRB	Erica M. Frank	New Jersey	Burlington	5.2	outside_boundary_exact	New Jersey, Atlantic County	39.5,-74.466667	CHRB-L-0000679	Bass River	https://lichenportal.org/portal/collections/individual/index.php?occid=1386949
COUNTY	10	CHRB	1387016	CHRB	Erica M. Frank	New Jersey	Burlington	5.2	outside_boundary_exact	New Jersey, Atlantic County	39.5,-74.466667	CHRB-L-0000746	Bass River	https://lichenportal.org/portal/collections/individual/index.php?occid=1387016
COUNTY	10	CHRB	1387021	CHRB	Erica M. Frank	New Jersey	Warren	9.33	outside_boundary_exact	New Jersey, Sussex County	41.041667,-74.766667	CHRB-L-0000751	Paulinskill Valley Trail	https://lichenportal.org/portal/collections/individual/index.php?occid=1387021
COUNTY	10	CHRB	1387065	CHRB	Erica M. Frank	New Jersey	Burlington	5.2	outside_boundary_exact	New Jersey, Atlantic County	39.5,-74.466667	CHRB-L-0000795	Bass River	https://lichenportal.org/portal/collections/individual/index.php?occid=1387065
COUNTY	10	CHRB	1387121	CHRB	Erica M. Frank	New Jersey	Warren	12.24	outside_boundary_exact	New Jersey, Sussex County	41.083333,-74.766667	CHRB-L-0000851	Paulinskill Valley Trail, Sect. 3	https://lichenportal.org/portal/collections/individual/index.php?occid=1387121
COUNTY	10	CHRB	1412788	CHRB	Erica M. Frank	New Jersey	Burlington	5.2	outside_boundary_exact	New Jersey, Atlantic County	39.5,-74.466667	CHRB-L-0001382	Bass River	https://lichenportal.org/portal/collections/individual/index.php?occid=1412788
COUNTY	10	CHRB	1412969	CHRB	Erica M. Frank	New Jersey	Warren	0.12	outside_boundary_exact	New Jersey, Warren County	40.9,-74.783333	CHRB-L-0001563	Jenny Jump, Freylingheusen Twp.	https://lichenportal.org/portal/collections/individual/index.php?occid=1412969
COUNTY	10	CHRB	1412976	CHRB	Erica M. Frank	New Jersey	Burlington	5.2	outside_boundary_exact	New Jersey, Atlantic County	39.5,-74.466667	CHRB-L-0001570	Bass River	https://lichenportal.org/portal/collections/individual/index.php?occid=1412976
COUNTY	10	CHRB	1412999	CHRB	Erica M. Frank	New Jersey	Warren	9.33	outside_boundary_exact	New Jersey, Sussex County	41.041667,-74.766667	CHRB-L-0001593	Paulinskill Valley Trail, Sect. 3	https://lichenportal.org/portal/collections/individual/index.php?occid=1412999
COUNTY	10	CHRB	1413065	CHRB	Erica M. Frank	New Jersey	Burlington	5.2	outside_boundary_exact	New Jersey, Atlantic County	39.5,-74.466667	CHRB-L-0001659	Bass River	https://lichenportal.org/portal/collections/individual/index.php?occid=1413065
