error_type	priority	herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
STATE	100	CHRB	1386763	CHRB	Erica M. Frank	New Jersey	Warren	2.34	outside_boundary_exact	Pennsylvania, Monroe County	41.033333,-75.1	CHRB-L-0000493	Kittatinny Mountain, Near Sunfish Pond, Pahaquarry Township	https://lichenportal.org/portal/collections/individual/index.php?occid=1386763
STATE	100	CHRB	1412986	CHRB	Erica M. Frank	New Jersey	Warren	2.34	outside_boundary_exact	Pennsylvania, Monroe County	41.033333,-75.1	CHRB-L-0001580	Kittatinny Mountain, Pahaquarry Township	https://lichenportal.org/portal/collections/individual/index.php?occid=1412986
STATE	100	CHRB	1413550	CHRB	Erica M. Frank	New Jersey	Warren	2.34	outside_boundary_exact	Pennsylvania, Monroe County	41.033333,-75.1	CHRB-L-0002144	Kittatinny Mountain, Near Sunfish Pond, Pahaquarry Township	https://lichenportal.org/portal/collections/individual/index.php?occid=1413550
STATE	100	CHRB	1413618	CHRB	Erica M. Frank	New Jersey	Warren	60.07	outside_boundary_exact	Pennsylvania, Schuylkill County	40.75,-75.916667	CHRB-L-0002212	Jenny Jump, Freylingheusen Twp.	https://lichenportal.org/portal/collections/individual/index.php?occid=1413618
STATE	100	CHRB	1413623	CHRB	Erica M. Frank	New Jersey	Warren	60.07	outside_boundary_exact	Pennsylvania, Schuylkill County	40.75,-75.916667	CHRB-L-0002217	Jenny Jump, Freylingheusen Twp.	https://lichenportal.org/portal/collections/individual/index.php?occid=1413623
STATE	100	CHRB	1413632	CHRB	Erica M. Frank	New Jersey	Warren	60.07	outside_boundary_exact	Pennsylvania, Schuylkill County	40.75,-75.916667	CHRB-L-0002226	Jenny Jump, Freylinghuysen Township	https://lichenportal.org/portal/collections/individual/index.php?occid=1413632
STATE	100	CHRB	1481725	CHRB	Erica M. Frank	New Jersey	Warren	0.12	outside_boundary_exact	Pennsylvania, Monroe County	40.983333,-75.133333	CHRB-L-0000446	Appalachian Trail, Delaware Water Gap Area, Pahaquarry Twp.	https://lichenportal.org/portal/collections/individual/index.php?occid=1481725
STATE	100	CHRB	1482136	CHRB	Erica M. Frank	New Jersey	Warren	198.82	outside_boundary_exact	New York, Otsego County	42.866667,-74.783333	CHRB-L-0002588	Stephens State Park, Mt. Olive Township	https://lichenportal.org/portal/collections/individual/index.php?occid=1482136
STATE	100	CMN	3320691	CMN	Culberson, William L.	New Jersey	Burlington Co.	444.57	outside_boundary_exact	West Virginia, Pocahontas County	38.4203,-79.8317	CANL 111901	Between Green Bank and Chatsworth, on NJ 563.	https://lichenportal.org/portal/collections/individual/index.php?occid=3320691
STATE	100	SBBG	154283	SBBG	J. Lendemer	New Jersey	Cumberland	98.92	outside_boundary_exact	Pennsylvania, Bucks County	40.441667,-75.265833	NA	Nature Conserfvancy prperty boundary,	https://lichenportal.org/portal/collections/individual/index.php?occid=154283
STATE	100	YPM	1652765	YPM	R. H. Torrey	New Jersey	Sussex	23.28	outside_boundary_exact	Pennsylvania, Northampton County	40.938428,-75.184068	YU.237661	Kittatinny Mountain	https://lichenportal.org/portal/collections/individual/index.php?occid=1652765
