error_type	priority	herbarium	id	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
COUNTRY	1000	PH	1724806	James C. Lendemer	New York	Essex	4567.27	outside_boundary_exact	not_found_in_US	1.02167,-73.9625	PH00090023	ortheast of Heart Lake, low east-facing slopes of Mt. Jo	https://lichenportal.org/portal/collections/individual/index.php?occid=1724806
COUNTRY	1000	SBBG	151199	J. Guccion	New York	Jefferson	4296.29	outside_boundary_exact	not_found_in_US	3.730278,-76.233333	NA	El Dorado Shore Alvar Preserve (Nature Conservancy); At end of Grand Jean road off county road 152, 1.3 mi W of state route 3.	https://lichenportal.org/portal/collections/individual/index.php?occid=151199
COUNTRY	1000	ILLS	2706465	J.L. Crane & C.A. Shearer	New York	Clinton	3918.67	outside_boundary_exact	not_found_in_US	44.635113,-124.235721	ILLS00095230	Adirondack Park. True Brook about 0.4 mile from Route 3 on True Brook Road.	https://lichenportal.org/portal/collections/individual/index.php?occid=2706465
COUNTRY	1000	CUP	3139689	Norm Trigoboff	New York	Nassau	3863.07	outside_boundary_exact	not_found_in_US	73.5163,-40.667	CUP-L-0009179	Mill Pond Park, in a half open area on the wooded path, bordering the parkway.	https://lichenportal.org/portal/collections/individual/index.php?occid=3139689
COUNTRY	1000	CUP	3139690	Norm Trigoboff	New York	Nassau	3863.07	outside_boundary_exact	not_found_in_US	73.5163,-40.667	CUP-L-0009180	Mill Pond Park, in a half open area on the wooded path, bordering the parkway.	https://lichenportal.org/portal/collections/individual/index.php?occid=3139690
COUNTRY	1000	ILLS	2708224	J.L. Crane & J.D. Schoknecht	New York	Hamilton	740.71	outside_boundary_exact	not_found_in_US	36.603062,-74.575722	ILLS00093483	Adirondack Park, Loon Lake	https://lichenportal.org/portal/collections/individual/index.php?occid=2708224
COUNTRY	1000	ILLS	2708225	J.L. Crane & J.D. Schoknecht	New York	Hamilton	740.71	outside_boundary_exact	not_found_in_US	36.603062,-74.575722	ILLS00010665	Adirondack Park, Loon Lake	https://lichenportal.org/portal/collections/individual/index.php?occid=2708225
COUNTRY	1000	CMN	448071	Brodo, Irwin M. | Brodo, Fenja	New York	Essex Co. (NY)	299.97	outside_boundary_reverse_partial	not_found_in_US	44.65,-77.9833	CANL 100223	Adirondack Loj. 10 mi S of Lake Placid Van Hoevenburg trail to Mount Marcy Summit.	https://lichenportal.org/portal/collections/individual/index.php?occid=448071
COUNTRY	1000	WIS	1070027	Raymond H. Torrey	New York	Montgomery	274.45	outside_boundary_exact	not_found_in_US	41.071422,-71.855806	WIS-L-0036095	Napeague Beach, Montauk Point, Long Island	https://lichenportal.org/portal/collections/individual/index.php?occid=1070027
COUNTRY	1000	ILLS	2708651	J.L. Crane & J.D. Schoknecht	New York	Franklin	190.81	outside_boundary_exact	not_found_in_US	44.5584,-77.0699	ILLS00006903	Adirondack Park, Loon Lake	https://lichenportal.org/portal/collections/individual/index.php?occid=2708651
COUNTRY	1000	NY	3208889	W. R. Buck	New York	Clinton Co.	93.83	outside_boundary_exact	not_found_in_US	45.85,-73.58	1069981	Altona Flat Rock area in Miner Experimental Forest, along Cold Brook	https://lichenportal.org/portal/collections/individual/index.php?occid=3208889
COUNTRY	1000	NY	3515288	E. Lay	New York	Clinton Co.	93.83	outside_boundary_exact	not_found_in_US	45.85,-73.58	03302721	Altona Flat Rock area in Miner Experimental Forest, along Cold Brook	https://lichenportal.org/portal/collections/individual/index.php?occid=3515288
COUNTRY	1000	NY	4989535	E. Lay	New York	Clinton Co.	93.83	outside_boundary_exact	not_found_in_US	45.85,-73.58	04469903	Altona Flat Rock area in Miner Experimental Forest, along Cold Brook	https://lichenportal.org/portal/collections/individual/index.php?occid=4989535
COUNTRY	1000	KANU	1328417	Irwin M Brodo	New York	Suffolk	76.35	outside_boundary_exact	not_found_in_US	40.8355556,-70.9172222	381270	Long Island: 6.5 mi NE East Patchogue	https://lichenportal.org/portal/collections/individual/index.php?occid=1328417
COUNTRY	1000	KANU	1332240	Irwin M Brodo	New York	Suffolk	76.35	outside_boundary_exact	not_found_in_US	40.8355556,-70.9172222	381258	Long Island: 6.5 mi NE East Patchogue	https://lichenportal.org/portal/collections/individual/index.php?occid=1332240
COUNTRY	1000	PH	1742920	Irwin M. Brodo	New York	Suffolk	76.35	outside_boundary_exact	not_found_in_US	40.83556,-70.91722	PH00097701	Long Island, Yaphank, Yaphank Road and Middle Island Road (6.5 miles [10.5 km] northeast of East Patchogue)	https://lichenportal.org/portal/collections/individual/index.php?occid=1742920
COUNTRY	1000	PH	1796356	Irwin M. Brodo	New York	Suffolk	76.35	outside_boundary_exact	not_found_in_US	40.835556,-70.917222	PH00116682	Long Island, Yaphank, Yaphank Road and Middle Island Road (6.5 miles [10.5 km] northeast of East Patchogue)	https://lichenportal.org/portal/collections/individual/index.php?occid=1796356
COUNTRY	1000	NY	864253	R. C. Harris	New York	Suffolk Co.	15.08	outside_boundary_exact	not_found_in_US	40.9089,-73.6769	1059326	Cranberry Bog Nature Preserve, c. 0.5 mi S of Riverhead along Co. Rd. 51	https://lichenportal.org/portal/collections/individual/index.php?occid=864253
COUNTRY	1000	NY	957217	R. C. Harris	New York	Suffolk Co.	15.08	outside_boundary_exact	not_found_in_US	40.9089,-73.6769	1410522	Cranberry Bog Nature Preserve, c. 0.5 mi S of Riverhead along Co. Rd. 51	https://lichenportal.org/portal/collections/individual/index.php?occid=957217
