institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
UNM	American Bryological Society Foray	Louisiana	Sabine	46.36	outside_boundary_exact	Louisiana, Vernon County	31,-93	NA	Hodge's Gardens; 12 miles south of Many.	https://lichenportal.org/portal/collections/individual/index.php?occid=3124290
UNM	American Bryological Society Foray	Louisiana	Sabine	46.36	outside_boundary_exact	Louisiana, Vernon County	31,-93	NA	Hodge's Gardens; 12 miles south of Many.	https://lichenportal.org/portal/collections/individual/index.php?occid=3124248
