error_type	priority	herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
STATE	100	SBBG	3555164	SBBG	C. A. Morse	Oklahoma	Greer	87.46	outside_boundary_exact	Texas, Wilbarger County	34.016667,-99.016667	SBBG006005L	4.5 mi S, 4.5 mi E Granite. Quartz Mtn Arts & Conference Center & Nature Park: along New Horizon Trail	https://lichenportal.org/portal/collections/individual/index.php?occid=3555164
STATE	100	WTU	1270811	WTU	Bruce Ryan	Oklahoma	Creek	151.64	outside_boundary_exact	Arkansas, Washington County	36.166667,-94.333333	WTU-L-026449	Stop 7, ABLS Foray (1979). 15 mi. west of Sapulpa.	https://lichenportal.org/portal/collections/individual/index.php?occid=1270811
STATE	100	WTU	1270814	WTU	Bruce Ryan	Oklahoma	Creek	151.64	outside_boundary_exact	Arkansas, Washington County	36.166667,-94.333333	WTU-L-026452	Stop 7, ABLS Foray (1979). 15 mi. west of Sapulpa.	https://lichenportal.org/portal/collections/individual/index.php?occid=1270814
STATE	100	WTU	1270815	WTU	Bruce Ryan	Oklahoma	Creek	151.64	outside_boundary_exact	Arkansas, Washington County	36.166667,-94.333333	WTU-L-026453	Stop 7, ABLS Foray (1979). 15 mi. west of Sapulpa.	https://lichenportal.org/portal/collections/individual/index.php?occid=1270815
STATE	100	WTU	1270865	WTU	Bruce Ryan	Oklahoma	Creek	151.64	outside_boundary_exact	Arkansas, Washington County	36.166667,-94.333333	WTU-L-026507	Stop 7, ABLS Foray (1979). 15 mi. west of Sapulpa.	https://lichenportal.org/portal/collections/individual/index.php?occid=1270865
STATE	100	WTU	1270907	WTU	Bruce Ryan	Oklahoma	Creek	151.64	outside_boundary_exact	Arkansas, Washington County	36.166667,-94.333333	WTU-L-026551	Stop 7, ABLS Foray (1979). 15 mi. west of Sapulpa.	https://lichenportal.org/portal/collections/individual/index.php?occid=1270907
STATE	100	WTU	1270968	WTU	Bruce Ryan	Oklahoma	Creek	151.64	outside_boundary_exact	Arkansas, Washington County	36.166667,-94.333333	WTU-L-026611	Stop 7, ABLS Foray (1979). 15 mi. west of Sapulpa.	https://lichenportal.org/portal/collections/individual/index.php?occid=1270968
STATE	100	WTU	1270994	WTU	Bruce Ryan	Oklahoma	Creek	151.64	outside_boundary_exact	Arkansas, Washington County	36.166667,-94.333333	WTU-L-026707	Stop 7, ABLS Foray (1979). 15 mi. west of Sapulpa.	https://lichenportal.org/portal/collections/individual/index.php?occid=1270994
STATE	100	WTU	1271024	WTU	Bruce Ryan	Oklahoma	Creek	151.64	outside_boundary_exact	Arkansas, Washington County	36.166667,-94.333333	WTU-L-026738	Stop 7, ABLS Foray (1979). 15 mi. west of Sapulpa.	https://lichenportal.org/portal/collections/individual/index.php?occid=1271024
STATE	100	WTU	1271047	WTU	Bruce Ryan	Oklahoma	Creek	151.64	outside_boundary_exact	Arkansas, Washington County	36.166667,-94.333333	WTU-L-026758	Stop 7, ABLS Foray (1979). 15 mi. west of Sapulpa.	https://lichenportal.org/portal/collections/individual/index.php?occid=1271047
STATE	100	WTU	1271049	WTU	Bruce Ryan	Oklahoma	Creek	151.64	outside_boundary_exact	Arkansas, Washington County	36.166667,-94.333333	WTU-L-026760	Stop 7, ABLS Foray (1979). 15 mi. west of Sapulpa.	https://lichenportal.org/portal/collections/individual/index.php?occid=1271049
STATE	100	WTU	1271151	WTU	Bruce D. Ryan	Oklahoma	Creek	317.97	outside_boundary_exact	Kansas, Wabaunsee County	39,-96.333333	WTU-L-026864	15 miles west of Sapulpa.	https://lichenportal.org/portal/collections/individual/index.php?occid=1271151
STATE	100	WTU	1281849	WTU	B. Ryan	Oklahoma	Creek	317.97	outside_boundary_exact	Kansas, Wabaunsee County	39,-96.333333	WTU-L-034226	15 miles west of Sapulpa.	https://lichenportal.org/portal/collections/individual/index.php?occid=1281849
