error_type	priority	herbarium	id	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
COUNTRY	1000	ILL	1508295	H. Willey	Illinois	Algonquin	NA	county_not_matched_no_match	county_not_matched	42.16558,-88.294249	ILL00038070	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=1508295
COUNTRY	1000	ILL	1508296	H. Willey	Illinois	Algonquin	NA	county_not_matched_no_match	county_not_matched	42.16558,-88.294249	ILL00038071	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=1508296
COUNTRY	1000	ILL	1508297	T.J.B.	Illinois	Edgewood	NA	county_not_matched_no_match	county_not_matched	38.920601,-88.66144	ILL00038072	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=1508297
COUNTRY	1000	ILL	1508306	G.P.C.	Illinois	Urbana	NA	county_not_matched_no_match	county_not_matched	40.1,-88.2	ILL00038081	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=1508306
COUNTRY	1000	ILL	1508308	W.A. Nason	Illinois	Algonquin	NA	county_not_matched_no_match	county_not_matched	42.16558,-88.294249	ILL00038084	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=1508308
COUNTRY	1000	ILL	1508367	M.B. Waite	Illinois	Savanna	NA	county_not_matched_no_match	county_not_matched	42.094467,-90.156794	ILL00038143	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=1508367
COUNTRY	1000	ILL	1508373	NA	Illinois	Mahomet	NA	county_not_matched_no_match	county_not_matched	40.195311,-88.404223	ILL00038149	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=1508373
COUNTRY	1000	ILL	1508475	G.P.C.	Illinois	Urbana	NA	county_not_matched_no_match	county_not_matched	40.12017,-88.210233	ILL00038251	crystal lake	https://lichenportal.org/portal/collections/individual/index.php?occid=1508475
COUNTRY	1000	ILL	1508750	NA	Illinois	Cobden	NA	county_not_matched_no_match	county_not_matched	37.531439,-89.253418	ILL00038526	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=1508750
COUNTRY	1000	ILL	1508945	M.B. ?	Illinois	Urbana	NA	county_not_matched_no_match	county_not_matched	40.1,-88.2	ILL00038721	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=1508945
COUNTRY	1000	ILL	1508961	?	Illinois	Urbana	NA	county_not_matched_no_match	county_not_matched	40.1,-88.2	ILL00038737	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=1508961
COUNTRY	1000	ILL	1509092	G.P.C.	Illinois	Urbana	NA	county_not_matched_no_match	county_not_matched	40.1,-88.2	ILL00038868	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=1509092
COUNTRY	1000	ILLS	2702879	W.S. Brenneman	Illinois	DeWitt	NA	county_not_matched_no_match	county_not_matched	40.207834,-88.830097	ILLS00008371	Harp Township	https://lichenportal.org/portal/collections/individual/index.php?occid=2702879
COUNTRY	1000	ILLS	2703249	W.S. Brenneman	Illinois	DeWitt	NA	county_not_matched_no_match	county_not_matched	40.180398,-88.845593	ILLS00010947	North Fork Salt Fork.	https://lichenportal.org/portal/collections/individual/index.php?occid=2703249
COUNTRY	1000	ILLS	2704324	W.S. Brenneman	Illinois	DeWitt	NA	county_not_matched_no_match	county_not_matched	40.152191,-88.907028	ILLS00096119	Spencer Cemetery, Harp Township, NW1/4 Sect. 28.	https://lichenportal.org/portal/collections/individual/index.php?occid=2704324
COUNTRY	1000	ILLS	2704355	W.S. Brenneman	Illinois	DeWitt	NA	county_not_matched_no_match	county_not_matched	40.161113,-88.890548	ILLS00096538	Spencer Cemetery, Harp Township, Sect. 28.	https://lichenportal.org/portal/collections/individual/index.php?occid=2704355
COUNTRY	1000	ILLS	2704356	William Brenneman	Illinois	DeWitt	NA	county_not_matched_no_match	county_not_matched	40.14087,-88.873966	ILLS00096539	North Fork Salt Creek, Harp Township, T. 20N, R. 3E, Sect. 11.	https://lichenportal.org/portal/collections/individual/index.php?occid=2704356
COUNTRY	1000	ILLS	2704365	W.S. Brenneman	Illinois	DeWitt	NA	county_not_matched_no_match	county_not_matched	40.162767,-88.889893	ILLS00096817	T. 3S, R. 7W, Sect. 33.	https://lichenportal.org/portal/collections/individual/index.php?occid=2704365
COUNTRY	1000	ILLS	2704366	W.S. Brenneman	Illinois	DeWitt	NA	county_not_matched_no_match	county_not_matched	40.155945,-88.896072	ILLS00096818	Creek Township, NE1/4 Sect. 10	https://lichenportal.org/portal/collections/individual/index.php?occid=2704366
COUNTRY	1000	ILLS	2704575	W.S. Brenneman	Illinois	Mc Lean	NA	county_not_matched_no_match	county_not_matched	40.32746,-91.02579	ILLS00098667	Funk's Grove Township, SE1/4 Sect. 18. Funk's Grove Cemetery.	https://lichenportal.org/portal/collections/individual/index.php?occid=2704575
COUNTRY	1000	ILLS	2705258	W.S. Brenneman	Illinois	DeÊWitt	NA	county_not_matched_no_match	county_not_matched	40.207834,-88.830097	ILLS00007777	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=2705258
COUNTRY	1000	ILLS	2705299	W.S. Brenneman	Illinois	DeWitt	NA	county_not_matched_no_match	county_not_matched	40.207834,-88.830097	ILLS00008008	Harp Township	https://lichenportal.org/portal/collections/individual/index.php?occid=2705299
COUNTRY	1000	ILLS	2705300	W.S. Brenneman	Illinois	DeWitt	NA	county_not_matched_no_match	county_not_matched	40.207834,-88.830097	ILLS00008007	Harp Township	https://lichenportal.org/portal/collections/individual/index.php?occid=2705300
COUNTRY	1000	ILLS	2705658	Jennifer Sharp	Illinois	Du Page	NA	county_not_matched_no_match	county_not_matched	41.661423,-87.684493	ILLS00096540	Grace Methodist Church field, Naperville, elevation about 700 feet	https://lichenportal.org/portal/collections/individual/index.php?occid=2705658
COUNTRY	1000	ILLS	2705659	Jennifer Sharp	Illinois	Du Page	NA	county_not_matched_no_match	county_not_matched	41.661423,-87.684493	ILLS00006043	Grace Methodist Church field, Gartner Road, Naperville, elevation about 700 feet	https://lichenportal.org/portal/collections/individual/index.php?occid=2705659
COUNTRY	1000	ILLS	2705660	Jennifer Sharp	Illinois	Du Page	NA	county_not_matched_no_match	county_not_matched	41.873084,-88.212572	ILLS00096819	Pioneer Park, Washington Street, Naperville. Elevation 700 feet.	https://lichenportal.org/portal/collections/individual/index.php?occid=2705660
COUNTRY	1000	ILLS	2705661	Jennifer Sharp	Illinois	Du Page	NA	county_not_matched_no_match	county_not_matched	41.661423,-87.684493	ILLS00096541	Grace Methodist Church field, Gartner Road, Naperville. Elevation 700 feet	https://lichenportal.org/portal/collections/individual/index.php?occid=2705661
COUNTRY	1000	ILLS	2706721	Loy R. Phillippe & William C. Handel	Illinois	Lee	3898.35	outside_boundary_exact	not_found_in_US	41.708608,-41.189269	ILLS00095975	Richardson Wildlife Refuge. North of Shaw Road, 1 mile north and 2.1 mile west of West Brooklyn.	https://lichenportal.org/portal/collections/individual/index.php?occid=2706721
COUNTRY	1000	ILLS	2706723	Loy R. Phillippe & William C. Handel	Illinois	Lee	3898.35	outside_boundary_exact	not_found_in_US	41.708608,-41.189269	ILLS00096573	Richardson Wildlife Refuge. North of Shaw Road, 1 mile north and 2.1 mile west of West Brooklyn. Sublette 7.5 quadrangle. T. 20N, R. 11E, SE1/4 NE1/4 NE1/4 Sect. 23. 4619840mN, 317670mE.	https://lichenportal.org/portal/collections/individual/index.php?occid=2706723
COUNTRY	1000	ILLS	2706724	Loy R. Phillippe & William C. Handel	Illinois	Lee	3898.35	outside_boundary_exact	not_found_in_US	41.708608,-41.189269	ILLS00008025	Richardson Wildlife Refuge. North of Shaw Road, 1 mile north and 2.1 mile west of West Brooklyn.	https://lichenportal.org/portal/collections/individual/index.php?occid=2706724
COUNTRY	1000	ILLS	2712517	N.M Addison	Illinois	Iroqouis County	NA	county_not_matched_no_match	county_not_matched	40.747226,-87.824304	ILLS00089525	Speckman	https://lichenportal.org/portal/collections/individual/index.php?occid=2712517
COUNTRY	1000	ILLS	2715559	Brian Craven	Illinois	Du Page County	NA	county_not_matched_no_match	county_not_matched	41.742841,-88.071071	ILLS00005139	Greene Valley Forest Preserve.	https://lichenportal.org/portal/collections/individual/index.php?occid=2715559
COUNTRY	1000	ILLS	2716128	Brian Craven	Illinois	Du Page County	NA	county_not_matched_no_match	county_not_matched	41.828378,-88.143348	ILLS00101488	Herrick Lake.	https://lichenportal.org/portal/collections/individual/index.php?occid=2716128
COUNTRY	1000	ILLS	2716235	Brian Craven	Illinois	Du Page County	NA	county_not_matched_no_match	county_not_matched	41.8333,-88.0833	ILLS00095887	Craven property.	https://lichenportal.org/portal/collections/individual/index.php?occid=2716235
COUNTRY	1000	ILLS	2716244	Brian Craven	Illinois	Du Page County	NA	county_not_matched_no_match	county_not_matched	41.742841,-88.071071	ILLS00095907	Greene Valley Forest Preserve.	https://lichenportal.org/portal/collections/individual/index.php?occid=2716244
COUNTRY	1000	MOR	1415607	Richard D. Hyerczyk	Illinois	Morton	NA	county_not_matched_no_match	county_not_matched	41.414484,-88.144335	L-0000265-MOR	Near Elwood, at the Joliet Army Training Area - Unit 5.	https://lichenportal.org/portal/collections/individual/index.php?occid=1415607
COUNTRY	1000	MOR	1415657	Gerould Wilhelm	Illinois	Dewitt	NA	county_not_matched_no_match	county_not_matched	40.150237,-89.012075	L-0000315-MOR	Just west of Clinton, south of Rt.10, at the Metzler Woods Nature Preserve.	https://lichenportal.org/portal/collections/individual/index.php?occid=1415657
COUNTRY	1000	MOR	1415933	Gerould Wilhelm	Illinois	Du Page	NA	county_not_matched_no_match	county_not_matched	41.819236,-88.060562	L-0000588-MOR	North of Lisle, on the grounds of the Morton Arboretum, on the east side, in the Appalachian Collection.	https://lichenportal.org/portal/collections/individual/index.php?occid=1415933
COUNTRY	1000	MOR	1416027	Gerould Wilhelm	Illinois	Du Page	NA	county_not_matched_no_match	county_not_matched	41.891748,-88.222243	L-0000682-MOR	North of Roosevelt Road, East of Kress Road at the West Chicago Prairie.	https://lichenportal.org/portal/collections/individual/index.php?occid=1416027
COUNTRY	1000	MOR	1416028	Gerould Wilhelm	Illinois	Du Page	NA	county_not_matched_no_match	county_not_matched	41.821827,-88.041379	L-0000683-MOR	On the grounds of the Morton Arboretum in the Hidden Lake holdings.	https://lichenportal.org/portal/collections/individual/index.php?occid=1416028
COUNTRY	1000	MOR	1416029	Gerould Wilhelm	Illinois	Du Page	NA	county_not_matched_no_match	county_not_matched	41.818565,-88.074252	L-0000684-MOR	North of Lisle, on the grounds of the Morton Arboretum, on the west side, near the European Collection.	https://lichenportal.org/portal/collections/individual/index.php?occid=1416029
COUNTRY	1000	MOR	1416344	Gerould Wilhelm	Illinois	Du Page	NA	county_not_matched_no_match	county_not_matched	41.706646,-87.982492	L-0001000-MOR	South of Darien, on the Waterfall Glen Forest Preserve	https://lichenportal.org/portal/collections/individual/index.php?occid=1416344
COUNTRY	1000	MOR	1416417	Gerould Wilhelm	Illinois	Du Page	NA	county_not_matched_no_match	county_not_matched	41.705177,-87.964409	L-0001073-MOR	South of Darien at Waterfall Glen Forest Preserve; along canyon.	https://lichenportal.org/portal/collections/individual/index.php?occid=1416417
COUNTRY	1000	MOR	1416418	Mary Lou Quinn	Illinois	Du Page	NA	county_not_matched_no_match	county_not_matched	41.698631,-87.963104	L-0001074-MOR	Waterfall Glen, Argonne, IL, near Sawmill Creek, southwest of the dam.	https://lichenportal.org/portal/collections/individual/index.php?occid=1416418
COUNTRY	1000	MOR	1416500	Gerould Wilhelm	Illinois	Du Page	NA	county_not_matched_no_match	county_not_matched	41.81463,-88.07317	L-0001156-MOR	North of Lisle, on the Morton Arboretum, on flagstone at Ill. 53 bridge over E-W connecting road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1416500
COUNTRY	1000	MOR	1416501	Gerould Wilhelm	Illinois	Du Page	NA	county_not_matched_no_match	county_not_matched	41.81463,-88.07317	L-0001157-MOR	North of Lisle, on the Morton Arboretum, on flagstone at Ill. 53 bridge over E-W connecting road.	https://lichenportal.org/portal/collections/individual/index.php?occid=1416501
COUNTRY	1000	MOR	1416502	Richard D. Hyerczyk	Illinois	Du Page	NA	county_not_matched_no_match	county_not_matched	41.804131,-88.074969	L-0001158-MOR	In Lisle, on Main Street about 2 blocks north of Ogden Avenue.	https://lichenportal.org/portal/collections/individual/index.php?occid=1416502
COUNTRY	1000	MOR	1416503	Gerould Wilhelm	Illinois	Du Page	NA	county_not_matched_no_match	county_not_matched	41.821683,-88.045868	L-0001159-MOR	North of Lisle, on the Morton Arboretum; just west of the Hidden Lake woods.	https://lichenportal.org/portal/collections/individual/index.php?occid=1416503
COUNTRY	1000	MOR	1416634	Gerould Wilhelm	Illinois	Du Page	NA	county_not_matched_no_match	county_not_matched	41.81424,-88.090448	L-0001293-MOR	Just north of Lisle, on the grounds of the Morton Arboretum, in the Schulenberg Prairie.	https://lichenportal.org/portal/collections/individual/index.php?occid=1416634
COUNTRY	1000	MOR	1416724	Gerould Wilhelm	Illinois	Du Page	NA	county_not_matched_no_match	county_not_matched	41.817493,-88.07803	L-0001383-MOR	North of Lisle, on the grounds of the Morton Arboretum, on the west side, in European Collection.	https://lichenportal.org/portal/collections/individual/index.php?occid=1416724
COUNTRY	1000	MOR	1416742	Gerould Wilhelm	Illinois	Du Page	NA	county_not_matched_no_match	county_not_matched	41.817493,-88.07803	L-0001401-MOR	North of Lisle, on the grounds of the Morton Arboretum, on the west side, in European Collection.	https://lichenportal.org/portal/collections/individual/index.php?occid=1416742
COUNTRY	1000	MOR	1416743	Gerould Wilhelm	Illinois	Du Page	NA	county_not_matched_no_match	county_not_matched	41.813159,-88.070761	L-0001402-MOR	North of Lisle on the Morton Arboretum, at the east end of the hedge collection.	https://lichenportal.org/portal/collections/individual/index.php?occid=1416743
COUNTRY	1000	MOR	1416744	Gerould Wilhelm	Illinois	Du Page	NA	county_not_matched_no_match	county_not_matched	41.697419,-87.992363	L-0001403-MOR	South of Darien on the Waterfall Glen Forest Preserve, along bluff in the southwestern portion of the preserve.	https://lichenportal.org/portal/collections/individual/index.php?occid=1416744
COUNTRY	1000	MOR	1416805	Gerould Wilhelm	Illinois	Du Page	NA	county_not_matched_no_match	county_not_matched	41.817493,-88.07803	L-0001464-MOR	North of Lisle, on the grounds of the Morton Arboretum, on the west side, in European Collection.	https://lichenportal.org/portal/collections/individual/index.php?occid=1416805
COUNTRY	1000	MOR	1416806	Gerould Wilhelm	Illinois	Du Page	NA	county_not_matched_no_match	county_not_matched	41.813945,-88.085723	L-0001465-MOR	North of Lisle, on the grounds of the Morton Arboretum, on the west side; southeast of Sterling Pond.	https://lichenportal.org/portal/collections/individual/index.php?occid=1416806
