herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link	COUNTRY	1000
OSC	2230271	OSC	Thos. A. Williams	Maryland	Montgomery	20.03	outside_boundary_exact	Maryland, Prince George's County	38.778,-77.007	54690	Takoma Park	https://lichenportal.org/portal/collections/individual/index.php?occid=2230271	COUNTY	10
MICH	1283855	MICH	T. A. Williams	Maryland	Montgomery	16.66	outside_boundary_exact	Maryland, Prince George's County	38.816111,-77.002222	113014	Washington, DC, Takoma Park	https://lichenportal.org/portal/collections/individual/index.php?occid=1283855	COUNTY	10
ASU	104044	ASU	E.C. Uebel	Maryland	Prince Georges	10.44	outside_boundary_standardized_exact	Maryland, Montgomery County	39.0369444,-77.0980556	ASUL001544	Green belt, Concrete mountain is located on the W-side of Cherrywood Lane across from the Beltway Plaza Mall in the proposed area of the new Metropark	https://lichenportal.org/portal/collections/individual/index.php?occid=104044	COUNTY	10
ASU	104047	ASU	E.C. Uebel	Maryland	Prince Georges	10.44	outside_boundary_standardized_exact	Maryland, Montgomery County	39.0369444,-77.0980556	ASUL010014	Green belt, Concrete mountain is located on the W-side of Cherrywood Lane across from the Beltway Plaza Mall in the proposed area of the new Metropark	https://lichenportal.org/portal/collections/individual/index.php?occid=104047	COUNTY	10
KANU	5410951	KANU	Willis E Maneval	Maryland	Baltimore	9.59	outside_boundary_exact	Maryland, Baltimore County	39.453333,-76.494444	414168	Glen Arm	https://lichenportal.org/portal/collections/individual/index.php?occid=5410951	COUNTY	10
KANU	5410952	KANU	Willis E Maneval	Maryland	Baltimore	9.59	outside_boundary_exact	Maryland, Baltimore County	39.453333,-76.494444	414169	Glen Arm	https://lichenportal.org/portal/collections/individual/index.php?occid=5410952	COUNTY	10
ASU	104049	ASU	E.C. Uebel	Maryland	Prince Georges	8.49	outside_boundary_standardized_exact	Maryland, Montgomery County	39.0111111,-77.0869444	ASUL035173	Greenbelt, on the W-side of Cherrywood Lane across from Beltway Plaza Mall	https://lichenportal.org/portal/collections/individual/index.php?occid=104049	COUNTY	10
ASU	93201	ASU	J.G. Guccion	Maryland	Baltimore	8.35	outside_boundary_exact	Maryland, Baltimore County	39.4333333,-76.7666667	NA	Roadside along Garrison Forest Road, 1.6 km N of Owings Mills	https://lichenportal.org/portal/collections/individual/index.php?occid=93201	COUNTY	10
ASU	94162	ASU	J.G. Guccion	Maryland	Baltimore	8.35	outside_boundary_exact	Maryland, Baltimore County	39.4333333,-76.7666667	NA	Roadside along Garrison Forest Road, 1.6 km N of Owings Mills	https://lichenportal.org/portal/collections/individual/index.php?occid=94162	COUNTY	10
OSC	4423510	OSC	John G. Guccion	Maryland	Baltimore	8.35	outside_boundary_exact	Maryland, Baltimore County	39.4333333333333,-76.7666666666667	169115	Owings Mills. Along Garrison Forest Road, 1 mile N of Owings Mills.	https://lichenportal.org/portal/collections/individual/index.php?occid=4423510	COUNTY	10
ASU	103956	ASU	R.C. Harris	Maryland	Prince Georges	2.58	outside_boundary_standardized_exact	Maryland, Montgomery County	39.1319444,-76.9311111	NA	Town of Berwyn Heights, on the roof of a house at 5615 Berwyn Road	https://lichenportal.org/portal/collections/individual/index.php?occid=103956	COUNTY	10
MAINE	1972597	MAINE	Thomas A. Williams & M. Williams	Maryland	MONTGOMERY	2.29	outside_boundary_exact	Maryland, Prince George's County	38.959,-76.974	MAINE-L-0006254	Sligo Creek	https://lichenportal.org/portal/collections/individual/index.php?occid=1972597	COUNTY	10
MAINE	1973004	MAINE	Thomas A. Wiilliams	Maryland	MONTGOMERY	2.29	outside_boundary_exact	Maryland, Prince George's County	38.959,-76.974	MAINE-L-0006661	Sligo Creek	https://lichenportal.org/portal/collections/individual/index.php?occid=1973004	COUNTY	10
MAINE	1973361	MAINE	Thomas A. Wiilliams	Maryland	MONTGOMERY	2.29	outside_boundary_exact	Maryland, Prince George's County	38.959,-76.974	MAINE-L-0007018	Sligo Creek	https://lichenportal.org/portal/collections/individual/index.php?occid=1973361	COUNTY	10
MONT	1437603	MONT	T. A. Williams	Maryland	Montgomery	2.29	outside_boundary_exact	Maryland, Prince George's County	38.959,-76.974	MONT-L-0004722	along Sligo Creek	https://lichenportal.org/portal/collections/individual/index.php?occid=1437603	COUNTY	10
USFWS-PRR	3512913	USFWS-PRR	H. Matausch	Maryland	Anne Arundel	1.26	outside_boundary_exact	Maryland, Prince George's County	39.00427,-76.7498	PRRL00010	Patuxent Research Refuge--North Tract; Hopkins cemetery, parcel 40	https://lichenportal.org/portal/collections/individual/index.php?occid=3512913	COUNTY	10
USFWS-PRR	3512915	USFWS-PRR	H. Matausch	Maryland	Anne Arundel	1.26	outside_boundary_exact	Maryland, Prince George's County	39.00427,-76.7498	PRRL00012	Patuxent Research Refuge--North Tract; Hopkins cemetery, parcel 40	https://lichenportal.org/portal/collections/individual/index.php?occid=3512915	COUNTY	10
USFWS-PRR	3512916	USFWS-PRR	H. Matausch	Maryland	Anne Arundel	1.26	outside_boundary_exact	Maryland, Prince George's County	39.00427,-76.7498	PRRL00013	Patuxent Research Refuge--North Tract; Hopkins cemetery, parcel 40	https://lichenportal.org/portal/collections/individual/index.php?occid=3512916	COUNTY	10
OS	2405767	OS	Lance T. Biechele	Maryland	Wicomico	1.09	outside_boundary_exact	Maryland, Somerset County	38.2811,-75.6511	OS0010577	Douglas Nichols Park in Eden	https://lichenportal.org/portal/collections/individual/index.php?occid=2405767	COUNTY	10
KANU	3135060	KANU	Richard C Harris	Maryland	Worcester	0.26	outside_boundary_exact	Maryland, Worcester County	38.0472222,-75.6391667	390069	Pocomoke State Forest: Hickory Point Swamp, E of access rd 0.5 mi N of jct with Hickory Point Rd	https://lichenportal.org/portal/collections/individual/index.php?occid=3135060	COUNTY	10
KANU	3135865	KANU	James C Lendemer; Jessica L Allen; Richard C Harris	Maryland	Worcester	0.26	outside_boundary_exact	Maryland, Worcester County	38.0472222,-75.6391667	390121	Pocomoke State Forest: Hickory Point Swamp, E of access rd 0.5 mi N of jct with Hickory Point Rd	https://lichenportal.org/portal/collections/individual/index.php?occid=3135865	COUNTY	10
