institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
OS	Shaun Pogacnik	West Virginia	Pocahontas	8.52	outside_boundary_exact	West Virginia, Pendleton County	38.69875,-79.531278	OS0383724	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=5708898
OS	Shaun Pogacnik	West Virginia	Pocahontas	0.11	outside_boundary_exact	West Virginia, Randolph County	38.609667,-79.843639	OS0150155	Gaudineer Knob	https://lichenportal.org/portal/collections/individual/index.php?occid=5077437
