error_type	priority	herbarium	id	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
COUNTRY	1000	MONTU	5679492	Roger Rosentreter	Washington	Benton	8705.61	outside_boundary_exact	not_found_in_US	46.14,119.27	MONTU00097	Horse Heaven Hills, Bureau of Land Management	https://lichenportal.org/portal/collections/individual/index.php?occid=5679492
COUNTRY	1000	WSCO	4799095	Heather T. Root	Washington	Benton	8690.39	outside_boundary_exact	not_found_in_US	46.21437,119.43587	WSCO005535	across gully from Dennis Rd. tributary to Webber Canyon, Horse Heaven Hills	https://lichenportal.org/portal/collections/individual/index.php?occid=4799095
COUNTRY	1000	WSCO	4799243	Heather T. Root	Washington	Benton	8690.39	outside_boundary_exact	not_found_in_US	46.21437,119.43587	WSCO005545	across gully from Dennis Rd. tributary to Webber Canyon, Horse Heaven Hills	https://lichenportal.org/portal/collections/individual/index.php?occid=4799243
COUNTRY	1000	WSCO	4938818	Heather T. Root	Washington	Benton	8690.39	outside_boundary_exact	not_found_in_US	46.21437,119.43587	WSCO 001576	across gully from Dennis Rd. tributary to Webber Canyon, Horse Heaven Hills	https://lichenportal.org/portal/collections/individual/index.php?occid=4938818
COUNTRY	1000	WSCO	4939270	Heather T. Root	Washington	Benton	8690.39	outside_boundary_exact	not_found_in_US	46.21437,119.43587	WSCO 001583	across gully from Dennis Rd. tributary to Webber Canyon, Horse Heaven Hills	https://lichenportal.org/portal/collections/individual/index.php?occid=4939270
COUNTRY	1000	WSCO	4994490	Heather T. Root	Washington	Benton	8690.39	outside_boundary_exact	not_found_in_US	46.21437,119.43587	WSCO 001584	across gully from Dennis Rd. tributary to Webber Canyon, Horse Heaven Hills	https://lichenportal.org/portal/collections/individual/index.php?occid=4994490
COUNTRY	1000	WSCO	5643887	Heather T. Root	Washington	Benton	8690.39	outside_boundary_exact	not_found_in_US	46.21437,119.43587	WSCO001608	across gully from Dennis Rd. tributary to Webber Canyon, Horse Heaven Hills	https://lichenportal.org/portal/collections/individual/index.php?occid=5643887
COUNTRY	1000	WSCO	5644065	Heather T. Root	Washington	Benton	8690.39	outside_boundary_exact	not_found_in_US	46.21437,119.43587	WSCO012913	across gully from Dennis Road, tributary to Webber Canyon, Horse Heaven Hills	https://lichenportal.org/portal/collections/individual/index.php?occid=5644065
COUNTRY	1000	WSCO	5644226	Heather T. Root	Washington	Benton	8690.39	outside_boundary_exact	not_found_in_US	46.21437,119.43587	WSCO012927	across gully from Dennis Road, tributary to Webber Canyon, Horse Heaven Hills	https://lichenportal.org/portal/collections/individual/index.php?occid=5644226
COUNTRY	1000	MONTU	5683010	G.M. Bishop	Washington	Okanogan	8277.32	outside_boundary_exact	not_found_in_US	48.57854,120.1647	MONTU000134	NF-37 bridge over Boulder Creek where NF-37 meets NF-5010, 7 mi N of Winthrop, 30 mi NW of Okanogan	https://lichenportal.org/portal/collections/individual/index.php?occid=5683010
COUNTRY	1000	MONTU	5772141	G.M. Bishop	Washington	Okanogan	8277.32	outside_boundary_exact	not_found_in_US	48.57854,120.1647	MONTU00526	NF-37 bridge over Boulder Creek where NF-37 meets NF-5010, 7 mi N of Winthrop, 30 mi NW of Okanogan	https://lichenportal.org/portal/collections/individual/index.php?occid=5772141
COUNTRY	1000	ASU	4997609	I.M. Brodo	Washington	Skagit	8071.11	outside_boundary_exact	not_found_in_US	48.25,122.4	ASUL011087	Mt. Erie, 8 miles south of Anacortes on Fildago Island	https://lichenportal.org/portal/collections/individual/index.php?occid=4997609
COUNTRY	1000	MONTU	5658745	G.M Bishop	Washington	Whatcom	8013.95	outside_boundary_exact	not_found_in_US	48.9052,121.7013	MONTU00067	Mt. Baker-Snoqulamie National Forest, Boyd Creek Trail, ~ 0.3 MI W of intersection of Mt Baker Highway and NF-32, ~11 MI E of Glacier	https://lichenportal.org/portal/collections/individual/index.php?occid=5658745
COUNTRY	1000	MONTU	5786613	G.M. Bishop	Washington	Whatcom	8012.21	outside_boundary_exact	not_found_in_US	48.9024,121.7327	MONTU00985	Mt. Baker-Snoqulamie National Forestm stand of old growth forest with primitive campsite between Silver Fir and Excelsior Campgrounds, ~1.7 mi W of intersection of Mt Baker Highway and NF 32, ~10 mi E of Glacier-	https://lichenportal.org/portal/collections/individual/index.php?occid=5786613
COUNTRY	1000	MONTU	5786630	G.M. Bishop	Washington	Whatcom	8012.21	outside_boundary_exact	not_found_in_US	48.9024,121.7327	MONTU00985	Mt. Baker-Snoqulamie National Forestm stand of old growth forest with primitive campsite between Silver Fir and Excelsior Campgrounds, ~1.7 mi W of intersection of Mt Baker Highway and NF 32, ~10 mi E of Glacier-	https://lichenportal.org/portal/collections/individual/index.php?occid=5786630
COUNTRY	1000	MONTU	5786379	G.M. Bishop	Washington	Whatcom	8006.69	outside_boundary_exact	not_found_in_US	48.90774,121.81758	MONTU00918	Mt. Baker-Snoqulamie National Forest, Excelsior Campground ~5.5 miles w of intersection at Mt. Baker Highway and NF 32, ~5.9 mi E of Glacier	https://lichenportal.org/portal/collections/individual/index.php?occid=5786379
