error_type	priority	herbarium	id	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
STATE	100	OSC	5694100	James C. Lendemer	Pennsylvania	Carbon	3942.94	outside_boundary_exact	California, Humboldt County	40.971753,-123.71131	106435	Gravel access road to Drakes Creek, Drakes Creek Access, south slope (north facing) of Drakes Creek Gorge, Lehigh Gorge State Park.	https://lichenportal.org/portal/collections/individual/index.php?occid=5694100
STATE	100	NCU	5077328	Chapman, Stuart Francis	Pennsylvania	Pike	759.06	outside_boundary_exact	North Carolina, Davidson County	35.596806,-80.221164	NCU-L-0006887	Milford	https://lichenportal.org/portal/collections/individual/index.php?occid=5077328
STATE	100	NCU	5361453	Chapman, Stuart Francis	Pennsylvania	Pike	759.06	outside_boundary_exact	North Carolina, Davidson County	35.596806,-80.221164	NCU-L-0007063	Milford	https://lichenportal.org/portal/collections/individual/index.php?occid=5361453
STATE	100	UCR(temp)	2592145	Don Flenniken	Pennsylvania	Warren	334.34	outside_boundary_exact	New Jersey, Warren County	41.066667,-75	SBBG010208L	Delaware Water Gap Recreational Area. PA/NJ State Line (Bushkill)	https://lichenportal.org/portal/collections/individual/index.php?occid=2592145
STATE	100	UCR(temp)	2592146	Don Flenniken	Pennsylvania	Warren	334.34	outside_boundary_exact	New Jersey, Warren County	41.06667,-75	SBBG010215L	Delaware Water Gap Recreational Area. PA/NJ State Line (Bushkill)	https://lichenportal.org/portal/collections/individual/index.php?occid=2592146
STATE	100	UCR(temp)	2592147	Don Flenniken	Pennsylvania	Warren	334.34	outside_boundary_exact	New Jersey, Warren County	41.066667,-75	SBBG010207L	Delaware Water Gap Recreational Area. PA/NJ State Line (Bushkill)	https://lichenportal.org/portal/collections/individual/index.php?occid=2592147
STATE	100	UCR(temp)	2592148	Don Flenniken	Pennsylvania	Warren	334.34	outside_boundary_exact	New Jersey, Warren County	41.06667,-75	SBBG010211L	Delaware Water Gap Recreational Area. PA/NJ State Line (Bushkill)	https://lichenportal.org/portal/collections/individual/index.php?occid=2592148
STATE	100	UCR(temp)	2592149	Don Flenniken	Pennsylvania	Warren	334.34	outside_boundary_exact	New Jersey, Warren County	41.06667,-75	SBBG010212L	Delaware Water Gap Recreational Area. PA/NJ State Line (Bushkill)	https://lichenportal.org/portal/collections/individual/index.php?occid=2592149
STATE	100	UCR(temp)	2592150	Don Flenniken	Pennsylvania	Warren	334.34	outside_boundary_exact	New Jersey, Warren County	41.06667,-75	SBBG010214L	Delaware Water Gap Recreational Area. PA/NJ State Line (Bushkill)	https://lichenportal.org/portal/collections/individual/index.php?occid=2592150
STATE	100	UCR(temp)	2592151	Don Flenniken	Pennsylvania	Warren	334.34	outside_boundary_exact	New Jersey, Warren County	41.066667,-75	SBBG014470L	Delaware Water Gap Recreational Area. PA/NJ State Line	https://lichenportal.org/portal/collections/individual/index.php?occid=2592151
