error_type	priority	herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
COUNTRY	1000	COLO	1711589	COLO	J.W. Thomson	Pennsylvania	Warren-Forest	NA	county_not_matched_no_match	county_not_matched	41.616667,-79.166667	COLO-L-0036338	Minister Creek Campground, 6 mi W of Lynch on PA 666.	https://lichenportal.org/portal/collections/individual/index.php?occid=1711589
COUNTRY	1000	FH	4724831	FH	P. F. May	Pennsylvania	Pike County	11167.78	outside_boundary_exact	not_found_in_US	41.3675,74.818	barcode-00377699	Westfall Township, Delaware State Forest, along Fire Tower Road, 0.4 km from S end	https://lichenportal.org/portal/collections/individual/index.php?occid=4724831
COUNTRY	1000	FH	4724836	FH	P. F. May	Pennsylvania	Wyoming County	11275.93	outside_boundary_exact	not_found_in_US	41.4285,76.0685	barcode-00377704	Noxen, York Run at Bowman Creek, N side of SR3002, 1 km W of bridge in Noxen	https://lichenportal.org/portal/collections/individual/index.php?occid=4724836
COUNTRY	1000	FH	4724855	FH	P. F. May	Pennsylvania	Wyoming County	11275.93	outside_boundary_exact	not_found_in_US	41.4285,76.0685	barcode-00377726	Noxen, York Run at Bowman Creek, N side of SR3002, 1 km W of bridge in Noxen	https://lichenportal.org/portal/collections/individual/index.php?occid=4724855
COUNTRY	1000	PH	1725815	PH	James C. Lendemer	Pennsylvania	Luzerne	4853.73	outside_boundary_exact	not_found_in_US	41.32222,-16.27556	PH00091514	Along Kitchen Creek, The Glens Natural Area, Ricketts Glen State Park, northeast of Red Rock.	https://lichenportal.org/portal/collections/individual/index.php?occid=1725815
COUNTRY	1000	PH	1725817	PH	James C. Lendemer	Pennsylvania	Sullivan	3557.36	outside_boundary_exact	not_found_in_US	8.47,-76.56861	PH00091512	Area around amphitheater, east of Mineral Spring Road along Loyalsock Creek, Worlds End State Park.	https://lichenportal.org/portal/collections/individual/index.php?occid=1725817
COUNTRY	1000	PH	1726170	PH	James C. Lendemer	Pennsylvania	Luzerne	4852.8	outside_boundary_exact	not_found_in_US	41.32972,-16.28417	PH00092649	North of Highland Trail, ca. 1/4 miles from Lake Rose Parking Area, The Glens Natural Area, Rickets Glenn State Park, northeast of Red Rock.	https://lichenportal.org/portal/collections/individual/index.php?occid=1726170
COUNTRY	1000	PH	1727058	PH	James C. Lendemer	Pennsylvania	Carbon	4907.31	outside_boundary_exact	not_found_in_US	40.88333,-15.76167	PH00093546	State Game Lands 141, Glen Onoko Run, Glen Onoko, ca. 0.75 mile north of Nesquehoning Junction, Weatherly Quad.	https://lichenportal.org/portal/collections/individual/index.php?occid=1727058
COUNTRY	1000	PH	1727083	PH	James C. Lendemer	Pennsylvania	Monroe	4880.4	outside_boundary_exact	not_found_in_US	41.22417,-15.37667	PH00093571	North of PA Route #423, Tobyhanna State Park.	https://lichenportal.org/portal/collections/individual/index.php?occid=1727083
COUNTRY	1000	PH	1728410	PH	James C. Lendemer	Pennsylvania	Chester	3656.83	outside_boundary_exact	not_found_in_US	5.73778,-76.03861	PH00092623	At the intersection of Chrome Trail and Nature Trail, ca. 1 1/2 miles from park entrance along Park Road, Nottingham Serpentine Barrens, Nottingham County Park, southwest of Nottingham, ca. 3 miles northwest of Rising Sun.	https://lichenportal.org/portal/collections/individual/index.php?occid=1728410
COUNTRY	1000	PH	1741841	PH	James C. Lendemer	Pennsylvania	Bucks	3702.31	outside_boundary_exact	not_found_in_US	5.65,-75.22778	PH00095542	along a small tributary to the Tohickon Creek, north of PA Route #563, north of Kellers Church, Nockamixon State Park	https://lichenportal.org/portal/collections/individual/index.php?occid=1741841
COUNTRY	1000	PH	1741962	PH	James C. Lendemer	Pennsylvania	Monroe	4914.73	outside_boundary_exact	not_found_in_US	41.07861,-15.00667	PH00095663	Delaware Water Gap National Recreation Area, ca. 2 miles south of Bushkill, ca. 1 mile southeast of Shoemakers, Community Drive Wetlands.	https://lichenportal.org/portal/collections/individual/index.php?occid=1741962
COUNTRY	1000	PH	1744723	PH	James C. Lendemer	Pennsylvania	Carbon	4231.68	outside_boundary_exact	not_found_in_US	1.0125,-75.73333	PH00102817	along the east shore of the Lehigh River, just north of the mouth of Hickory Run, south of Goulds Run, Hickory Run State Park	https://lichenportal.org/portal/collections/individual/index.php?occid=1744723
COUNTRY	1000	PH	1744730	PH	James C. Lendemer	Pennsylvania	Lancaster	4973.06	outside_boundary_exact	not_found_in_US	39.74417,-16.18	PH00102824	New Texas Sepentine Barrens, north of fork in Black Baron Road west of New Texas, ca. 3 miles south of Wakefield	https://lichenportal.org/portal/collections/individual/index.php?occid=1744730
COUNTRY	1000	PH	1776398	PH	James C. Lendemer	Pennsylvania	Monroe	4880.47	outside_boundary_exact	not_found_in_US	41.22389,-15.37583	PH00105950	Tobyhanna State Park, Palen Swamp, north of PA Route #423	https://lichenportal.org/portal/collections/individual/index.php?occid=1776398
COUNTRY	1000	PH	1777854	PH	James C. Lendemer	Pennsylvania	Monroe	3546.32	outside_boundary_exact	not_found_in_US	8.07083,-75.00778	PH00107406	along Freeman Tract Road (River Road North) 1 1/2 miles east of intersection of River Road and Community Drive, ca. 2 miles southeast of Shoemakers, south of Bushkill, Delaware Watergap National Recreation Area	https://lichenportal.org/portal/collections/individual/index.php?occid=1777854
COUNTRY	1000	SBBG	154056	SBBG	J. Lendemer	Pennsylvania	Carbon	10518.17	outside_boundary_exact	not_found_in_US	40.971753,62.28869	SBBG012039L	Lehigh Gorge St Park; the margins of the gravel access road to Drakes Creek, Drakes Creek Access, south slope (north facing) of Drakes Creek Gorge.	https://lichenportal.org/portal/collections/individual/index.php?occid=154056
COUNTRY	1000	UCR(temp)	2592963	UCR(temp)	James Lendemer	Pennsylvania	Monroe	3435.25	outside_boundary_exact	not_found_in_US	41.228973,-33.373512	SBBG007996L	Tobyhanna State Park, Kistler Ledge	https://lichenportal.org/portal/collections/individual/index.php?occid=2592963
COUNTRY	1000	WIS	1048267	WIS	J.W. Thomson	Pennsylvania	Center	NA	county_not_matched_no_match	county_not_matched	40.73053,-77.763098	WIS-L-0027700	Bear Meadows, 10 miles SE of State College	https://lichenportal.org/portal/collections/individual/index.php?occid=1048267
COUNTRY	1000	WIS	1056768	WIS	J.W. Thomson	Pennsylvania	Center	NA	county_not_matched_no_match	county_not_matched	40.73053,-77.763098	WIS-L-0029716	Bear Meadow, 10 miles SE of State College	https://lichenportal.org/portal/collections/individual/index.php?occid=1056768
COUNTRY	1000	WIS	1057853	WIS	R.H. Torrey	Pennsylvania	Center	NA	county_not_matched_no_match	county_not_matched	40.73053,-77.763098	WIS-L-0030778	Bear meadows, 10 miles Southeast of State College	https://lichenportal.org/portal/collections/individual/index.php?occid=1057853
COUNTRY	1000	WIS	1068395	WIS	John W. Thomson	Pennsylvania	Center	NA	county_not_matched_no_match	county_not_matched	40.73053,-77.763098	WIS-L-0034463	Bear Meadows, 10 mi SE of State College	https://lichenportal.org/portal/collections/individual/index.php?occid=1068395
COUNTRY	1000	WIS	1070629	WIS	John W. Thomson	Pennsylvania	Center	NA	county_not_matched_no_match	county_not_matched	40.73053,-77.763098	WIS-L-0036587	Bear Meadows, SE of State College	https://lichenportal.org/portal/collections/individual/index.php?occid=1070629
COUNTRY	1000	WIS	1089229	WIS	J.W. Thomson	Pennsylvania	Center	NA	county_not_matched_no_match	county_not_matched	40.793395,-77.860001	WIS-L-0039430	"The Rocks," near State College	https://lichenportal.org/portal/collections/individual/index.php?occid=1089229
COUNTRY	1000	WIS	1089230	WIS	John W. Thomson	Pennsylvania	Center	NA	county_not_matched_no_match	county_not_matched	40.793395,-77.860001	WIS-L-0039431	"The Rocks" near State College	https://lichenportal.org/portal/collections/individual/index.php?occid=1089230
COUNTRY	1000	WIS	1089231	WIS	John W. Thomson	Pennsylvania	Center	NA	county_not_matched_no_match	county_not_matched	40.793395,-77.860001	WIS-L-0039432	"The Rocks," near State College	https://lichenportal.org/portal/collections/individual/index.php?occid=1089231
COUNTRY	1000	WIS	1089232	WIS	J.W. Thomson	Pennsylvania	Center	NA	county_not_matched_no_match	county_not_matched	40.793395,-77.860001	WIS-L-0039433	"The Rocks," near State College	https://lichenportal.org/portal/collections/individual/index.php?occid=1089232
COUNTRY	1000	WIS	1089233	WIS	John W. Thomson	Pennsylvania	Center	NA	county_not_matched_no_match	county_not_matched	40.793395,-77.860001	WIS-L-0039434	"The Rocks" near State College	https://lichenportal.org/portal/collections/individual/index.php?occid=1089233
COUNTRY	1000	WIS	1110922	WIS	John W. Thomson	Pennsylvania	Center	NA	county_not_matched_no_match	county_not_matched	40.793395,-77.860001	WIS-L-0048114	"The Rocks" near State College	https://lichenportal.org/portal/collections/individual/index.php?occid=1110922
COUNTRY	1000	WIS	1123998	WIS	John W. Thomson	Pennsylvania	Center	NA	county_not_matched_no_match	county_not_matched	40.793395,-77.860001	WIS-L-0049642	"The Rocks" near State College	https://lichenportal.org/portal/collections/individual/index.php?occid=1123998
COUNTRY	1000	WIS	1124606	WIS	John W. Thomson	Pennsylvania	Center	NA	county_not_matched_no_match	county_not_matched	40.808384,-77.903874	WIS-L-0050394	near Denny's, 6 mile northwest of State College	https://lichenportal.org/portal/collections/individual/index.php?occid=1124606
COUNTRY	1000	WIS	1124730	WIS	John W. Thomson	Pennsylvania	Center	NA	county_not_matched_no_match	county_not_matched	40.808384,-77.903874	WIS-L-0050519	near Denny's, 6 mi. NW of State College	https://lichenportal.org/portal/collections/individual/index.php?occid=1124730
COUNTRY	1000	WIS	1208183	WIS	J.W. Thomson	Pennsylvania	Center	NA	county_not_matched_no_match	county_not_matched	40.734206,-77.667074	WIS-L-0055773	Side of Broad Mt. SE of State College	https://lichenportal.org/portal/collections/individual/index.php?occid=1208183
COUNTRY	1000	WIS	1224285	WIS	J.W. Thomson	Pennsylvania	Center	NA	county_not_matched_no_match	county_not_matched	40.793395,-77.860001	WIS-L-0059014	"The Rocks", near State College	https://lichenportal.org/portal/collections/individual/index.php?occid=1224285
COUNTRY	1000	WIS	1301962	WIS	J.W. Thomson	Pennsylvania	Center	NA	county_not_matched_no_match	county_not_matched	40.793395,-77.860001	WIS-L-0070953	"The Rocks", near State College	https://lichenportal.org/portal/collections/individual/index.php?occid=1301962
COUNTRY	1000	WIS	1359542	WIS	J.W. Thomson	Pennsylvania	Center	NA	county_not_matched_no_match	county_not_matched	40.793395,-77.860001	WIS-L-0090842	"The Rocks", near State College	https://lichenportal.org/portal/collections/individual/index.php?occid=1359542
COUNTRY	1000	WIS	1366859	WIS	John W. Thomson	Pennsylvania	Center	NA	county_not_matched_no_match	county_not_matched	40.808384,-77.903874	WIS-L-0093453	Near Denny's 6 mi NW of State College	https://lichenportal.org/portal/collections/individual/index.php?occid=1366859
COUNTRY	1000	WIS	1369585	WIS	J.W. Thomson	Pennsylvania	Center	NA	county_not_matched_no_match	county_not_matched	40.793395,-77.860001	WIS-L-0095002	"The Rocks", near State College	https://lichenportal.org/portal/collections/individual/index.php?occid=1369585
COUNTRY	1000	WIS	1377899	WIS	J.W. Thomson	Pennsylvania	Warren-Forest	NA	county_not_matched_no_match	county_not_matched	41.616667,-79.166667	WIS-L-0099769	Minister Creek Campground, 6 mi W of Lynch on PA 666	https://lichenportal.org/portal/collections/individual/index.php?occid=1377899
COUNTRY	1000	WIS	1379478	WIS	J.W. Thomson	Pennsylvania	Center	NA	county_not_matched_no_match	county_not_matched	40.898391,-78.056396	WIS-L-0100282	Black Moshannon	https://lichenportal.org/portal/collections/individual/index.php?occid=1379478
COUNTRY	1000	WIS	1380022	WIS	J.W. Thomson	Pennsylvania	Center	NA	county_not_matched_no_match	county_not_matched	40.793395,-77.860001	WIS-L-0100696	"The Rocks", near State College	https://lichenportal.org/portal/collections/individual/index.php?occid=1380022
