error_type	priority	herbarium	id	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
COUNTRY	1000	ASU	4660255	Jason Hollinger	Virginia	Accomack	23.38	outside_boundary_exact	not_found_in_US	37.3294,-76.0111	NA	Savage Neck Dunes State Natural Area Preserve, old forested dunes along trail to beach	https://lichenportal.org/portal/collections/individual/index.php?occid=4660255
COUNTRY	1000	COLO	3171194	J. C. Lendemer	Virginia	Cheaspeake (Independent City)	NA	county_not_matched_no_match	county_not_matched	36.5764,-76.4297	COLO-L-0051409	Great Dismal Swamp National Wildlife Refuge, SW corner of intersection of Persimmon Ditch and Myrtle Ditch, 1.7 mi N of NC/VA state line	https://lichenportal.org/portal/collections/individual/index.php?occid=3171194
COUNTRY	1000	COLO	3171195	J. C. Lendemer	Virginia	Cheaspeake (Independent City)	NA	county_not_matched_no_match	county_not_matched	36.5764,-76.4297	COLO-L-0051476	Great Dismal Swamp National Wildlife Refuge, SW corner of intersection of Persimmon Ditch and Myrtle Ditch, 1.7 mi N of NC/VA state line	https://lichenportal.org/portal/collections/individual/index.php?occid=3171195
COUNTRY	1000	COLO	3171196	J. C. Lendemer	Virginia	Cheaspeake (Independent City)	NA	county_not_matched_no_match	county_not_matched	36.5764,-76.4297	COLO-L-0051492	Great Dismal Swamp National Wildlife Refuge, SW corner of intersection of Persimmon Ditch and Myrtle Ditch, 1.7 mi N of NC/VA state line	https://lichenportal.org/portal/collections/individual/index.php?occid=3171196
COUNTRY	1000	FH	4723636	R. S. Egan	Virginia	Madison County	12042.88	outside_boundary_exact	not_found_in_US	38.55,78.4	barcode-00377198	Shenandoah National Park; south slope of Hawksbill Mountain from Upper Hawksbill Overlook to the summit	https://lichenportal.org/portal/collections/individual/index.php?occid=4723636
COUNTRY	1000	GMUF	3556060	Lawrey, J.	Virginia	VA	NA	county_not_matched_no_match	county_not_matched	38.60555556,-77.41083333	GMUF-0016216	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=3556060
COUNTRY	1000	GMUF	3566729	Lawrey, J.	Virginia	Prince William	9381.99	outside_boundary_exact	not_found_in_US	38.58036111,38.58036111	GMUF-0016479	Prince William Forest Park; Parking Area H, S along High Meadow Tr. 0.5 km	https://lichenportal.org/portal/collections/individual/index.php?occid=3566729
COUNTRY	1000	KANU	1758747	Everett S Luttrell; John Claiborne Strickland	Virginia	Princess Anne	NA	county_not_matched_no_match	county_not_matched	36.723471,-75.963429	3383	Pungo: 3 mi E on Rte 625	https://lichenportal.org/portal/collections/individual/index.php?occid=1758747
COUNTRY	1000	OSC	4938622	Lawrence H. Pike	Virginia	Madison	12038.41	outside_boundary_exact	not_found_in_US	38.59,78.38	34345	Near turnoff from Skyline Drive to Skyland (M. P. 41.2)	https://lichenportal.org/portal/collections/individual/index.php?occid=4938622
COUNTRY	1000	TENN	1014982	Mason E. Hale	Virginia	Grysm	NA	county_not_matched_no_match	county_not_matched	36.625116,-81.4243	TENN-L-0000966	2 mi. west of Volney	https://lichenportal.org/portal/collections/individual/index.php?occid=1014982
