herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link	COUNTRY	1000
SBBG	1315401	SBBG	S. C. Tucker	Mississippi	Lamar	6405.32	outside_boundary_exact	not_found_in_US	15,-29	NA	Priest Landing	https://lichenportal.org/portal/collections/individual/index.php?occid=1315401	COUNTRY	1000
CSU	5385344	CSU	S. Strawn	Mississippi	USA	NA	county_not_matched_no_match	county_not_matched	31.134216,-89.021542	CSU-L-3326	DeSoto National Forest	https://lichenportal.org/portal/collections/individual/index.php?occid=5385344	COUNTRY	1000
MOR	1416471	MOR	Gerould Wilhelm	Mississippi	Ship Island	NA	county_not_matched_no_match	county_not_matched	30.212193,-88.972594	L-0001127-MOR	South of Biloxi, on the western end of Ship Island, at Fort Massachusetts.	https://lichenportal.org/portal/collections/individual/index.php?occid=1416471	COUNTRY	1000
MOR	1416612	MOR	Gerould Wilhelm	Mississippi	Ship Island	NA	county_not_matched_no_match	county_not_matched	30.212193,-88.972594	L-0001268-MOR	South of Biloxi, on the western end of Ship Island, at Fort Massachusetts.	https://lichenportal.org/portal/collections/individual/index.php?occid=1416612	COUNTRY	1000
OSC	4813003	OSC	Jennifer Weinziri	Mississippi	Jackson	302.8	outside_boundary_exact	Florida, Calhoun County	30.55,-85.24	OSC-M-051103	Latimer, north of Interstate 10, coastal range.	https://lichenportal.org/portal/collections/individual/index.php?occid=4813003	STATE	100
MIN	2897417	MIN	Egan, R.	Mississippi	Wilkinson	55.53	outside_boundary_exact	Louisiana, Tensas County	31.83333333,-91.5	020405	Pond, 13 Mi W of Woodville	https://lichenportal.org/portal/collections/individual/index.php?occid=2897417	STATE	100
MIN	334859	MIN	Egan, R.	Mississippi	Wilkinson	55.53	outside_boundary_exact	Louisiana, Tensas County	31.83333333,-91.5	704116	Pond, 13 Mi W of Woodville	https://lichenportal.org/portal/collections/individual/index.php?occid=334859	STATE	100
MIN	387978	MIN	Egan, R.	Mississippi	Wilkinson	55.53	outside_boundary_exact	Louisiana, Tensas County	31.83333333,-91.5	824746	Pond, 13 Mi W of Woodville	https://lichenportal.org/portal/collections/individual/index.php?occid=387978	STATE	100
MIN	387979	MIN	Egan, R.	Mississippi	Wilkinson	55.53	outside_boundary_exact	Louisiana, Tensas County	31.83333333,-91.5	824747	Pond, 13 Mi W of Woodville	https://lichenportal.org/portal/collections/individual/index.php?occid=387979	STATE	100
MIN	392676	MIN	Egan, R.	Mississippi	Wilkinson	55.53	outside_boundary_exact	Louisiana, Tensas County	31.83333333,-91.5	837070	Pond, 13 Mi W of Woodville	https://lichenportal.org/portal/collections/individual/index.php?occid=392676	STATE	100
MIN	392677	MIN	Egan, R.	Mississippi	Wilkinson	55.53	outside_boundary_exact	Louisiana, Tensas County	31.83333333,-91.5	837071	Pond, 13 Mi W of Woodville	https://lichenportal.org/portal/collections/individual/index.php?occid=392677	STATE	100
TENN	1112521	TENN	Ken E. Rogers	Mississippi	Pearl River	2.1	outside_boundary_exact	Louisiana, St. Tammany County	30.525416,-89.797474	TENN-L-0006404	7 mi. W of Picayune	https://lichenportal.org/portal/collections/individual/index.php?occid=1112521	STATE	100
TENN	1112579	TENN	Ken E. Rogers	Mississippi	Wilkinson	242.63	outside_boundary_exact	Mississippi, Holmes County	33.197072,-89.777305	TENN-L-0006462	13 miles west of jet 33 and 24 off highway 24	https://lichenportal.org/portal/collections/individual/index.php?occid=1112579	COUNTY	10
TENN	1112590	TENN	Ken E. Rogers	Mississippi	Wilkinson	242.63	outside_boundary_exact	Mississippi, Holmes County	33.197072,-89.777305	TENN-L-0006473	13 miles west of jet 33 and 24 off highway 24	https://lichenportal.org/portal/collections/individual/index.php?occid=1112590	COUNTY	10
TENN	1112654	TENN	Ken E. Rogers	Mississippi	Wilkinson	242.63	outside_boundary_exact	Mississippi, Holmes County	33.197072,-89.777305	TENN-L-0006537	13 miles west of jet 33 and 24 off highway 24	https://lichenportal.org/portal/collections/individual/index.php?occid=1112654	COUNTY	10
TENN	1067022	TENN	Ken E. Rogers	Mississippi	Wilkinson	242.31	outside_boundary_exact	Mississippi, Holmes County	33.19,-89.77	TENN-L-0005852	13 miles West of of Junction 33 and 24, off highway 24	https://lichenportal.org/portal/collections/individual/index.php?occid=1067022	COUNTY	10
TENN	1112581	TENN	Ken E. Rogers	Mississippi	Jackson	189.73	outside_boundary_exact	Mississippi, Scott County	32.364589,-89.474235	TENN-L-0006464	Ole Miss Forestry lands	https://lichenportal.org/portal/collections/individual/index.php?occid=1112581	COUNTY	10
