error_type	priority	herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
STATE	100	CMN	450562	CMN	Hammer, S.	Vermont	Windham Co. (VT)	47.17	outside_boundary_reverse_partial	New York, Washington County	43.3333,-73.5	CANL 113723	South of Windham	https://lichenportal.org/portal/collections/individual/index.php?occid=450562
STATE	100	CMN	450575	CMN	Hammer, S.	Vermont	Windham Co. (VT)	47.17	outside_boundary_reverse_partial	New York, Washington County	43.3333,-73.5	CANL 113737	South of Windham	https://lichenportal.org/portal/collections/individual/index.php?occid=450575
STATE	100	CMN	450582	CMN	Hammer, S.	Vermont	Windham Co. (VT)	47.17	outside_boundary_reverse_partial	New York, Washington County	43.3333,-73.5	CANL 113745	Immediately south of Windham	https://lichenportal.org/portal/collections/individual/index.php?occid=450582
STATE	100	CMN	450593	CMN	Hammer, S.	Vermont	Windham Co. (VT)	47.17	outside_boundary_reverse_partial	New York, Washington County	43.3333,-73.5	CANL 113756	South of Windham	https://lichenportal.org/portal/collections/individual/index.php?occid=450593
STATE	100	ILL	1508194	ILL	Harold N. Molderke	Vermont	Windsor	1266.65	outside_boundary_exact	Tennessee, Blount County	35.754065,-83.966473	ILL00037969	Tyson	https://lichenportal.org/portal/collections/individual/index.php?occid=1508194
STATE	100	MAINE	1971830	MAINE	J. Nelson	Vermont	WINDSOR	162.82	outside_boundary_exact	Maine, Oxford County	44.373,-70.347	MAINE-L-0005440	Hartford	https://lichenportal.org/portal/collections/individual/index.php?occid=1971830
STATE	100	MAINE	1972200	MAINE	J. Nelson	Vermont	WINDSOR	162.82	outside_boundary_exact	Maine, Oxford County	44.373,-70.347	MAINE-L-0005810	Hartland	https://lichenportal.org/portal/collections/individual/index.php?occid=1972200
STATE	100	MAINE	1972974	MAINE	J. Nelson	Vermont	WINDSOR	162.82	outside_boundary_exact	Maine, Oxford County	44.373,-70.347	MAINE-L-0006631	Hartland	https://lichenportal.org/portal/collections/individual/index.php?occid=1972974
STATE	100	MAINE	1973074	MAINE	J. Nelson	Vermont	WINDSOR	162.82	outside_boundary_exact	Maine, Oxford County	44.373,-70.347	MAINE-L-0006731	Hartland	https://lichenportal.org/portal/collections/individual/index.php?occid=1973074
STATE	100	MIN	408337	MIN	Hammer, S.	Vermont	Windham	47.18	outside_boundary_exact	New York, Washington County	43.33333333,-73.5	870685	S of Windham	https://lichenportal.org/portal/collections/individual/index.php?occid=408337
STATE	100	US	2944377	US	S. Hammer	Vermont	Windham	46.99	outside_boundary_exact	New York, Washington County	43.33,-73.5	NA	S of Windham	https://lichenportal.org/portal/collections/individual/index.php?occid=2944377
STATE	100	US	2947307	US	S. Hammer	Vermont	Windham	46.99	outside_boundary_exact	New York, Washington County	43.33,-73.5	NA	S of Windham	https://lichenportal.org/portal/collections/individual/index.php?occid=2947307
STATE	100	US	2948230	US	S. Hammer	Vermont	Windham	46.99	outside_boundary_exact	New York, Washington County	43.33,-73.5	NA	S of Windham	https://lichenportal.org/portal/collections/individual/index.php?occid=2948230
STATE	100	US	3363892	US	S. Hammer	Vermont	Windham County	46.99	outside_boundary_exact	New York, Washington County	43.33,-73.5	NA	Immediately south of Windham.	https://lichenportal.org/portal/collections/individual/index.php?occid=3363892
STATE	100	VT	1314366	VT	C. C. Frost	Vermont	Windham	1.47	outside_boundary_exact	New Hampshire, Cheshire County	42.86388,-72.536379	UVMVT018675	Bald and Wantastiquet Mts.	https://lichenportal.org/portal/collections/individual/index.php?occid=1314366
STATE	100	VT	1317697	VT	C. C. Frost	Vermont	Windham	0.66	outside_boundary_exact	New Hampshire, Cheshire County	43.136868,-72.432489	UVMVT019139	Fall Mt. Near Bellows Falls	https://lichenportal.org/portal/collections/individual/index.php?occid=1317697
STATE	100	VT	1318003	VT	C. C. Frost	Vermont	Windham	1.47	outside_boundary_exact	New Hampshire, Cheshire County	42.86388,-72.536379	UVMVT019445	Wantastiquet Mt.	https://lichenportal.org/portal/collections/individual/index.php?occid=1318003
STATE	100	VT	1318198	VT	C. C. Frost	Vermont	Windham	0.66	outside_boundary_exact	New Hampshire, Cheshire County	43.136868,-72.432489	UVMVT019640	Fall Mt.	https://lichenportal.org/portal/collections/individual/index.php?occid=1318198
STATE	100	VT	1318199	VT	C. C. Frost	Vermont	Windham	0.66	outside_boundary_exact	New Hampshire, Cheshire County	43.136868,-72.432489	UVMVT019641	Fall Mt.	https://lichenportal.org/portal/collections/individual/index.php?occid=1318199
