herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link	COUNTRY	1000
FH	4724843	FH	P. F. May	Vermont	Bennington County	10679.93	outside_boundary_exact	not_found_in_US	42.901,72.952	barcode-00377713	Green Mountain National Forest, W side of FS 71, 1.6 km N of VT 9, near Searsburg Reservoir	https://lichenportal.org/portal/collections/individual/index.php?occid=4724843	COUNTRY	1000
SBBG	137578	SBBG	Robert Egan	Vermont	Washington	3308.38	outside_boundary_exact	not_found_in_US	72.7125,-44.2375	SBBG007454L	Moretown Gap, 6.5 mi NW of Northfield	https://lichenportal.org/portal/collections/individual/index.php?occid=137578	COUNTRY	1000
MIN	387493	MIN	Wetmore, C.	Vermont	Bennington	310.81	outside_boundary_exact	not_found_in_US	46.10083333,-73.00916667	823726	0.5 Mi S of Bourn Pond; Lye Brook Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=387493	COUNTRY	1000
MIN	387494	MIN	Wetmore, C.	Vermont	Bennington	310.81	outside_boundary_exact	not_found_in_US	46.10083333,-73.00916667	823727	0.5 Mi S of Bourn Pond; Lye Brook Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=387494	COUNTRY	1000
MIN	387495	MIN	Wetmore, C.	Vermont	Bennington	310.81	outside_boundary_exact	not_found_in_US	46.10083333,-73.00916667	823728	0.5 Mi S of Bourn Pond; Lye Brook Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=387495	COUNTRY	1000
MIN	387496	MIN	Wetmore, C.	Vermont	Bennington	310.81	outside_boundary_exact	not_found_in_US	46.10083333,-73.00916667	823729	0.5 Mi S of Bourn Pond; Lye Brook Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=387496	COUNTRY	1000
MIN	387497	MIN	Wetmore, C.	Vermont	Bennington	310.81	outside_boundary_exact	not_found_in_US	46.10083333,-73.00916667	823730	0.5 Mi S of Bourn Pond; Lye Brook Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=387497	COUNTRY	1000
MIN	387499	MIN	Wetmore, C.	Vermont	Bennington	310.81	outside_boundary_exact	not_found_in_US	46.10083333,-73.00916667	823732	0.5 Mi S of Bourn Pond; Lye Brook Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=387499	COUNTRY	1000
MIN	387500	MIN	Wetmore, C.	Vermont	Bennington	310.81	outside_boundary_exact	not_found_in_US	46.10083333,-73.00916667	823733	0.5 Mi S of Bourn Pond; Lye Brook Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=387500	COUNTRY	1000
MIN	387501	MIN	Wetmore, C.	Vermont	Bennington	310.81	outside_boundary_exact	not_found_in_US	46.10083333,-73.00916667	823734	0.5 Mi S of Bourn Pond; Lye Brook Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=387501	COUNTRY	1000
MIN	387502	MIN	Wetmore, C.	Vermont	Bennington	310.81	outside_boundary_exact	not_found_in_US	46.10083333,-73.00916667	823735	0.5 Mi S of Bourn Pond; Lye Brook Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=387502	COUNTRY	1000
MIN	387503	MIN	Wetmore, C.	Vermont	Bennington	310.81	outside_boundary_exact	not_found_in_US	46.10083333,-73.00916667	823736	0.5 Mi S of Bourn Pond; Lye Brook Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=387503	COUNTRY	1000
MIN	387504	MIN	Wetmore, C.	Vermont	Bennington	310.81	outside_boundary_exact	not_found_in_US	46.10083333,-73.00916667	823737	0.5 Mi S of Bourn Pond; Lye Brook Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=387504	COUNTRY	1000
MIN	387505	MIN	Wetmore, C.	Vermont	Bennington	310.81	outside_boundary_exact	not_found_in_US	46.10083333,-73.00916667	823738	0.5 Mi S of Bourn Pond; Lye Brook Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=387505	COUNTRY	1000
MIN	387506	MIN	Wetmore, C.	Vermont	Bennington	310.81	outside_boundary_exact	not_found_in_US	46.10083333,-73.00916667	823739	0.5 Mi S of Bourn Pond; Lye Brook Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=387506	COUNTRY	1000
MIN	387507	MIN	Wetmore, C.	Vermont	Bennington	310.81	outside_boundary_exact	not_found_in_US	46.10083333,-73.00916667	823740	0.5 Mi S of Bourn Pond; Lye Brook Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=387507	COUNTRY	1000
MIN	387508	MIN	Wetmore, C.	Vermont	Bennington	310.81	outside_boundary_exact	not_found_in_US	46.10083333,-73.00916667	823741	0.5 Mi S of Bourn Pond; Lye Brook Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=387508	COUNTRY	1000
MIN	387509	MIN	Wetmore, C.	Vermont	Bennington	310.81	outside_boundary_exact	not_found_in_US	46.10083333,-73.00916667	823742	0.5 Mi S of Bourn Pond; Lye Brook Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=387509	COUNTRY	1000
MIN	387510	MIN	Wetmore, C.	Vermont	Bennington	310.81	outside_boundary_exact	not_found_in_US	46.10083333,-73.00916667	823743	0.5 Mi S of Bourn Pond; Lye Brook Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=387510	COUNTRY	1000
MIN	387511	MIN	Wetmore, C.	Vermont	Bennington	310.81	outside_boundary_exact	not_found_in_US	46.10083333,-73.00916667	823744	0.5 Mi S of Bourn Pond; Lye Brook Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=387511	COUNTRY	1000
MIN	387512	MIN	Wetmore, C.	Vermont	Bennington	310.81	outside_boundary_exact	not_found_in_US	46.10083333,-73.00916667	823745	0.5 Mi S of Bourn Pond; Lye Brook Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=387512	COUNTRY	1000
MIN	387513	MIN	Wetmore, C.	Vermont	Bennington	310.81	outside_boundary_exact	not_found_in_US	46.10083333,-73.00916667	823746	0.5 Mi S of Bourn Pond; Lye Brook Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=387513	COUNTRY	1000
MIN	387514	MIN	Wetmore, C.	Vermont	Bennington	310.81	outside_boundary_exact	not_found_in_US	46.10083333,-73.00916667	823747	0.5 Mi S of Bourn Pond; Lye Brook Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=387514	COUNTRY	1000
MIN	387515	MIN	Wetmore, C.	Vermont	Bennington	310.81	outside_boundary_exact	not_found_in_US	46.10083333,-73.00916667	823748	0.5 Mi S of Bourn Pond; Lye Brook Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=387515	COUNTRY	1000
MIN	387516	MIN	Wetmore, C.	Vermont	Bennington	310.81	outside_boundary_exact	not_found_in_US	46.10083333,-73.00916667	823749	0.5 Mi S of Bourn Pond; Lye Brook Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=387516	COUNTRY	1000
MIN	387517	MIN	Wetmore, C.	Vermont	Bennington	310.81	outside_boundary_exact	not_found_in_US	46.10083333,-73.00916667	823750	0.5 Mi S of Bourn Pond; Lye Brook Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=387517	COUNTRY	1000
MIN	387518	MIN	Wetmore, C.	Vermont	Bennington	310.81	outside_boundary_exact	not_found_in_US	46.10083333,-73.00916667	823751	0.5 Mi S of Bourn Pond; Lye Brook Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=387518	COUNTRY	1000
MIN	387772	MIN	Wetmore, C.	Vermont	Bennington	310.81	outside_boundary_exact	not_found_in_US	46.10083333,-73.00916667	824004	0.5 Mi S of Bourn Pond; Lye Brook Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=387772	COUNTRY	1000
MIN	387773	MIN	Wetmore, C.	Vermont	Bennington	310.81	outside_boundary_exact	not_found_in_US	46.10083333,-73.00916667	824005	0.5 Mi S of Bourn Pond; Lye Brook Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=387773	COUNTRY	1000
MIN	387774	MIN	Wetmore, C.	Vermont	Bennington	310.81	outside_boundary_exact	not_found_in_US	46.10083333,-73.00916667	824006	0.5 Mi S of Bourn Pond; Lye Brook Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=387774	COUNTRY	1000
CUP	2939990	CUP	B.D. Ryan	Vermont	Winsor	NA	county_not_matched_no_match	county_not_matched	43.416667,-72.5	CUP-L-0008988	Mount Ascutney, Brownsville trail.	https://lichenportal.org/portal/collections/individual/index.php?occid=2939990	COUNTRY	1000
MOR	1415546	MOR	Gerould Wilhelm	Vermont	Hartford	NA	county_not_matched_no_match	county_not_matched	43.636437,-72.413754	L-0000204-MOR	About 5 miles west of White River Junction, at Quechee State Park, along the west side of Quechee Gorge, just south of the U.S. 4 bridge	https://lichenportal.org/portal/collections/individual/index.php?occid=1415546	COUNTRY	1000
MOR	1415619	MOR	Gerould Wilhelm	Vermont	Hartford	NA	county_not_matched_no_match	county_not_matched	43.634076,-72.410321	L-0000277-MOR	About 5 miles west of White River Junction, at Quechee State Park, along the west side of Quechee Gorge, just south of the U.S. 4 bridge	https://lichenportal.org/portal/collections/individual/index.php?occid=1415619	COUNTRY	1000
