error_type	priority	herbarium	id	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
COUNTY	10	KANU	1648972	Clifford M Wetmore	Vermont	Windham	88.63	outside_boundary_exact	Vermont, Washington County	44.05639,-72.80194	386861	Wardsboro Center: S	https://lichenportal.org/portal/collections/individual/index.php?occid=1648972
COUNTY	10	MIN	934012	Wetmore, C.	Vermont	Windham	88.63	outside_boundary_exact	Vermont, Washington County	44.05639,-72.80194	924264	Rice Mountain, S of Wardsboro Center	https://lichenportal.org/portal/collections/individual/index.php?occid=934012
COUNTY	10	PH	2690384	WETMORE, C	Vermont	WINDHAM	88.63	outside_boundary_exact	Vermont, Washington County	44.05639,-72.80194	PH00146951	N SIDE RICE MTN, S OF WARDSBORO CENTER	https://lichenportal.org/portal/collections/individual/index.php?occid=2690384
COUNTY	10	MIN	2905250	Egan, R.	Vermont	Addison	64.96	outside_boundary_exact	Vermont, Franklin County	44.88333333,-72.92916667	941388	Lincoln Gap, 4 Mi Wsw of Warren; Green Mountain National Forest	https://lichenportal.org/portal/collections/individual/index.php?occid=2905250
COUNTY	10	MIN	2905251	Egan, R.	Vermont	Addison	64.96	outside_boundary_exact	Vermont, Franklin County	44.88333333,-72.92916667	941389	Lincoln Gap, 4 Mi Wsw of Warren; Green Mountain National Forest	https://lichenportal.org/portal/collections/individual/index.php?occid=2905251
COUNTY	10	MIN	2905252	Egan, R.	Vermont	Addison	64.96	outside_boundary_exact	Vermont, Franklin County	44.88333333,-72.92916667	941390	Lincoln Gap, 4 Mi Wsw of Warren; Green Mountain National Forest	https://lichenportal.org/portal/collections/individual/index.php?occid=2905252
COUNTY	10	MIN	2905253	Egan, R.	Vermont	Addison	64.96	outside_boundary_exact	Vermont, Franklin County	44.88333333,-72.92916667	941391	Lincoln Gap, 4 Mi Wsw of Warren; Green Mountain National Forest	https://lichenportal.org/portal/collections/individual/index.php?occid=2905253
COUNTY	10	MIN	2905254	Egan, R.	Vermont	Addison	64.96	outside_boundary_exact	Vermont, Franklin County	44.88333333,-72.92916667	941392	Lincoln Gap, 4 Mi Wsw of Warren; Green Mountain National Forest	https://lichenportal.org/portal/collections/individual/index.php?occid=2905254
COUNTY	10	MIN	403246	Egan, R.	Vermont	Addison	64.96	outside_boundary_exact	Vermont, Franklin County	44.88333333,-72.92916667	862544	Lincoln Gap, Wsw of Warren; Green Mountain National Forest	https://lichenportal.org/portal/collections/individual/index.php?occid=403246
COUNTY	10	MIN	433433	Egan, R.	Vermont	Addison	64.96	outside_boundary_exact	Vermont, Franklin County	44.88333333,-72.92916667	909490	Lincoln Gap, Wsw of Warren; Green Mountain National Forest	https://lichenportal.org/portal/collections/individual/index.php?occid=433433
COUNTY	10	MIN	433434	Egan, R.	Vermont	Addison	64.96	outside_boundary_exact	Vermont, Franklin County	44.88333333,-72.92916667	909491	Lincoln Gap, Wsw of Warren; Green Mountain National Forest	https://lichenportal.org/portal/collections/individual/index.php?occid=433434
COUNTY	10	MIN	433435	Egan, R.	Vermont	Addison	64.96	outside_boundary_exact	Vermont, Franklin County	44.88333333,-72.92916667	909492	Lincoln Gap, Wsw of Warren; Green Mountain National Forest	https://lichenportal.org/portal/collections/individual/index.php?occid=433435
COUNTY	10	MIN	433436	Egan, R.	Vermont	Addison	64.96	outside_boundary_exact	Vermont, Franklin County	44.88333333,-72.92916667	909493	Lincoln Gap, Wsw of Warren; Green Mountain National Forest	https://lichenportal.org/portal/collections/individual/index.php?occid=433436
COUNTY	10	AUA	2690916	Dutton, D. Lewis	Vermont	Windsor	64.01	outside_boundary_exact	Vermont, Chittenden County	44.52588,-72.94513	AUA-L-0000384	Region Mt. Mansfield, Underhill	https://lichenportal.org/portal/collections/individual/index.php?occid=2690916
COUNTY	10	AUA	2692054	Dutton, D. Lewis	Vermont	Windsor	64.01	outside_boundary_exact	Vermont, Chittenden County	44.52588,-72.94513	AUA-L-0000294	Region M. Mansfield, Underhill	https://lichenportal.org/portal/collections/individual/index.php?occid=2692054
COUNTY	10	MIN	303656	Kirk, G.	Vermont	Chittenden	62.99	outside_boundary_exact	Vermont, Rutland County	43.604513,-72.820102	581644	Sherburne, Mt. Killington	https://lichenportal.org/portal/collections/individual/index.php?occid=303656
COUNTY	10	MIN	318806	Dutton, D.; Kirk	Vermont	Chittenden	62.99	outside_boundary_exact	Vermont, Rutland County	43.604513,-72.820102	663039	Sherburne, Killington	https://lichenportal.org/portal/collections/individual/index.php?occid=318806
