error_type	priority	herbarium	id	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
COUNTRY	1000	ASU	99668	G.T. Johnson	Tennessee	Liberty	NA	county_not_matched_no_match	county_not_matched	30.26,-95.08	NA	4.8 km E of Huffman	https://lichenportal.org/portal/collections/individual/index.php?occid=99668
COUNTRY	1000	FLAS	3790191	Rick Demmer	Tennessee	Cocke	700.98	outside_boundary_exact	not_found_in_US	30,-86.416667	FLAS L13477	Newport, 1525 DePaul Rd.	https://lichenportal.org/portal/collections/individual/index.php?occid=3790191
COUNTRY	1000	FLAS	3790192	Rick Demmer	Tennessee	Cocke	700.98	outside_boundary_exact	not_found_in_US	30,-86.416667	FLAS L13478	Newport, 1525 DePaul Rd.	https://lichenportal.org/portal/collections/individual/index.php?occid=3790192
COUNTRY	1000	FLAS	3790193	Rick Demmer	Tennessee	Cocke	700.98	outside_boundary_exact	not_found_in_US	30,-86.416667	FLAS L13479	Newport, 1525 DePaul Rd.	https://lichenportal.org/portal/collections/individual/index.php?occid=3790193
COUNTRY	1000	FLAS	3790194	Rick Demmer	Tennessee	Cocke	700.98	outside_boundary_exact	not_found_in_US	30,-86.416667	FLAS L13480	Newport, 1525 DePaul Rd.	https://lichenportal.org/portal/collections/individual/index.php?occid=3790194
COUNTRY	1000	FLAS	3790195	Rick Demmer	Tennessee	Cocke	700.98	outside_boundary_exact	not_found_in_US	30,-86.416667	FLAS L13481	Newport, 1525 DePaul Rd.	https://lichenportal.org/portal/collections/individual/index.php?occid=3790195
COUNTRY	1000	FLAS	3790196	Rick Demmer	Tennessee	Cocke	700.98	outside_boundary_exact	not_found_in_US	30,-86.416667	FLAS L13482	Newport, 1525 DePaul Rd.	https://lichenportal.org/portal/collections/individual/index.php?occid=3790196
COUNTRY	1000	FLAS	3790197	Rick Demmer	Tennessee	Cocke	700.98	outside_boundary_exact	not_found_in_US	30,-86.416667	FLAS L13483	Newport, 1525 DePaul Rd.	https://lichenportal.org/portal/collections/individual/index.php?occid=3790197
COUNTRY	1000	FLAS	3790198	Rick Demmer	Tennessee	Cocke	700.98	outside_boundary_exact	not_found_in_US	30,-86.416667	FLAS L13484	Newport, 1525 DePaul Rd.	https://lichenportal.org/portal/collections/individual/index.php?occid=3790198
COUNTRY	1000	FLAS	3790199	Rick Demmer	Tennessee	Cocke	700.98	outside_boundary_exact	not_found_in_US	30,-86.416667	FLAS L13485	Newport, 1525 DePaul Rd.	https://lichenportal.org/portal/collections/individual/index.php?occid=3790199
