error_type	priority	herbarium	id	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
STATE	100	APSC	3431640	Haskell C. Phillips	Tennessee	Stewart	7.65	outside_boundary_exact	Kentucky, Trigg County	36.746418,-88.042379	APSC-L-0000066	0.25 mi. N of Quadron 6K3, E Shore of Kentucky Lake	https://lichenportal.org/portal/collections/individual/index.php?occid=3431640
STATE	100	APSC	3431644	Haskell C. Phillips	Tennessee	Stewart	7.65	outside_boundary_exact	Kentucky, Trigg County	36.746418,-88.042379	APSC-L-0000070	0.25 mi. N of Quadron 6K3, E Shore of Kentucky Lake	https://lichenportal.org/portal/collections/individual/index.php?occid=3431644
STATE	100	APSC	3572176	Haskell C. Phillips	Tennessee	Sevier	0	outside_boundary_exact	North Carolina, Swain County	35.562872,-83.498496	APSC-L-0000237	Clingmans Dome; Great Smoky Mountains National Park	https://lichenportal.org/portal/collections/individual/index.php?occid=3572176
STATE	100	APSC	3572177	Haskell C. Phillips	Tennessee	Sevier	0	outside_boundary_exact	North Carolina, Swain County	35.562872,-83.498496	APSC-L-0000238	Clingmans Dome; Great Smoky Mountains National Park	https://lichenportal.org/portal/collections/individual/index.php?occid=3572177
STATE	100	APSC	3572180	Haskell C. Phillips	Tennessee	Sevier	0	outside_boundary_exact	North Carolina, Swain County	35.562872,-83.498496	APSC-L-0000241	Clingmans Dome; Great Smoky Mountains National Park	https://lichenportal.org/portal/collections/individual/index.php?occid=3572180
STATE	100	APSC	3572188	Haskell C. Phillips	Tennessee	Sevier	0	outside_boundary_exact	North Carolina, Swain County	35.562872,-83.498496	APSC-L-0000249	Clingmans Dome; Great Smoky Mountains National Park	https://lichenportal.org/portal/collections/individual/index.php?occid=3572188
STATE	100	APSC	3580910	Haskell C. Phillips	Tennessee	Stewart	7.65	outside_boundary_exact	Kentucky, Trigg County	36.746418,-88.042379	APSC-L-0000379	0.25 mi. N of Quadron 6K3, E Shore of Kentucky Lake	https://lichenportal.org/portal/collections/individual/index.php?occid=3580910
STATE	100	APSC	3581018	Haskell C. Phillips	Tennessee	Sevier	0	outside_boundary_exact	North Carolina, Swain County	35.562872,-83.498496	APSC-L-0000466	Clingmans Dome; Great Smoky Mountains National Park	https://lichenportal.org/portal/collections/individual/index.php?occid=3581018
STATE	100	ASU	101128	S.D. Sharnoff	Tennessee	Carter	0.58	outside_boundary_exact	North Carolina, Mitchell County	36.1,-82.1333333	NA	Roan Mountain, S of Elizabethton, off TN 143, Roan High Bluff	https://lichenportal.org/portal/collections/individual/index.php?occid=101128
STATE	100	ASU	101235	S.D. Sharnoff	Tennessee	Carter	2.35	outside_boundary_exact	North Carolina, Mitchell County	36.0833333,-82.1333333	ASUL035121	Roan Mountain, S of Elizabethton, off TN 143, Round Bald	https://lichenportal.org/portal/collections/individual/index.php?occid=101235
STATE	100	ASU	101372	S.D. Sharnoff	Tennessee	Carter	2.35	outside_boundary_exact	North Carolina, Mitchell County	36.0833333,-82.1333333	NA	Roan Mountain, S of Elizabethton, off TN 143, Round Bald	https://lichenportal.org/portal/collections/individual/index.php?occid=101372
STATE	100	ASU	4659878	Jason Hollinger	Tennessee	Cocke	0.18	outside_boundary_exact	North Carolina, Haywood County	35.733,-83.182	NA	Great Smoky Mountains National Park, Appalachian Trail south of Low Gap	https://lichenportal.org/portal/collections/individual/index.php?occid=4659878
STATE	100	ASU	4659879	Jason Hollinger	Tennessee	Cocke	0.18	outside_boundary_exact	North Carolina, Haywood County	35.733,-83.182	NA	Great Smoky Mountains National Park, Appalachian Trail south of Low Gap	https://lichenportal.org/portal/collections/individual/index.php?occid=4659879
STATE	100	ASU	4659881	Jason Hollinger	Tennessee	Cocke	0.18	outside_boundary_exact	North Carolina, Haywood County	35.733,-83.182	NA	Great Smoky Mountains National Park, Appalachian Trail south of Low Gap	https://lichenportal.org/portal/collections/individual/index.php?occid=4659881
STATE	100	ASU	4659882	Jason Hollinger	Tennessee	Cocke	0.18	outside_boundary_exact	North Carolina, Haywood County	35.733,-83.182	NA	Great Smoky Mountains National Park, Appalachian Trail south of Low Gap	https://lichenportal.org/portal/collections/individual/index.php?occid=4659882
STATE	100	ASU	4659883	Jason Hollinger	Tennessee	Cocke	0.02	outside_boundary_exact	North Carolina, Haywood County	35.7294,-83.1892	NA	Great Smoky Mountains National Park, Appalachian Trail near Cosby Knob	https://lichenportal.org/portal/collections/individual/index.php?occid=4659883
STATE	100	ASU	4659884	Jason Hollinger	Tennessee	Cocke	0.02	outside_boundary_exact	North Carolina, Haywood County	35.7294,-83.1892	NA	Great Smoky Mountains National Park, Appalachian Trail near Cosby Knob	https://lichenportal.org/portal/collections/individual/index.php?occid=4659884
STATE	100	ASU	4659936	Jason Hollinger	Tennessee	Carter	0.51	outside_boundary_exact	North Carolina, Mitchell County	36.1,-82.12	NA	Roan Mountain, Appalachian Trail west of Carvers Gap	https://lichenportal.org/portal/collections/individual/index.php?occid=4659936
STATE	100	ASU	4659945	Jason Hollinger	Tennessee	Carter	0.51	outside_boundary_exact	North Carolina, Mitchell County	36.1,-82.12	NA	Roan Mountain, Appalachian Trail west of Carvers Gap	https://lichenportal.org/portal/collections/individual/index.php?occid=4659945
STATE	100	ASU	4659953	Jason Hollinger	Tennessee	Carter	0.51	outside_boundary_exact	North Carolina, Mitchell County	36.1,-82.12	NA	Roan Mountain, Appalachian Trail west of Carvers Gap	https://lichenportal.org/portal/collections/individual/index.php?occid=4659953
STATE	100	ASU	65063	I. Yoshimura	Tennessee	Carter	0.41	outside_boundary_exact	North Carolina, Mitchell County	36.1,-82.0833333	NA	Roan Mountain	https://lichenportal.org/portal/collections/individual/index.php?occid=65063
STATE	100	ASU	96661	S.K. Harris	Tennessee	Carter	0.41	outside_boundary_exact	North Carolina, Mitchell County	36.1,-82.0833333	NA	Roan Mtn.	https://lichenportal.org/portal/collections/individual/index.php?occid=96661
STATE	100	ASU	97158	E. Dahl	Tennessee	Carter	0.01	outside_boundary_exact	North Carolina, Mitchell County	36.10444,-82.1222	NA	Roan Mountain	https://lichenportal.org/portal/collections/individual/index.php?occid=97158
STATE	100	CMN	3322620	Sharnoff, Stephen | Sharnoff, Sylvia D.	Tennessee	Carter Co. (TN)	0.57	outside_boundary_reverse_partial	North Carolina, Mitchell County	36.1,-82.1333	CANL 118694	Roan Mountain. S of Elizabethton off TN 143. Cloudland Hotel site parking lot.	https://lichenportal.org/portal/collections/individual/index.php?occid=3322620
STATE	100	CMN	3323231	Sharnoff, Sylvia D. | Sharnoff, Stephen	Tennessee	Carter Co. (TN)	0.57	outside_boundary_reverse_partial	North Carolina, Mitchell County	36.1,-82.1333	CANL 123613	Roan Mt., S. of Elizabethton, off TN 143, Roan High Bluff.	https://lichenportal.org/portal/collections/individual/index.php?occid=3323231
STATE	100	CMN	3332385	Sharnoff, Sylvia D. | Sharnoff, Stephen	Tennessee	Carter Co. (TN)	0.57	outside_boundary_reverse_partial	North Carolina, Mitchell County	36.1,-82.1333	CANL 123614	Roan Mt., S. of Elizabethton, off TN 143, Roan High Bluff.	https://lichenportal.org/portal/collections/individual/index.php?occid=3332385
STATE	100	CMN	3333488	Sharnoff, Sylvia D. | Sharnoff, Stephen	Tennessee	Carter Co. (TN)	0.57	outside_boundary_reverse_partial	North Carolina, Mitchell County	36.1,-82.1333	CANL 123611	Roan Mt., S of Elizabethton, off TN 143, Roan High Bluff.	https://lichenportal.org/portal/collections/individual/index.php?occid=3333488
STATE	100	CMN	451453	Sharnoff, Stephen | Sharnoff, Sylvia D.	Tennessee	Carter Co. (TN)	0.57	outside_boundary_reverse_partial	North Carolina, Mitchell County	36.1,-82.1333	CANL 115423	Roan Mountain, S of Elizabethton, off TN 143, Roan High Bluff	https://lichenportal.org/portal/collections/individual/index.php?occid=451453
STATE	100	CMN	451607	Sharnoff, Stephen | Sharnoff, Sylvia D.	Tennessee	Carter Co. (TN)	2.35	outside_boundary_reverse_partial	North Carolina, Mitchell County	36.0833,-82.1333	CANL 115585	Roan Mountain, S of Elizabethton, off TN 143, Round Bald	https://lichenportal.org/portal/collections/individual/index.php?occid=451607
STATE	100	CMN	451697	Sharnoff, Stephen | Sharnoff, Sylvia D.	Tennessee	Carter Co. (TN)	2.35	outside_boundary_reverse_partial	North Carolina, Mitchell County	36.0833,-82.1333	CANL 115676	Roan Mountain, S of Elizabethton, off TN 143, Round Bald	https://lichenportal.org/portal/collections/individual/index.php?occid=451697
STATE	100	CMN	451747	Sharnoff, Stephen | Sharnoff, Sylvia D.	Tennessee	Carter Co. (TN)	2.35	outside_boundary_reverse_partial	North Carolina, Mitchell County	36.0833,-82.1333	CANL 115728	Roan Mountain, S of Elizabethton, off TN 143, Round Bald	https://lichenportal.org/portal/collections/individual/index.php?occid=451747
STATE	100	CMN	451748	Sharnoff, Stephen | Sharnoff, Sylvia D.	Tennessee	Carter Co. (TN)	2.35	outside_boundary_reverse_partial	North Carolina, Mitchell County	36.0833,-82.1333	CANL 115729	Roan Mountain, S of Elizabethton, off TN 143, Round Bald	https://lichenportal.org/portal/collections/individual/index.php?occid=451748
STATE	100	CMN	452086	Sharnoff, Stephen | Sharnoff, Sylvia D.	Tennessee	Carter Co. (TN)	0.57	outside_boundary_reverse_partial	North Carolina, Mitchell County	36.1,-82.1333	CANL 116064	Roan Mountain, S of Elizabethton, off TN 143, Cloudland Hotel site parking lot	https://lichenportal.org/portal/collections/individual/index.php?occid=452086
STATE	100	CMN	452087	Sharnoff, Stephen | Sharnoff, Sylvia D.	Tennessee	Carter Co. (TN)	2.35	outside_boundary_reverse_partial	North Carolina, Mitchell County	36.0833,-82.1333	CANL 116065	Roan Mountain, S of Elizabethton, off TN 143, Round Bald	https://lichenportal.org/portal/collections/individual/index.php?occid=452087
STATE	100	CMN	452110	Sharnoff, Stephen | Sharnoff, Sylvia D.	Tennessee	Carter Co. (TN)	0.57	outside_boundary_reverse_partial	North Carolina, Mitchell County	36.1,-82.1333	CANL 116089	Roan Mountain, S of Elizabethton, off TN 143, Roan High Bluff	https://lichenportal.org/portal/collections/individual/index.php?occid=452110
STATE	100	CMN	452257	Sharnoff, Stephen | Sharnoff, Sylvia D.	Tennessee	Carter Co. (TN)	0.57	outside_boundary_reverse_partial	North Carolina, Mitchell County	36.1,-82.1333	CANL 116237	Roan Mountain, S of Elizabethton, off TN 143, Cloudland Hotel site parking lot	https://lichenportal.org/portal/collections/individual/index.php?occid=452257
STATE	100	CMN	452342	Sharnoff, Stephen | Sharnoff, Sylvia D.	Tennessee	Carter Co. (TN)	0.57	outside_boundary_reverse_partial	North Carolina, Mitchell County	36.1,-82.1333	CANL 116324	Roan Mountain, S of Elizabethton, off TN 143, Roan High Bluff	https://lichenportal.org/portal/collections/individual/index.php?occid=452342
STATE	100	CMN	452436	Sharnoff, Stephen | Sharnoff, Sylvia D.	Tennessee	Carter Co. (TN)	2.35	outside_boundary_reverse_partial	North Carolina, Mitchell County	36.0833,-82.1333	CANL 116417	Roan Mountain, S of Elizabethton, off TN 143, Round Bald	https://lichenportal.org/portal/collections/individual/index.php?occid=452436
STATE	100	CMN	452564	Sharnoff, Stephen | Sharnoff, Sylvia D.	Tennessee	Carter Co. (TN)	2.35	outside_boundary_reverse_partial	North Carolina, Mitchell County	36.0833,-82.1333	CANL 116545	Roan Mountain, S of Elizabethton, off TN 143, Round Bald	https://lichenportal.org/portal/collections/individual/index.php?occid=452564
