error_type	priority	herbarium	id	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
COUNTY	10	AUA	2691085	Hansen, Curtis J.	North Carolina	Macon	4.1	outside_boundary_exact	North Carolina, Swain County	35.330278,-83.560556	AUA-L-0000574	Wayah Bald, near summit, Nantahala National Forest Recreation Site	https://lichenportal.org/portal/collections/individual/index.php?occid=2691085
COUNTY	10	AUA	2691433	Hansen, Curtis J.	North Carolina	Macon	4.1	outside_boundary_exact	North Carolina, Swain County	35.330278,-83.560556	AUA-L-0000946	Wayah Bald, near summit, Nantahala National Forest Recreation Site	https://lichenportal.org/portal/collections/individual/index.php?occid=2691433
COUNTY	10	AUA	2691451	Hansen, Curtis J.	North Carolina	Macon	4.1	outside_boundary_exact	North Carolina, Swain County	35.330278,-83.560556	AUA-L-0001088	Wayah Bald, near summit, Nantahala National Forest Recreation Site	https://lichenportal.org/portal/collections/individual/index.php?occid=2691451
COUNTY	10	AUA	2694863	Hansen, Curtis J.	North Carolina	Macon	4.1	outside_boundary_exact	North Carolina, Swain County	35.330278,-83.560556	AUA-L-0001875	Wayah Bald, near summit, Nantahala National Forest Recreation Site	https://lichenportal.org/portal/collections/individual/index.php?occid=2694863
COUNTY	10	AUA	2695206	Hansen, Curtis J.	North Carolina	Macon	4.1	outside_boundary_exact	North Carolina, Swain County	35.330278,-83.560556	AUA-L-0001578	Wayah Bald, near summit, Nantahala National Forest Recreation Site	https://lichenportal.org/portal/collections/individual/index.php?occid=2695206
COUNTY	10	BUT	3131775	P. O. Schallert	North Carolina	Jackson	0.18	outside_boundary_exact	North Carolina, Macon County	35.079942,-83.146099	BUT-L-0800042	Whiteside Mountain	https://lichenportal.org/portal/collections/individual/index.php?occid=3131775
COUNTY	10	BUT	3131802	P. O. Schallert	North Carolina	Jackson	0.18	outside_boundary_exact	North Carolina, Macon County	35.079942,-83.146099	BUT-L-0800095	Whiteside Mountain; 35.079942 -83.146099	https://lichenportal.org/portal/collections/individual/index.php?occid=3131802
COUNTY	10	BUT	3131810	P. O. Schallert	North Carolina	Jackson	0.18	outside_boundary_exact	North Carolina, Macon County	35.079942,-83.146099	BUT-L-0800006	Whiteside Mountain; 35.079942 -83.146099	https://lichenportal.org/portal/collections/individual/index.php?occid=3131810
COUNTY	10	BUT	3131856	P. O. Schallert	North Carolina	Jackson	0.18	outside_boundary_exact	North Carolina, Macon County	35.079942,-83.146099	BUT-L-0800074	Whiteside Mountain; 35.079942 -83.146099	https://lichenportal.org/portal/collections/individual/index.php?occid=3131856
COUNTY	10	BUT	3131880	P. O. Schallert	North Carolina	Jackson	0.18	outside_boundary_exact	North Carolina, Macon County	35.079942,-83.146099	BUT-L-0800109	Whiteside Mountain; 35.079942 -83.146099	https://lichenportal.org/portal/collections/individual/index.php?occid=3131880
COUNTY	10	BUT	3132782	P. O. Schallert	North Carolina	Jackson	0.18	outside_boundary_exact	North Carolina, Macon County	35.079942,-83.146099	BUT-L-0800139	Whiteside Mountain; 35.079942 -83.146099	https://lichenportal.org/portal/collections/individual/index.php?occid=3132782
COUNTY	10	BUT	3132827	P. O. Schallert	North Carolina	Jackson	0.18	outside_boundary_exact	North Carolina, Macon County	35.079942,-83.146099	BUT-L-0800200	Whiteside Mountain; 35.079942 -83.146099	https://lichenportal.org/portal/collections/individual/index.php?occid=3132827
COUNTY	10	BUT	3141281	P. O. Schallert	North Carolina	Jackson	0.18	outside_boundary_exact	North Carolina, Macon County	35.079942,-83.146099	BUT-L-0800272	Whiteside Mountain; 35.079942 -83.146099	https://lichenportal.org/portal/collections/individual/index.php?occid=3141281
COUNTY	10	BUT	3141318	P. O. Schallert	North Carolina	Jackson	0.18	outside_boundary_exact	North Carolina, Macon County	35.079942,-83.146099	BUT-L-0800256	Whiteside Mountain; 35.079942 -83.146099	https://lichenportal.org/portal/collections/individual/index.php?occid=3141318
COUNTY	10	CHRB	1412951	Erica M. Frank	North Carolina	Macon	14.28	outside_boundary_exact	North Carolina, Jackson County	35.183333,-83.033333	CHRB-L-0001545	Van Hook Glade, U.S. Highway 64, 4 mi NW Highland, Nautahala Forest	https://lichenportal.org/portal/collections/individual/index.php?occid=1412951
