herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link	COUNTRY	1000
CSU	5361820	CSU	S. Strawn	North Carolina	Wautauga	12847.12	outside_boundary_similarity_0.714	not_found_in_US	36.1,82.10902	CSU-L-21	CarterGap	https://lichenportal.org/portal/collections/individual/index.php?occid=5361820	COUNTRY	1000
OBI	4642019	OBI	Gary B. Perlmutter	North Carolina	Durham	12517.13	outside_boundary_exact	not_found_in_US	35.921543,78.948494	OBI146060	Winterberry Ridge Drive near Woodcroft Parkway, Woodcroft/south Durham	https://lichenportal.org/portal/collections/individual/index.php?occid=4642019	COUNTRY	1000
OBI	4642020	OBI	Gary B. Perlmutter	North Carolina	Durham	12517.13	outside_boundary_exact	not_found_in_US	35.921543,78.948494	OBI146059	Winterberry Ridge Drive near Woodcroft Parkway, Woodcroft/south Durham	https://lichenportal.org/portal/collections/individual/index.php?occid=4642020	COUNTRY	1000
OBI	4642022	OBI	Gary B. Perlmutter	North Carolina	Durham	12517.13	outside_boundary_exact	not_found_in_US	35.921543,78.948494	OBI146057	Winterberry Ridge Drive near Woodcroft Parkway, Woodcroft/south Durham	https://lichenportal.org/portal/collections/individual/index.php?occid=4642022	COUNTRY	1000
OBI	4642023	OBI	Gary B. Perlmutter	North Carolina	Durham	12517.13	outside_boundary_exact	not_found_in_US	35.921543,78.948494	OBI146067	Winterberry Ridge Drive near Woodcroft Parkway, Woodcroft/south Durham	https://lichenportal.org/portal/collections/individual/index.php?occid=4642023	COUNTRY	1000
OBI	4642024	OBI	Gary B. Perlmutter	North Carolina	Durham	12517.13	outside_boundary_exact	not_found_in_US	35.921543,78.948494	OBI146066	Winterberry Ridge Drive near Woodcroft Parkway, Woodcroft/south Durham	https://lichenportal.org/portal/collections/individual/index.php?occid=4642024	COUNTRY	1000
OBI	4785010	OBI	Gary B. Perlmutter	North Carolina	Durham	12517.13	outside_boundary_exact	not_found_in_US	35.921543,78.948494	OBI146058	Winterberry Ridge Drive near Woodcroft Parkway, Woodcroft/south Durham	https://lichenportal.org/portal/collections/individual/index.php?occid=4785010	COUNTRY	1000
OBI	4785013	OBI	Gary B. Perlmutter	North Carolina	Durham	12517.13	outside_boundary_exact	not_found_in_US	35.921543,78.948494	OBI146061	Winterberry Ridge Drive near Woodcroft Parkway, Woodcroft/south Durham	https://lichenportal.org/portal/collections/individual/index.php?occid=4785013	COUNTRY	1000
OBI	4785014	OBI	Gary B. Perlmutter	North Carolina	Durham	12517.13	outside_boundary_exact	not_found_in_US	35.921543,78.948494	OBI146062	Winterberry Ridge Drive near Woodcroft Parkway, Woodcroft/south Durham	https://lichenportal.org/portal/collections/individual/index.php?occid=4785014	COUNTRY	1000
OBI	4785015	OBI	Gary B. Perlmutter	North Carolina	Durham	12517.13	outside_boundary_exact	not_found_in_US	35.921543,78.948494	OBI146063	Winterberry Ridge Drive near Woodcroft Parkway, Woodcroft/south Durham	https://lichenportal.org/portal/collections/individual/index.php?occid=4785015	COUNTRY	1000
OBI	4785016	OBI	Gary B. Perlmutter	North Carolina	Durham	12517.13	outside_boundary_exact	not_found_in_US	35.921543,78.948494	OBI146064	Winterberry Ridge Drive near Woodcroft Parkway, Woodcroft/south Durham	https://lichenportal.org/portal/collections/individual/index.php?occid=4785016	COUNTRY	1000
ILLS	3774491	ILLS	J.L. Crane	North Carolina	Carteret	12398.1	outside_boundary_exact	not_found_in_US	34.6836,76.6394	NA	Lookout National Seashore, Shackleford Banks. Maritime Forest.	https://lichenportal.org/portal/collections/individual/index.php?occid=3774491	COUNTRY	1000
CUP	4908687	CUP	William L. Culberson	North Carolina	Haywood	6840.64	outside_boundary_exact	not_found_in_US	47.415246,1.204198	CUP-L-0010994	Mount Pisgah	https://lichenportal.org/portal/collections/individual/index.php?occid=4908687	COUNTRY	1000
CUP	4908686	CUP	William L. Culberson	North Carolina	Pender	6520.98	outside_boundary_exact	not_found_in_US	47.415246,1.204198	CUP-L-0010993	6 km NE of Hampstead on Route 17	https://lichenportal.org/portal/collections/individual/index.php?occid=4908686	COUNTRY	1000
SBBG	3039499	SBBG	J. C. Lendemer	North Carolina	Craven	6309.05	outside_boundary_exact	not_found_in_US	34.981668,-148.951662	SBBG007531L	north of Flanners Beach Road, west of Flanners Beach Campground, west of SR #70, north of Havelock, Croatan National Forest.	https://lichenportal.org/portal/collections/individual/index.php?occid=3039499	COUNTRY	1000
MSC	275475	MSC	Nash III, T. H	North Carolina	Watauga	3050.21	outside_boundary_exact	not_found_in_US	26.8983307,-112.4353027	MSC0079985	East ridge crest of The Guadalupe Mtns., along secondary road between Mision Guadalupe and San Juan de La Pila	https://lichenportal.org/portal/collections/individual/index.php?occid=275475	COUNTRY	1000
NCU	5078365	NCU	Schallert, Paul O.	North Carolina	Forsyth	1384.71	outside_boundary_exact	not_found_in_US	47.45,-72.783333	NCU-L-0006902	Bennetts Rock	https://lichenportal.org/portal/collections/individual/index.php?occid=5078365	COUNTRY	1000
COLO	3128357	COLO	James C. Lendemer	North Carolina	Swain	1088.5	outside_boundary_exact	not_found_in_US	25.47,-83.558333	COLO-L-0051433	Great Smoky Mountains National Park, NW of jct of White Oak Branch Trail and Lakeshore Trail.	https://lichenportal.org/portal/collections/individual/index.php?occid=3128357	COUNTRY	1000
COLO	3128395	COLO	James C. Lendemer	North Carolina	Swain	1088.5	outside_boundary_exact	not_found_in_US	25.47,-83.558333	COLO-L-0051439	Great Smoky Mountains National Park, NW of jct of White Oak Branch Trail and Lakeshore Trail	https://lichenportal.org/portal/collections/individual/index.php?occid=3128395	COUNTRY	1000
DUKE	1840558	DUKE	Lendemer, James, Colin; Yahr, Rebecca	North Carolina	Brunswick Co.	120.26	outside_boundary_exact	not_found_in_US	33,-77	22850	Adjacent to Maritime Forest Reserve, Bald Head Island. Several hundred yards N of Federal Road	https://lichenportal.org/portal/collections/individual/index.php?occid=1840558	COUNTRY	1000
DUKE	1846532	DUKE	Lendemer, James, Colin; Yahr, Rebecca	North Carolina	Brunswick Co.	120.26	outside_boundary_exact	not_found_in_US	33,-77	22849	Adjacent to the Maritime Forest Preserve, Bald Head Island	https://lichenportal.org/portal/collections/individual/index.php?occid=1846532	COUNTRY	1000
DUKE	1857303	DUKE	Lendemer, James, Colin; Yahr, Rebecca	North Carolina	Brunswick Co.	120.26	outside_boundary_exact	not_found_in_US	33,-77	22840	Middle Island, Bald Head Island. Several hundred feet S of a gravel road, at the terminus of a large path	https://lichenportal.org/portal/collections/individual/index.php?occid=1857303	COUNTRY	1000
DUKE	1839920	DUKE	Lendemer, James, Colin; Tripp, Erin, A.	North Carolina	Craven Co.	115.92	outside_boundary_exact	not_found_in_US	34,-76	22873	Croatan National Forest, N of Flanners Beach Road, W of Flanners Beach Campground, W of SR 70, N of Havelock	https://lichenportal.org/portal/collections/individual/index.php?occid=1839920	COUNTRY	1000
DUKE	1840800	DUKE	Lendemer, James, Colin; Tripp, Erin, A.	North Carolina	Craven Co.	115.92	outside_boundary_exact	not_found_in_US	34,-76	22881	Croatan National Forest, N of Flanners Beach Road, W of Flanners Beach Campground, W of SR 70, N of Havelock	https://lichenportal.org/portal/collections/individual/index.php?occid=1840800	COUNTRY	1000
DUKE	1841079	DUKE	Lendemer, James, Colin; Yahr, Rebecca	North Carolina	Craven Co.	115.92	outside_boundary_exact	not_found_in_US	34,-76	22841	Along a tributary to Otter Creek, several hundred yards NW of Flanner Beach Road, ca. 0.5 mi from terminus of Flanner Beach Road (Flanner Beach Camp Ground), Croatan Game Lands	https://lichenportal.org/portal/collections/individual/index.php?occid=1841079	COUNTRY	1000
DUKE	1850512	DUKE	Lendemer, James, Colin; Tripp, Erin, A.	North Carolina	Craven Co.	115.92	outside_boundary_exact	not_found_in_US	34,-76	22853	Croatan National Forest, N of Flanners Beach Road, W of Flanners Beach Campground, W of SR 70, N of Havelock	https://lichenportal.org/portal/collections/individual/index.php?occid=1850512	COUNTRY	1000
DUKE	1864520	DUKE	Lendemer, James, Colin; Tripp, Erin, A.	North Carolina	Craven Co.	115.92	outside_boundary_exact	not_found_in_US	34,-76	22882	Croatan National Forest, N of Flanners Beach Road, W of Flanners Beach Campground, W of SR 70, N of Havelock	https://lichenportal.org/portal/collections/individual/index.php?occid=1864520	COUNTRY	1000
DUKE	1870761	DUKE	Lendemer, James, Colin; Tripp, Erin, A.	North Carolina	Craven Co.	115.92	outside_boundary_exact	not_found_in_US	34,-76	22871	Croatan National Forest, N of Flanners Beach Road, W of Flanners Beach Campground, W of SR 70, N of Havelock	https://lichenportal.org/portal/collections/individual/index.php?occid=1870761	COUNTRY	1000
DUKE	1883835	DUKE	Lendemer, James, Colin; Tripp, Erin, A.	North Carolina	Craven Co.	115.92	outside_boundary_exact	not_found_in_US	34,-76	22860	Croatan National Forest, N of Flanners Beach Road, W of Flanners Beach Campground, W of SR 70, N of Havelock	https://lichenportal.org/portal/collections/individual/index.php?occid=1883835	COUNTRY	1000
DUKE	1867870	DUKE	Lendemer, James, Colin; Tripp, Erin, A.	North Carolina	Jones Co.	88.63	outside_boundary_exact	not_found_in_US	34,-77	22885	Croatan National Forest. Croatan Game Land, W of Mattick's Road, 2.1 mi N of Mire Branch Road (SR 1105), SE of Maysville	https://lichenportal.org/portal/collections/individual/index.php?occid=1867870	COUNTRY	1000
DUKE	1877439	DUKE	Lendemer, James, Colin; Tripp, Erin, A.	North Carolina	Jones Co.	88.63	outside_boundary_exact	not_found_in_US	34,-77	22886	Croatan National Forest. Catfish Lake South Wilderness, along the E shore of Catfish Lake, along Forest Serivce Road 158, ca. 0.5 mi N of the intersection with Catfish Lake Road	https://lichenportal.org/portal/collections/individual/index.php?occid=1877439	COUNTRY	1000
DUKE	1882221	DUKE	Lendemer, James, Colin; Tripp, Erin, A.	North Carolina	Jones Co.	88.63	outside_boundary_exact	not_found_in_US	34,-77	22867	Croatan National Forest. Croatan Game Land, W of Mattick's Road, 2.1 mi N of Mire Branch Road (SR 1105), SE of Maysville	https://lichenportal.org/portal/collections/individual/index.php?occid=1882221	COUNTRY	1000
KANU	3135870	KANU	James C Lendemer; Jessica L Allen; Erin A Tripp	North Carolina	Washington	85.61	outside_boundary_exact	not_found_in_US	35.9488889,-75.4005556	390125	Bull Neck Swamp: Deep Creek Rd, N of jct with Bear Ln	https://lichenportal.org/portal/collections/individual/index.php?occid=3135870	COUNTRY	1000
DUKE	1855103	DUKE	Lendemer, James, Colin; Tripp, Erin, A.	North Carolina	Carteret Co.	75.86	outside_boundary_exact	not_found_in_US	34,-76	22872	Croatan National Forest, Millis Swamp, just N of Mullis Road (SR 128), ca. 8 mi W of Newport, Pocosin Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=1855103	COUNTRY	1000
DUKE	1861379	DUKE	Lendemer, James, Colin; Tripp, Erin, A.	North Carolina	Carteret Co.	75.86	outside_boundary_exact	not_found_in_US	34,-76	22878	Croatan National Forest, Millis Swamp, just N of Mullis Road (SR 128), ca. 8 mi W of Newport, Pocosin Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=1861379	COUNTRY	1000
DUKE	1843346	DUKE	Lendemer, James, Colin; Tripp, Erin, A.	North Carolina	Pender Co.	62.93	outside_boundary_exact	not_found_in_US	34,-77	22857	Holly Shelter Game Land, along Lodge Road, 1.2 mi E of Shaw Highway (SR 1523), 5.3 mi S of NC 53	https://lichenportal.org/portal/collections/individual/index.php?occid=1843346	COUNTRY	1000
DUKE	1845711	DUKE	Lendemer, James, Colin; Tripp, Erin, A.	North Carolina	Pender Co.	62.93	outside_boundary_exact	not_found_in_US	34,-77	22859	Holly Shelter Game Land, along Lodge Road, 1.2 mi E of Shaw Highway (SR 1523), 5.3 mi S of NC 53	https://lichenportal.org/portal/collections/individual/index.php?occid=1845711	COUNTRY	1000
DUKE	1849484	DUKE	Lendemer, James, Colin; Tripp, Erin, A.	North Carolina	Pender Co.	62.93	outside_boundary_exact	not_found_in_US	34,-77	22858	Holly Shelter Game Land, just E of Shaw Highway (SR 1523), at intersection with Lodge Road	https://lichenportal.org/portal/collections/individual/index.php?occid=1849484	COUNTRY	1000
DUKE	1853684	DUKE	Lendemer, James, Colin	North Carolina	Pender Co.	62.93	outside_boundary_exact	not_found_in_US	34,-77	22851	Holly Shelter Game Land, just E of Shaw Highway (SR 1523), at intersection with Lodge Road	https://lichenportal.org/portal/collections/individual/index.php?occid=1853684	COUNTRY	1000
DUKE	1883148	DUKE	Lendemer, James, Colin; Tripp, Erin, A.	North Carolina	Pender Co.	62.93	outside_boundary_exact	not_found_in_US	34,-77	22856	Holly Shelter Game Land, just E of Shaw Highway (SR 1523), at intersection with Lodge Road	https://lichenportal.org/portal/collections/individual/index.php?occid=1883148	COUNTRY	1000
KANU	1334821	KANU	James C Lendemer; Signa Williams	North Carolina	Camden	55.08	outside_boundary_exact	not_found_in_US	36.5472222,-75.4236111	382964	Dismal Swamp State Park	https://lichenportal.org/portal/collections/individual/index.php?occid=1334821	COUNTRY	1000
OSC	4413715	OSC	James Lendemer	North Carolina	Carteret	37.22	outside_boundary_exact	not_found_in_US	34.69888889,-75.83222222	107050	Just N of North Carolina Aquarium, Bogue Banks, Theodore Roosevelt Natural Area	https://lichenportal.org/portal/collections/individual/index.php?occid=4413715	COUNTRY	1000
