error_type	priority	herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
COUNTRY	1000	BRY	1361734	BRY	Maynard C. Bowers	Montana	Glacier	6921.93	outside_boundary_exact	not_found_in_US	13.666667,-48.75	BRY-L-0017575	Glacier National Park: on Piegan Pass between Piegan Mountain And Mountain Cataract	https://lichenportal.org/portal/collections/individual/index.php?occid=1361734
COUNTRY	1000	BRY	1471076	BRY	Sam Shushan	Montana	Granite	7162.74	outside_boundary_exact	not_found_in_US	16.58,-42.887	BRY-L-0020984	Deerlodge National Forest: Anaconda-Pintler Wilderness Area, Goat Flat.	https://lichenportal.org/portal/collections/individual/index.php?occid=1471076
COUNTRY	1000	BRY	1570397	BRY	Sam Shushan	Montana	Granite	7162.74	outside_boundary_exact	not_found_in_US	16.58,-42.887	BRY-L-0020983	Deerlodge National Forest: Anaconda-Pintler Wilderness Area, Goat Flat.	https://lichenportal.org/portal/collections/individual/index.php?occid=1570397
COUNTRY	1000	BRY	2578623	BRY	Larry L. St. Clair	Montana	Lemhi	NA	county_not_matched_no_match	county_not_matched	44.682133,-113.362367	BRY-L-0039296	Salmon-Challis National Forest: Leadore Ranger District (horse pasture behind station), adjacent to District Office.	https://lichenportal.org/portal/collections/individual/index.php?occid=2578623
COUNTRY	1000	BRY	2578624	BRY	Larry L. St. Clair	Montana	Lemhi	NA	county_not_matched_no_match	county_not_matched	44.682133,-113.362367	BRY-L-0039297	Salmon-Challis National Forest: Leadore Ranger District (horse pasture behind station), adjacent to District Office.	https://lichenportal.org/portal/collections/individual/index.php?occid=2578624
COUNTRY	1000	ILLS	2706441	ILLS	J.L. Crane & J.D. Schoknecht	Montana	Meager	NA	county_not_matched_no_match	county_not_matched	46.9167,-110.6333	ILLS00092013	Lewis and Clark National Forest. Along Route 89.	https://lichenportal.org/portal/collections/individual/index.php?occid=2706441
COUNTRY	1000	MONT	1460714	MONT	B.D. Ryan	Montana	Wyoming	NA	county_not_matched_no_match	county_not_matched	45,-109.416667	MONT-L-0006166	Hwy 212, border between Montana and Wyoming, NE of Beartooth Pass	https://lichenportal.org/portal/collections/individual/index.php?occid=1460714
COUNTRY	1000	MONTU	5648938	MONTU	Sarah Jovan	Montana	Sanders	8966.84	outside_boundary_exact	not_found_in_US	47.79806,115.1326	MONTU00021	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=5648938
COUNTRY	1000	MONTU	5658742	MONTU	Bruce McCune	Montana	Gallatin	9887.6	outside_boundary_exact	not_found_in_US	45,110	MONTU00064	9 km W of Bozeman pass on Insterstate-90, 1 km E of Trail Creek Rd. exit, N Side of freeway, S-facing slope.	https://lichenportal.org/portal/collections/individual/index.php?occid=5658742
COUNTRY	1000	MONTU	5681928	MONTU	Bruce McCune	Montana	Flathead	8990.87	outside_boundary_exact	not_found_in_US	48.4353,114.335	MONTU000116	South of Reservoir Road, east of Lakeshore Drive, 2.4 km north of Whitefish	https://lichenportal.org/portal/collections/individual/index.php?occid=5681928
