herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link	COUNTRY	1000
CLEMS	5620970	CLEMS	Ciegler, Alex	South Carolina	Pickens	3206.21	outside_boundary_exact	not_found_in_US	65.048717,-82.813683	69435	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=5620970	COUNTRY	1000
CLEMS	5643134	CLEMS	Ciegler, Alex	South Carolina	Lexington	1074.7	outside_boundary_exact	not_found_in_US	23.933333,-81.033333	66668	Congaree Creek Heritage Preserve	https://lichenportal.org/portal/collections/individual/index.php?occid=5643134	COUNTRY	1000
CLEMS	5692543	CLEMS	Ciegler, Alex	South Carolina	Lexington	1074.7	outside_boundary_exact	not_found_in_US	23.933333,-81.033333	64338	Congaree Creek Heritage Preserve	https://lichenportal.org/portal/collections/individual/index.php?occid=5692543	COUNTRY	1000
CLEMS	5692544	CLEMS	Ciegler, Alex	South Carolina	Lexington	1074.7	outside_boundary_exact	not_found_in_US	23.933333,-81.033333	64339	Congaree Creek Heritage Preserve	https://lichenportal.org/portal/collections/individual/index.php?occid=5692544	COUNTRY	1000
CLEMS	5620849	CLEMS	Ciegler, Alex	South Carolina	Cook	NA	county_not_matched_no_match	county_not_matched	47.127733,91.35935	62475	Savage Bay, Lake Superior Shore	https://lichenportal.org/portal/collections/individual/index.php?occid=5620849	COUNTRY	1000
LSU	1477787	LSU	George T. Johnson	South Carolina	Johnson	NA	county_not_matched_no_match	county_not_matched	33.890711,-80.053363	LSU00149710	2 mi W of Turbeville.	https://lichenportal.org/portal/collections/individual/index.php?occid=1477787	COUNTRY	1000
OSC	2223141	OSC	Bruce McCune	South Carolina	Berkeley	636.03	outside_boundary_exact	West Virginia, Ritchie County	39.15,-80.9	91586	Plain along creek 1.5 mi. N. of Hwy. 402 on FS Route 130 in Francis Marion NF,N. of Huger,	https://lichenportal.org/portal/collections/individual/index.php?occid=2223141	STATE	100
NCU	3753324	NCU	Nelson, John B.	South Carolina	Jasper	310.14	outside_boundary_exact	North Carolina, Lincoln County	35.52222,-81.23171	NA	both sides of Sandhill Road 2.4 road miles SE of jct with SC 119, 3.3 air miles NNE of downtown Clyo (GA).	https://lichenportal.org/portal/collections/individual/index.php?occid=3753324	STATE	100
NCU	3753346	NCU	Nelson, John B.	South Carolina	Jasper	310.14	outside_boundary_exact	North Carolina, Lincoln County	35.52222,-81.23171	NCU-L-0006168	both sides of Sandhill Road 2.4 road miles SE of jct with SC 119, 3.3 air miles NNE of downtown Clyo (GA).	https://lichenportal.org/portal/collections/individual/index.php?occid=3753346	STATE	100
NCU	3753347	NCU	Nelson, John B.	South Carolina	Jasper	310.14	outside_boundary_exact	North Carolina, Lincoln County	35.52222,-81.23171	NCU-L-0006264	both sides of Sandhill Road 2.4 road miles SE of jct with SC 119, 3.3 air miles NNE of downtown Clyo (GA).	https://lichenportal.org/portal/collections/individual/index.php?occid=3753347	STATE	100
NCU	3776608	NCU	Nelson, John B.	South Carolina	Jasper	310.14	outside_boundary_exact	North Carolina, Lincoln County	35.52222,-81.23171	NCU-L-0006269	both sides of Sandhill Road 2.4 road miles SE of jct with SC 119, 3.3 air miles NNE of downtown Clyo (GA).; 35.52222 -81.23171	https://lichenportal.org/portal/collections/individual/index.php?occid=3776608	STATE	100
NCU	3776609	NCU	Nelson, John B.	South Carolina	Jasper	310.14	outside_boundary_exact	North Carolina, Lincoln County	35.52222,-81.23171	NCU-L-0006269	both sides of Sandhill Road 2.4 road miles SE of jct with SC 119, 3.3 air miles NNE of downtown Clyo (GA).; 35.52222 -81.23171	https://lichenportal.org/portal/collections/individual/index.php?occid=3776609	STATE	100
NCU	3358608	NCU	Nelson, John B.	South Carolina	Richland	269.52	outside_boundary_exact	Virginia, Grayson County	36.63621091,-81.60665587	NCU-L-0005870	west side of US 601, just north of Congaree River; 33.766693 -80.641809	https://lichenportal.org/portal/collections/individual/index.php?occid=3358608	STATE	100
NCU	3358615	NCU	Nelson, John B.	South Carolina	Colleton	214.18	outside_boundary_exact	North Carolina, Mecklenburg County	35.096358,-80.713018	NCU-L-0005865	old WestVaco property 1.37 air miles SW of jct SC 61 and SC 217, east side of Smoaks	https://lichenportal.org/portal/collections/individual/index.php?occid=3358615	STATE	100
NCU	3358616	NCU	Nelson, John B.	South Carolina	Colleton	214.18	outside_boundary_exact	North Carolina, Mecklenburg County	35.096358,-80.713018	NCU-L-0005864	old WestVaco property 1.37 air miles SW of jct SC 61 and SC 217, east side of Smoaks	https://lichenportal.org/portal/collections/individual/index.php?occid=3358616	STATE	100
NCU	3395209	NCU	Nelson, John B.	South Carolina	Colleton	214.18	outside_boundary_exact	North Carolina, Mecklenburg County	35.096358,-80.713018	NCU-L-0005863	old WestVaco property 1.37 air miles SW of jct SC 61 and SC 217, east side of Smoaks; 35.096358 -80.713018	https://lichenportal.org/portal/collections/individual/index.php?occid=3395209	STATE	100
NCU	3395211	NCU	Nelson, John B.	South Carolina	Colleton	214.18	outside_boundary_exact	North Carolina, Mecklenburg County	35.096358,-80.71318	NCU-L-0005861	old WestVaco property 1.37 air miles SW of jct SC 61 and SC 217, east side of Smoaks	https://lichenportal.org/portal/collections/individual/index.php?occid=3395211	STATE	100
NCU	3395217	NCU	Nelson, John B.	South Carolina	Colleton	214.18	outside_boundary_exact	North Carolina, Mecklenburg County	35.096358,-80.713018	NCU-L-0005856	old WestVaco property 1.37 air miles SW of jct SC 61 and SC 217, east side of Smoaks	https://lichenportal.org/portal/collections/individual/index.php?occid=3395217	STATE	100
NCU	3395214	NCU	Nelson, John B.	South Carolina	Colleton	214.09	outside_boundary_exact	North Carolina, Mecklenburg County	35.095599,-80.71456	NCU-L-0005857	old WestVaco property 1.5 air miles SW of jct SC 61 and SC 217, east side of Smoaks	https://lichenportal.org/portal/collections/individual/index.php?occid=3395214	STATE	100
NCU	3395215	NCU	Nelson, John B.	South Carolina	Colleton	214.09	outside_boundary_exact	North Carolina, Mecklenburg County	35.095599,-80.71456	NCU-L-0005877	old WestVaco property 1.5 air miles SW of jct SC 61 and SC 217, east side of Smoaks	https://lichenportal.org/portal/collections/individual/index.php?occid=3395215	STATE	100
NCU	3395216	NCU	Nelson, John B.	South Carolina	Colleton	214.09	outside_boundary_exact	North Carolina, Mecklenburg County	35.095599,-80.71456	NCU-L-0005858	old WestVaco property 1.5 air miles SW of jct SC 61 and SC 217, east side of Smoaks	https://lichenportal.org/portal/collections/individual/index.php?occid=3395216	STATE	100
NCU	762710	NCU	Perlmutter, Gary B.	South Carolina	York	191.94	outside_boundary_exact	North Carolina, Orange County	35.913611,-79.043889	NCU-L-0001601	River Park, Rock Hill	https://lichenportal.org/portal/collections/individual/index.php?occid=762710	STATE	100
NCU	762711	NCU	Perlmutter, Gary B.	South Carolina	York	191.94	outside_boundary_exact	North Carolina, Orange County	35.913611,-79.043889	NCU-L-0001073	River Park, Rock Hill	https://lichenportal.org/portal/collections/individual/index.php?occid=762711	STATE	100
NCU	762712	NCU	Perlmutter, Gary B.	South Carolina	York	191.94	outside_boundary_exact	North Carolina, Orange County	35.913611,-79.043889	NCU-L-0000994	River Park, Rock Hill	https://lichenportal.org/portal/collections/individual/index.php?occid=762712	STATE	100
NCU	762713	NCU	Perlmutter, Gary B.	South Carolina	York	191.94	outside_boundary_exact	North Carolina, Orange County	35.913611,-79.043889	NCU-L-0000998	River Park, Rock Hill	https://lichenportal.org/portal/collections/individual/index.php?occid=762713	STATE	100
OMA	805119	OMA	NA	South Carolina	Lancaster	159.46	outside_boundary_exact	North Carolina, Stokes County	36.4,-80.25	13224	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=805119	STATE	100
