error_type	priority	herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
COUNTRY	1000	ASU	1374865	ASU	Clifford M. Wetmore	Georgia	De Kalb	NA	county_not_matched_no_match	county_not_matched	33.833333,-84.083333	ASU0069219	18 miles E of Atlanta on Mt. Arabia.	https://lichenportal.org/portal/collections/individual/index.php?occid=1374865
COUNTRY	1000	ASU	64251	ASU	L. Pollard	Georgia	De Kalb	NA	county_not_matched_no_match	county_not_matched	33.8333333,-84.0833333	NA	32.2 km E of Atlanta on Mt. Arabia	https://lichenportal.org/portal/collections/individual/index.php?occid=64251
COUNTRY	1000	ASU	75473	ASU	J.K. Small	Georgia	De Kalb	NA	county_not_matched_no_match	county_not_matched	33.8166667,-84.6666667	ASUL035817	Little Stone Mountain, southeastern foothills of the Appalachian Mountains	https://lichenportal.org/portal/collections/individual/index.php?occid=75473
COUNTRY	1000	ASU	99702	ASU	G.T. Johnson	Georgia	Bradley	NA	county_not_matched_no_match	county_not_matched	31.195202,-82.043353	NA	6.4 km W of Nahunta	https://lichenportal.org/portal/collections/individual/index.php?occid=99702
COUNTRY	1000	CHRB	1413092	CHRB	Erica M. Frank	Georgia	Ware	5814.2	outside_boundary_exact	not_found_in_US	82.25,-31.166667	CHRB-L-0001686	Okefenokee Swamp, near Waycross	https://lichenportal.org/portal/collections/individual/index.php?occid=1413092
COUNTRY	1000	CHRB	1413134	CHRB	Erica M. Frank	Georgia	Ware	5814.2	outside_boundary_exact	not_found_in_US	82.25,-31.166667	CHRB-L-0001728	Okefenokee Swamp, near Waycross	https://lichenportal.org/portal/collections/individual/index.php?occid=1413134
COUNTRY	1000	CHRB	1413535	CHRB	Erica M. Frank	Georgia	Glynn	81.41	outside_boundary_exact	not_found_in_US	31.166667,-80.333333	CHRB-L-0002129	Fort Frederika, Sait Simon's Island	https://lichenportal.org/portal/collections/individual/index.php?occid=1413535
COUNTRY	1000	CHRB	5780453	CHRB	Natalia M. Howe	Georgia	McIntosh	13582.83	outside_boundary_exact	not_found_in_US	31.47192,81.60632	CHRB-L-0002949	Harper Lake Park	https://lichenportal.org/portal/collections/individual/index.php?occid=5780453
COUNTRY	1000	CHRB	5780528	CHRB	Natalie M. Howe	Georgia	McIntosh	13582.83	outside_boundary_exact	not_found_in_US	31.47192,81.60632	CHRB-L-0003024	Harper Lake Park	https://lichenportal.org/portal/collections/individual/index.php?occid=5780528
COUNTRY	1000	COLO	4780230	COLO	Erin Tripp	Georgia	Lumpkin	13334.25	outside_boundary_exact	not_found_in_US	34.72149,83.85677	COLO-L-0070039	Chattahoochee National Forest, Raven Cliff Wilderness, Cowrock Mountain, S of Appalachian Trail, 0.6 mi W of Tesnatee Gap, 0.2 mi S of Green Cliff Top.	https://lichenportal.org/portal/collections/individual/index.php?occid=4780230
COUNTRY	1000	COLO	4780231	COLO	Erin Tripp	Georgia	Lumpkin	13334.25	outside_boundary_exact	not_found_in_US	34.72149,83.85677	COLO-L-0070045	Chattahoochee National Forest, Raven Cliff Wilderness, Cowrock Mountain, S of Appalachian Trail, 0.6 mi W of Tesnatee Gap, 0.2 mi S of Green Cliff Top.	https://lichenportal.org/portal/collections/individual/index.php?occid=4780231
