error_type	priority	herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
COUNTRY	1000	ASU	104813	ASU	Clifford M. Wetmore	Minnesota	Saint Louis	58.05	outside_boundary_standardized_exact	not_found_in_US	46.94638889,-91.03527778	ASUL013590	Voyageurs National Park. East side of Bowman Bay on south side of Kabetogamma Lake. Sec. 36, T69N, R21W.	https://lichenportal.org/portal/collections/individual/index.php?occid=104813
COUNTRY	1000	CLEMS	5492175	CLEMS	Ciegler, Alex	Minnesota	Washington	11664.77	outside_boundary_exact	not_found_in_US	47.11925,92.7545	63556	Arcola Trail off Arcola Tr. Rd.	https://lichenportal.org/portal/collections/individual/index.php?occid=5492175
COUNTRY	1000	COLO	3171084	COLO	M. K. Advaita	Minnesota	Woodbury	NA	county_not_matched_no_match	county_not_matched	42.5581,-96.4719	COLO-L-0051615	northern edge of Sioux City, Stone State Park.	https://lichenportal.org/portal/collections/individual/index.php?occid=3171084
COUNTRY	1000	ILL	1509505	ILL	Bruce Fink	Minnesota	Cook	0.1	outside_boundary_exact	not_found_in_US	48.05398,-89.994724	ILL00039281	South Fowl Lake	https://lichenportal.org/portal/collections/individual/index.php?occid=1509505
COUNTRY	1000	KANU	3133881	KANU	Clifford M Wetmore	Minnesota	Saint Louis	6.36	outside_boundary_standardized_exact	not_found_in_US	48.55,-92.55	372948	Voyageurs National Park	https://lichenportal.org/portal/collections/individual/index.php?occid=3133881
COUNTRY	1000	LSU	1390290	LSU	Garrie Landry	Minnesota	Limestone	NA	county_not_matched_no_match	county_not_matched	44.05589,-92.06897	LSU00140917	White Water St. Park.	https://lichenportal.org/portal/collections/individual/index.php?occid=1390290
COUNTRY	1000	LSU	1467750	LSU	Shirley C. Tucker	Minnesota	St. Croix	NA	county_not_matched_no_match	county_not_matched	45.409068,-92.650893	LSU00146695	Interstate Park, St. Croix Falls.	https://lichenportal.org/portal/collections/individual/index.php?occid=1467750
COUNTRY	1000	LSU	1486901	LSU	Garrie Landry	Minnesota	Branch	NA	county_not_matched_no_match	county_not_matched	44.05602,-92.06903	LSU00151326	White Water St. Park.	https://lichenportal.org/portal/collections/individual/index.php?occid=1486901
COUNTRY	1000	MCTC	2428731	MCTC	F. B. Bevis	Minnesota	Lake	2.22	outside_boundary_exact	not_found_in_US	48.075,-91.543611	MCTC-L-0000682	Canadian Pt.-Merriam Bay area, Rainy River District	https://lichenportal.org/portal/collections/individual/index.php?occid=2428731
COUNTRY	1000	MCTC	2429862	MCTC	F. B. Bevis	Minnesota	Lake	2.22	outside_boundary_exact	not_found_in_US	48.075,-91.543611	MCTC-L-0001815	Canadian Pt.-Merriam Bay area, Rainy River District	https://lichenportal.org/portal/collections/individual/index.php?occid=2429862
COUNTRY	1000	MIL	2413747	MIL	Clifford M. Wetmore	Minnesota	St.Louis	NA	county_not_matched_no_match	county_not_matched	48.545,-92.845	143951	Voyageurs National Park. Along bay in Big Island, Kempton Channel (Rainy Lake). South side of bay.	https://lichenportal.org/portal/collections/individual/index.php?occid=2413747
