error_type	priority	herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link
COUNTRY	1000	ASU	104045	ASU	L. Geiser	Oregon	Tillamook	47.4	outside_boundary_exact	not_found_in_US	45.5733333,-124.6547222	NA	OR Islands Nat. Wildlife Refuge and Wilderness; promonitory jutting Westward into Pacific Ocean	https://lichenportal.org/portal/collections/individual/index.php?occid=104045
COUNTRY	1000	ASU	104048	ASU	L. Geiser	Oregon	Tillamook	47.4	outside_boundary_exact	not_found_in_US	45.5733333,-124.6547222	NA	OR Islands Nat. Wildlife Refuge and Wilderness; promonitory jutting Westward into Pacific Ocean	https://lichenportal.org/portal/collections/individual/index.php?occid=104048
COUNTRY	1000	ASU	3533658	ASU	Ryan, B.D.	Oregon	Lake	954.82	outside_boundary_exact	not_found_in_US	33.466667,-120.8	ASUL003101	Fremont National Forest, trail to Palisade Rocks, E part of Gearhart Wilderness	https://lichenportal.org/portal/collections/individual/index.php?occid=3533658
COUNTRY	1000	ASU	81748	ASU	B. McCune	Oregon	Douglas	105.87	outside_boundary_exact	not_found_in_US	44.8666667,-124.15	ASUL030371	between Carter Lake and ocean, 12 km S of Florence	https://lichenportal.org/portal/collections/individual/index.php?occid=81748
COUNTRY	1000	ASU	98353	ASU	R. Rosentreter	Oregon	Coos	46.17	outside_boundary_exact	not_found_in_US	42.3333333,-124.4666667	NA	Cape Arago, 14.4 SW of Coos Bay	https://lichenportal.org/portal/collections/individual/index.php?occid=98353
COUNTRY	1000	BRY	1075787	BRY	Sam Shushan	Oregon	Lame	NA	county_not_matched_no_match	county_not_matched	45.25,-121.833333	BRY-L-0000288	Williamette National Forest, just west of MacKenzie Pass: ca 33 miles east of Blue River	https://lichenportal.org/portal/collections/individual/index.php?occid=1075787
COUNTRY	1000	BRY	1350808	BRY	Sam Shushan	Oregon	Linn	7344.02	outside_boundary_exact	not_found_in_US	21.666667,-44.5	BRY-L-0017307	Fish Lake Forest Service Station near Santiam Junction	https://lichenportal.org/portal/collections/individual/index.php?occid=1350808
COUNTRY	1000	BRY	2582912	BRY	Steven D. Leavitt	Oregon	Pierce	NA	county_not_matched_no_match	county_not_matched	46.75162,-121.941	BRY-L-0039943	Gifford Pinchot National Forest: W of Mount Rainier National Park entrance on Highway 706, vicinity of Goat Creek.	https://lichenportal.org/portal/collections/individual/index.php?occid=2582912
COUNTRY	1000	CMN	3333632	CMN	Brodo, Irwin M.	Oregon	Curry Co. (OR)	320.76	outside_boundary_reverse_partial	not_found_in_US	45.8333,-124.55	CANL 123455	Cape Blanco, 8 miles N of Port Orford.	https://lichenportal.org/portal/collections/individual/index.php?occid=3333632
COUNTRY	1000	CMN	5698495	CMN	Brodo, Irwin M.	Oregon	Lincoln Co. (OR)	32.35	outside_boundary_reverse_partial	not_found_in_US	44.417,-124.567	CANL 10028031	2 miles E of Waldport, W. B. Nelson Wayside	https://lichenportal.org/portal/collections/individual/index.php?occid=5698495
COUNTRY	1000	CMN	5700253	CMN	Brodo, Irwin M. | Wetmore, Clifford M. | Pike, L.H.	Oregon	Lincoln Co. (OR)	32.65	outside_boundary_reverse_partial	not_found_in_US	44.42,-124.57	CANL 10020597	2 miles E of Waldport, W.B. Nelson Wayside	https://lichenportal.org/portal/collections/individual/index.php?occid=5700253
COUNTRY	1000	CMN	5702723	CMN	Brodo, Irwin M.	Oregon	Lincoln Co. (OR)	32.35	outside_boundary_reverse_partial	not_found_in_US	44.417,-124.567	CANL 10027951	2 miles E of Waldport, W. B. Nelson Wayside	https://lichenportal.org/portal/collections/individual/index.php?occid=5702723
COUNTRY	1000	CMN	5707962	CMN	Brodo, Irwin M.	Oregon	Lincoln Co. (OR)	32.35	outside_boundary_reverse_partial	not_found_in_US	44.417,-124.567	CANL 10028098	2 miles E of Waldport, W. B. Nelson Wayside	https://lichenportal.org/portal/collections/individual/index.php?occid=5707962
COUNTRY	1000	CUP	4912781	CUP	Valerie Reeb	Oregon	Coos	6534.34	outside_boundary_exact	not_found_in_US	15.96149,-61.69424	CUP-L-0011031	Cape Arago to Sunset Bay, ca. 13 km SW of Coos Bay	https://lichenportal.org/portal/collections/individual/index.php?occid=4912781
COUNTRY	1000	FH	4725386	FH	D. H. Wagner	Oregon	Jackson County	1093.23	outside_boundary_exact	not_found_in_US	32.2380555556,-122.4927777778	barcode-00995381	Upper headwaters of Dead Indian Creek, 11 mi NE of Ashland; along Buck Prairie Road 0.4 miles past road 38-3E-29.3	https://lichenportal.org/portal/collections/individual/index.php?occid=4725386
COUNTRY	1000	ILLS	2705166	ILLS	J.L. Crane & J.D. Schoknecht	Oregon	The Dunes	NA	county_not_matched_no_match	county_not_matched	43.8833,-124.1	ILLS00007275	NA	https://lichenportal.org/portal/collections/individual/index.php?occid=2705166
COUNTRY	1000	ILLS	2708996	ILLS	J.L. Schoknecht	Oregon	Currey	NA	county_not_matched_no_match	county_not_matched	42.8012,-124.4916	ILLS00097765	Siskiyou National Forest, Route 101 along the Elk River.	https://lichenportal.org/portal/collections/individual/index.php?occid=2708996
COUNTRY	1000	ILLS	2708997	ILLS	J.L. Schoknecht	Oregon	Currey County	NA	county_not_matched_no_match	county_not_matched	42.8012,-124.4916	ILLS00090836	Siskiyou National Forest, Route 101 along the Elk River, Sixes (Or) quadrangle.	https://lichenportal.org/portal/collections/individual/index.php?occid=2708997
COUNTRY	1000	ILLS	3774833	ILLS	Leo F. Koch	Oregon	Curry	26.08	outside_boundary_exact	not_found_in_US	42.137329,-124.77741	ILLS00101942	On the south bank of the Chetce River in Redwood State Park 8 miles east of Brookings	https://lichenportal.org/portal/collections/individual/index.php?occid=3774833
COUNTRY	1000	LSU	1425384	LSU	Shirley C. Tucker	Oregon	Forest	NA	county_not_matched_no_match	county_not_matched	43.974243,-121.802483	LSU00142630	On Elk Lake, Century Drive, 32 miles west of Bend, Deschutes National Forest.	https://lichenportal.org/portal/collections/individual/index.php?occid=1425384
COUNTRY	1000	LSU	1434660	LSU	Shirley C. Tucker	Oregon	Forest	NA	county_not_matched_no_match	county_not_matched	45.298012,-117.20796	LSU00142668	South end of Wallawa Lake, about 5 mi. south of Joseph, Wallawa-Whitman National Forest.	https://lichenportal.org/portal/collections/individual/index.php?occid=1434660
COUNTRY	1000	LSU	1439260	LSU	Shirley C. Tucker	Oregon	Forest	NA	county_not_matched_no_match	county_not_matched	45.260716,-117.179467	LSU00143243	On Mount Howard, reached by gondola-lift from south end of Wallawa Lake, Wallawa-Whitman National Forest, about 6.5 miles south of Joseph.	https://lichenportal.org/portal/collections/individual/index.php?occid=1439260
COUNTRY	1000	LSU	1442953	LSU	Shirley C. Tucker	Oregon	Oregon	NA	county_not_matched_no_match	county_not_matched	44.959571,-118.231622	LSU00143844	Around Anthony Lake on State route 73, about 25 miles south of La Grande, Wallawa-Whitman National Forest, Blue Mountains.	https://lichenportal.org/portal/collections/individual/index.php?occid=1442953
COUNTRY	1000	LSU	1470382	LSU	Shirley C. Tucker	Oregon	Forest	NA	county_not_matched_no_match	county_not_matched	45.298012,-117.20796	LSU00147232	South end of Wallawa Lake, about 5 mi. south of Joseph, Wallawa-Whitman National Forest.	https://lichenportal.org/portal/collections/individual/index.php?occid=1470382
COUNTRY	1000	LSU	1473381	LSU	Shirley C. Tucker	Oregon	Forest	NA	county_not_matched_no_match	county_not_matched	43.974243,-121.802483	LSU00148654	On Elk Lake, Century Drive, 32 miles west of Bend, Deschutes National Forest.	https://lichenportal.org/portal/collections/individual/index.php?occid=1473381
COUNTRY	1000	LSU	1473385	LSU	Shirley C. Tucker	Oregon	Forest	NA	county_not_matched_no_match	county_not_matched	45.260716,-117.179467	LSU00148658	On Mount Howard, reached by gondola-lift from south end of Wallawa Lake, Wallawa-Whitman National Forest, about 6.5 miles south of Joseph.	https://lichenportal.org/portal/collections/individual/index.php?occid=1473385
COUNTRY	1000	LSU	1478002	LSU	Shirley C. Tucker	Oregon	Forest	NA	county_not_matched_no_match	county_not_matched	43.838339,-121.858919	LSU00149897	Around Cultus Lake, on Century Drive 42 miles SW of Bend, Deschutes National Forest.	https://lichenportal.org/portal/collections/individual/index.php?occid=1478002
COUNTRY	1000	LSU	1478009	LSU	Shirley C. Tucker	Oregon	Forest	NA	county_not_matched_no_match	county_not_matched	45.298012,-117.20796	LSU00149901	South end of Wallawa Lake, about 5 mi. south of Joseph, Wallawa-Whitman National Forest.	https://lichenportal.org/portal/collections/individual/index.php?occid=1478009
COUNTRY	1000	LSU	1478065	LSU	Shirley C. Tucker	Oregon	Forest	NA	county_not_matched_no_match	county_not_matched	45.298012,-117.20796	LSU00149930	South end of Wallawa Lake, about 5 mi. south of Joseph, Wallawa-Whitman National Forest.	https://lichenportal.org/portal/collections/individual/index.php?occid=1478065
COUNTRY	1000	MICH	1093567	MICH	S. E. Carpenter	Oregon	Tillamook	73.22	outside_boundary_exact	not_found_in_US	45.5,-125	81562	Camp Meriwether Boy Scout Caap	https://lichenportal.org/portal/collections/individual/index.php?occid=1093567
COUNTRY	1000	MICH	1094764	MICH	S. E. Carpenter	Oregon	Tillamook	73.22	outside_boundary_exact	not_found_in_US	45.5,-125	82761	Camp Meriwether Boy Scout Camp	https://lichenportal.org/portal/collections/individual/index.php?occid=1094764
COUNTRY	1000	MICH	1226013	MICH	S. E. Carpenter	Oregon	Tillamook	73.22	outside_boundary_exact	not_found_in_US	45.5,-125	106033	Camp Meriwether Boy Scout Camp	https://lichenportal.org/portal/collections/individual/index.php?occid=1226013
COUNTRY	1000	MICH	1241450	MICH	S. E. Carpenter	Oregon	Tillamook	73.22	outside_boundary_exact	not_found_in_US	45.5,-125	112003	Camp Meriwether Boy Scout Camp	https://lichenportal.org/portal/collections/individual/index.php?occid=1241450
